제목,원제,개봉일,스트리밍,대여,평점,장르,재생 시간,감독,출연진,시놉시스,이미지,구매
Puzzlehead,,(2006),"[('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩2,500', 'HD'])]","['61%', '5.6']","['드라마 , 스릴러 , SF']",['1시간 21분'],['James Bai'],"['Stephen Galaida', 'Robbie Shapiro', 'Chuck Ardezzone', 'John El Manahi']","In a post apocalyptic world where technology is outlawed, Walter, a reclusive scientist, secretly creates a self-aware android, ""Puzzlehead"". Jealously erupts when Puzzlehead wins the affection of Julia, the beautiful shopgirl that Walter has longed for. The resulting sci-fi love triangle is a Frankensteinian fable that traps all three in a web of deception and the ultimate betrayal.",https://images.justwatch.com/poster/199143547/s276/puzzlehead.webp,"[('Naver Store', ['₩1,200'])]"
유레루,ゆれる,(2006),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩2,000', 'HD'])]","['69%', '7.0 (1k)']","['스릴러 , 범죄 , 드라마']",['2시간 0분'],['Miwa Nishikawa'],"['Joe Odagiri', 'Teruyuki Kagawa', 'Yoko Maki', 'Hirofumi Arai', 'Masatō Ibu', 'Keizo Kanie', 'Yuichi Kimura', 'Tomorowo Taguchi', 'Pierre Taki']","자유분방한 삶을 즐기며 도쿄에서 유명한 사진작가로 성공한 타케루는 어머니 기일을 맞아 1년 만에 고향을 찾게 된다. 그곳엔 고향에 남아 가업을 이으며 현실에 순응하며 사는 착한 형 미노루와 어린 시절부터 알고 지낸 치에코가 형과 함께 일을 하며 지내고 있다. 타케루가 나타나면서부터 이들 셋은 서로의 미묘한 감정이 엇갈리는 가운데, 어릴 적 추억이 담긴 계곡으로 향한다. 계곡 아래에서 사진을 찍다 무심코 다리를 올려다 본 타케루는 충격적인 장면을 목격하고 만다. 다리 아래 급물살 속으로 자취를 감춘 치에코. 흔들리는 다리 위엔 망연자실한 미노루의 모습 뿐... 사건의 진실을 가리기 위한 미노루의 재판이 시작되고 유순하고 착하기만 했던 형 미노루의 의 의외의 모습을 본 타케루는 점점 흔들리게 되는데... 흔들리는 서로의 기억 속에서 과연 그날 계곡의 다리 위에선 무슨 일이 있었던 것일까?",https://images.justwatch.com/poster/20415643/s276/sway.webp,"[('Naver Store', ['₩2,000', 'HD'])]"
사생결단,,(2006),"[('Netflix', ['정액제', 'HD'])]",,"['67%', '6.2']","['범죄 , 액션 , 스릴러']",['1시간 57분'],['Lee Doo-yong'],"['Kil-su Hyeon', 'Bae Su-cheon']","3만명의 고객이 우글거리는 황금 구역을 관리하는 마약 중간 판매상 이상도는 최고급 오피스텔에서 살며 폼나게 즐기는 인생이다. 그러나 마약계 거물 장철을 잡겠다는 집념에 사로잡힌 미치광이 형사 도경장 경장에게 약점을 잡히면서 잘나가던 상도의 인생에 브레이크가 걸린다. 결국 도경장의 협박에 못 이겨 함정수사에 협조한 상도. 그러나 도경장은 함정수사가 실패로 돌아가자 대신 상도를 감옥에 넣어버린다. 장철의 행방이 손에 잡힐 듯 가까워지자 도경장은 출소한 상도를 다시 찾는다. 뒤를 봐줄테니 다시 한 번 손을 잡자고 청하는 도경장. 그러나 이미 도경장 때문에 감옥에서 8개월을 보낸 상도는 호락호락 넘어오지 않는다. 도경장의 비호 아래 칼부림을 벌여 잃었던 영업구역을 되찾은데 이어 도경장에게 거액의 사업 자금까지 뜯어낸 상도. 결국 장철의 조직에 들어가 자유롭게 장사하는 것을 도경장이 눈감아 주는 대가로 정보를 넘겨주기로 한다. 장철에게 최고 형량을 받게 하기 위해서 마약 유통의 핵심인 제조 현장을 덮쳐야만 하는 도경장. 그러나 장사에 눈이 팔린 상도가 3개월이 지나도 아무런 정보를 넘겨주지 않자 그의 분노는 극에 달한다. 자신을 보호해 주겠다는 도경장의 각서를 받아낸 후에야 제조 교수의 행방을 알려주는 상도. 한편 도경장이 장철과 교수가 만나는 현장을 덮치기 위해 잠복근무에 들어간 사이 상도는 천문학적 액수에 달하는 장철의 마약을 빼돌린다. 그러나 장철과 교수가 만나는 현장을 덮친 도경장은 뜻밖의 존재와 부딪히고, 장철의 몰락을 틈타 단숨에 전국을 장악하려던 상도의 야망 역시 예상 밖의 장애물을 만나게 된다. 각자의 먹이를 향해 이빨을 드러내고 달려들던 두 남자의 ‘사생결단’은 결국 예상치 못했던 최후를 향해 달려가는데...",https://images.justwatch.com/poster/12990533/s276/bloody-tie.webp,
스나이퍼: 앤드 오브 워,Снайпер: Оружие возмездия,(2009),,,['87%'],['드라마'],['2시간 57분'],['Aleksandr Efremov'],"['Dmitriy Pevtsov', 'Mariya Mironova', 'Alina Sergeeva', 'Vladas Bagdonas', 'Aleksandr Efremov', 'Joachim Paul Assböck', 'Paweł Deląg', 'Pavel Harlanchuk', 'Sergey Belyaev', ""Mikhail Es'man"", 'Ivan Matskevich', 'Anna Hitrik', 'Oleg Tkachev', 'Aleksey Senchilo', 'Valeriy Zelenskiy']","2차 세계 대전, 소련과 독일 저격수가 서로의 개인적인 불화로 인해 전쟁을 일으키고, 그 이후에도 그들의 적대감은 사그라들 기미가 보이지 않는다. 나치 로켓 과학자는 연구를 진행시키고 비밀리에 조직된 '야신 대위'가 이끄는 소련의 저격수 부대가 숨겨진 나치 로켓 연구 문서와 로켓 추진 시스템을 찾기 위해 모스크바에서 도착한다. 한편 소련 저격수들의 도착 장소에는 독일의 명사수 '함머볼' 이 잠복하고 있는데...",https://images.justwatch.com/poster/251813462/s276/seunaipeo-aendeu-obeu-weo.webp,"[('Naver Store', ['₩4,500', 'HD'])]"
므이,,(2007),"[('Watcha', ['정액제', 'HD'])]",,"['62%', '5.8']","['공포 , 스릴러 , 드라마 , 역사']",['1시간 33분'],['Kim Tae-kyung'],"['Jo An', 'Cha Ye-ryun', 'Lee In', 'Hong So-hee', 'Anh Thư', 'Bình Minh', 'Hồng Ánh']","새로운 소재를 찾지 못해 고민하던 소설가 윤희는, 베트남에 있는 친구 서연으로부터 흥미로운 '므이'의 전설을 듣게 된다. 한동안 연락이 두절되었던 서연으로부터 들은 '므이'의 기묘한 전설과 비밀은 단번에 윤희의 마음을 사로 잡지만 왠지 모르게 서연을 만나러 가야 된다는 부담이 윤희를 망설이게 한다. 그러나, 서연이 계속적으로 보내오는 초상화에 대한 자료들은 결국 윤희의 마음을 뒤흔들고, 100여년 전부터 전해 내려오는 초상화의 비밀을 찾아, 오랫동안 만나지 못했던 친구 서연의 초대에 응하기 위해 베트남으로 항하게 되는데… 베트남에 도착한 윤희는 예전과 달리 화려하게 변한 서연의 모습에 적잖이 놀라지만, 오히려 서연은 당황하는 윤희를 반갑게 맞이한다. 그럴수록 과거 서연과의 서먹한 관계로 인해 어색하기만 한 윤희는 비밀의 초상화 므이의 자료수집에 더욱 집착하게 된다. 그러나 서연과 함께 '므이'의 비밀을 하나 둘씩 파헤칠수록 점점 주변의 상황은 이상하게 변하고 서연에게도 왠지 모를 사건들이 생긴다. 이제 그토록 윤희를 사로잡은 이국적인 베트남은 끔찍한 곳으로 변하고 초상화 '므이'의 비밀은 점점 미궁 속으로 빠져들게 되는데…",https://images.justwatch.com/poster/189558641/s276/meui.webp,"[('Naver Store', ['₩1,200', 'HD'])]"
가문의 영광 2 - 가문의 위기,가문의 위기,(2005),"[('Netflix', ['정액제', 'HD']), ('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,200', 'HD']), ('Naver Store', ['₩1,200', 'HD'])]","['62%', '5.9']","['범죄 , 액션 , 로맨스 , 코미디']",['1시간 55분'],['Jeong Yong-ki'],"['Kim Su-mi', 'Kim Won-hee', 'Shin Hyun-joon', 'Tak Jae-hoon', 'Gong Hyung-jin', 'Kim Hyo-jin', 'Jung Ho-bin', 'Lim Hyung-jun', 'Hyun Young', 'Jung Joon-ho', 'Shin Yi', 'Jeong Jun-ha', 'Kim Hae-gon', 'Baek Seol Ah']","최고 명문家 백호파의 대모 홍덕자 여사! 조직은 조직대로 무럭무럭 크고, 슬하의 세 아들은 나름(?) 믿음직하다. 그러나 반드시 이룩해야 할 단 하나의 과제가 남아 있었으니, 가문의 체질개선을 위한 ‘엘리트 며느리’ 모시기!! ‘홍여사’는 세 아들에게 자신의 환갑잔치 때까지 무조건 큰 며느리감을 데려오라는 명령을 내린다. 며느리감 물색에 나선 세 아들, 드디어 어디 내놔도 안 부끄러울 며느리 감을 발견했단다!! 근데 며느리 될 아이가 강력계 검사라고라고라? 가문의 영광을 이루려다 가문이 위태롭게 생겼다~! 과연 홍여사와 세 아들은 엘리트 며느리 모시기에 성공할 수 있을 것인가?",https://images.justwatch.com/poster/10394399/s276/marrying-the-mafia-ii.webp,"[('Naver Store', ['₩5,500', 'HD'])]"
키친,,(2009),,"[('wavve', ['₩1,540', 'HD']), ('Naver Store', ['₩1,540', 'HD'])]","['63%', '5.9']","['드라마 , 로맨스']",['1시간 42분'],['Hong Ji-young'],"['Shin Min-a', 'Kim Tae-woo', 'Ju Ji-hoon', 'Jeon Hye-jin', 'Pang Eun-jin', 'Kim Ho-won', 'Yangsan Store Student Couple']","사랑스런 그녀,누구나 사랑할 수 밖에 없는 달콤한 악마, 모래(신민아). 어렸을 때부터 늘 곁에 있어 마치 공기와도 같은 상인 형. 형이 없었다면 지금의 나도 없었을 지 모른다. 첫 번째 결혼기념일. 형의 선물을 사러 간 갤러리에서 나 자신 조차도 믿을 수 없는 경험을 하게 된다. 이성이 마비되고 심장이 터질 것 같은 이 느낌을 무어라 말할 수 있을까. 자유로운 영혼, 사랑 앞에 거침없이 돌진하는 남자, 두레(주지훈). 프랑스에서 상인 형을 만난 것도, 레스토랑 오픈을 위해 형이 나를 이곳으로 부른 것도 이미 정해져 있던 운명의 수순이었는지 모른다. 한낮의 눈부신 햇빛과도 같은 그녀는 내 눈을 멀게 하고 내 심장을 멈추게 했다. 한국에서의 첫 보금자리, 놀랍게도 그곳에서 그녀를 다시 만났다. 모든 여자들의 로망, 완벽한 조건에 자상한 매력까지 겸비한 남자, 상인(김태우). 요리사의 꿈을 위해 잘 나가던 펀드매니저를 그만뒀다. 망설임 없는 결정을 내릴 수 있었던 건 언제나 나를 위해 환하게 웃어주는 모래가 내 곁에 있기 때문이다. 모래는 내게 모든 걸 가능하게 하고 동시에 모든 걸 불가능하게 한다. 두 남자와 한 여자가 한 키친을 공유하기 시작했다. 그들이 보여주는 달콤 쌉싸름한 시크릿 로맨스가 지금부터 펼쳐진다.",https://images.justwatch.com/poster/193809223/s276/the-naked-kitchen.webp,"[('wavve', ['₩6,050', 'HD']), ('Naver Store', ['₩6,050', 'HD'])]"
사과,,(2008),,"[('wavve', ['₩1,000', 'HD'])]","['71%', '6.5']",['드라마'],['1시간 58분'],['Kang Yi-kwan'],"['Moon So-ri', 'Kim Tae-woo', 'Lee Sun-kyun', 'Ju Jin-mo', 'Kang Rae-yeon', 'Kim Hyun-ju', 'Park Mi-hyeon', 'Choi Moo-seong', 'Kim Hye-ok', 'Choi Jung-in', 'Kim Dong-wook']","사랑, 다 안다는 착각! 7년 사귄 남자에게 7초만에 차였다! “그래 오늘은 그만 만나고, 내일 다시 만나자!”",https://images.justwatch.com/poster/138680865/s276/sa-kwa.webp,"[('Naver Store', ['₩500'])]"
내가 정말 미소짓고 있었을까,To See If I'm Smiling,(2007),"[('Watcha', ['정액제', 'HD']), ('DOCSVILLE', ['정액제'])]",,"['83%', '7.6']",['다큐멘터리'],['59min'],['Tamar Yarom'],['Denis Kacenga'],영화는 이스라엘 여성 군인들이 가자 지구와 웨스트뱅크에 주둔했을 때 겪었던 도덕적 갈등과 팔레스타인 주민들과의 만남을 되새긴다. 그들은 18세의 어린 나이에 자신에게 주어졌던 권력에 대해 비판적인 논조로 회고한다.,https://images.justwatch.com/poster/138964759/s276/naega-jeongmal-misojisgo-isseosseulgga.webp,
쉬즈 더 원,非诚勿扰,(2008),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]",,"['72%', '6.8 (3k)']","['드라마 , 코미디 , 로맨스']",['2시간 10분'],['Feng Xiaogang'],"['Ge You', 'Shu Qi', 'Fan Wei', 'Alex Fong', 'Vivian Hsu', 'Hu Ke', 'Luo Haiqiong', 'Che Xiao', 'Feng Yuanzheng', 'He Jiayi', 'Gong Xinliang', 'Wu Yicong']","젊고 아름다운 스튜어디스 '소소'(서기)는 힘든 연애로 매일 같이 고민에 휩싸여 있다. 그 남자와 끝을 맺고 싶지만, 함께 보낸 시간과 미련 때문에 선뜻 결정을 내리지 못하는데.. 그러던 어느 날 그녀는 조금은 엉뚱한 공개 구혼 광고를 보고 한 남자를 만나 보기로 결정한다. 그 남자는 다름 아닌 ‘분쟁제로기’라는 희한한 발명품으로 하루 아침에 백만장자가 된 '진분'(게유). 처음엔 그에게 별 호감을 느끼지 못했던 소소, 그러나 우연한 만남이 잦아질수록 그녀는 점점 마음이 흔들리는 것을 느끼게 되는데… 줄거리 2. 해외 유학파인 ‘친펀’은 자신이 발명한 물건이 벤처투자자에게 고가로 팔리면서 하루 아침에 부자가 된다. 노총각이었던 그는 전 재산을 걸고 구혼광고를 내고 각양각색의 여자들이 몰려들기 시작한다. 그 여자들 속에서 친펀은 자신의 이상형에 들어맞는 아름다운 여인 ‘양소소’를 만나게 되지만 그녀에게는 이미 유부남 애인이 있는데…. 어떻게 하면 어렵게 찾은 그녀의 마음을 얻을 수 있을까?",https://images.justwatch.com/poster/64100149/s276/if-you-are-the-one.webp,
사랑할 때 이야기하는 것들,,(2006),"[('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,540', 'HD']), ('Naver Store', ['₩1,540', 'HD'])]","['61%', '5.9']",['로맨스'],['1시간 54분'],['Byun Seung-wook'],"['Han Suk-kyu', 'Kim Ji-soo', 'Lee Han-wi', 'Jung Hye-sun', 'Kim Sung-nyeo', 'Choi Cheol-ho', 'Yoon Ga-hyun']","사랑을 못하는 남자, 사랑을 안하는 여자. 친절한 동네 약사 ‘인구(한석규)’. 형만 빼면 직업도 좋고 성격도 좋은 썩 괜찮은 남자. 그러나 정신지체를 앓고 있는 형 때문에 결혼은 언제나 뒷전이다. 그런 인구의 동네에 동대문 짝퉁 디자이너 ‘혜란(김지수)’이 이사 온다. 얼굴도 예쁘고 스타일도 좋지만, 돌아가신 아버지가 남긴 빚 때문에 억척스럽게 살다 보니 연애는 고사하고 성격마저 까칠해졌다. 수면제 좀 주시면 안돼요? 잠이 안 오시면 술을 한잔 하시던가. 옛 여자친구의 결혼소식에 마음이 착잡해져 맥주를 마시던 인구. 그런 그의 약국에 혜란이 수면제를 사기 위해 찾아온다. 수면제 대신 맥주 한 캔을 내미는 인구. 두 사람은 맥주를 나눠 마시며 서로에게 호감을 느끼게 된다. 열병 같은 사랑은 아니지만 결코 가볍지도 않은 연애의 시작. 여기까지만 하죠, 우리 영화도 보고 여행도 다니면서 함께 웃을 일이 생긴 두 사람. 그러나 사랑의 마음이 커질수록 현실의 짐도 커져만 간다. 그러다 어머니의 갑작스런 죽음으로 형을 혼자 책임지게 된 인구와, 임신한 여동생이 애를 지우고 결혼을 포기하려는 상황에 처한 혜란은 어렵게 시작한 사랑을 그만 포기하려 하는데... 사연 많은 그 남자와 그 여자. 그들의 사랑은 이루어 질 수 있을까?",https://images.justwatch.com/poster/138742521/s276/solace.webp,"[('wavve', ['₩6,050', 'HD']), ('Naver Store', ['₩6,050', 'HD'])]"
무용,无用,(2007),"[('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,000', 'HD'])]","['68%', '6.6']",['다큐멘터리'],['1시간 20분'],['Jia Zhangke'],['Ma Ke'],"덥고 습기 찬 날의 광동: 의류공장, 여자들은 천둥같이 시끄러운 재봉틀 소음 속에서 묵묵히 일한다. 만들어진 옷들은 곧 그들이 알지 못하는 낯선 고객들에게 실려 갈 것이다. 마치 작업라인을 가득 매운 사람들의 흐린 미래처럼. 바람이 많이 부는 파리: 중국 디자이너인 마케는 2007F/W 컬렉션에 새로운 브랜드 ‘무용’을 선보이기 위한 준비로 바쁘다. 그녀는 자신의 컬렉션을 자연과 시간이 자취를 남기는 땅에서 찾으려고 한다. 현재 중국을 대표하는 디자이너로 평가 받는 마케는 수공업제품들을 중요시 여기며, 작업라인에 의한 대량 생산을 혐오하고 그러한 패션 또한 반대하는 디자이너이다. 먼지로 뒤덮인 산샤 지방의 분양: 작은 양장점, 지역의 광부들은 옷을 수선하고 일상의 소소한 이야기도 나누기 위해 수시로 이곳을 드나든다. 어두운 밤, 광부들의 램프와 그들의 담뱃불은 외로워 보인다.",https://images.justwatch.com/poster/207190199/s276/useless.webp,"[('Naver Store', ['₩1,000'])]"
전설의 고향,,(2007),"[('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩2,500', 'HD'])]","['62%', '5.6']","['공포 , 스릴러 , 드라마 , 역사']",['1시간 37분'],['Kim Ji-Hwan'],"['Park Shin-hye', 'Jae Hee', 'Park Myung-shin', 'Ahn Mi-na', 'Yang Geum-seok', 'Yang Jin-Woo', 'Kim Bo-ra']","고요한 호수를 흔드는 어린 자매의 비명이 울려퍼진다. 빠진 것은 둘이었으나, 살아나온 것은 언니뿐. 한날 한시에 태어나 똑같은 얼굴로 살아온 쌍둥이자매의 운명은 이렇게 어긋난다. 십년 후, 어스름한 안개 깊은 곳에서 처녀의 흐느낌이 들려오던 밤에 한 선비가 죽임을 당한다. 우연이었을까… 바로 그날 십년 동안 잠들어있던 쌍둥이언니가 깨어난다. 아니, 십년을 기다려온 죽은 동생이 돌아온 것일지도! 똑같이 아름다웠던 자매의 얼굴이 두 모습으로 깨어난 날부터 마을의 비극이 시작되고, 조선시대의 한 평화로운 마을은 도저히 사람의 짓이라 상상할 수 없는 죽음의 행렬을 목도하게 된다. 흰 소복, 바닥까지 끌리는 젖은 머리카락, 창백한 눈빛을 한 그녀의 흔적은 살아있는 사람들을 공포로 몰아넣는데…",https://images.justwatch.com/poster/243043426/s276/the-evil-twin.webp,"[('Naver Store', ['₩1,200', 'HD'])]"
4교시 추리영역,,(2009),,"[('wavve', ['₩1,200', 'HD'])]","['68%', '6.0']","['공포 , 스릴러 , 액션 , 범죄 , 드라마']",['1시간 26분'],['Sang-yong Lee'],"['Yoo Seung-ho', 'Kang So-ra', 'Sang-geun Jo', 'Jeong Seok-yong', 'Jeon Jun-hong', 'Rie Young-zin', 'Kim Dong-beom', 'Jo Yun-hei', 'Lee Chan-ho', 'Jung Young-ki', 'Crazy', 'Student in grade 2 class 5', 'Virtual Criminal']","전국 1등을 놓치지 않는 명석한 두뇌와 준수한 외모를 두루 갖춘 이른바 엄친아, 정훈! 어느 4교시 체육시간, 빈 교실을 지키던 중 평소 앙숙처럼 지내던 태규가 무참히 죽어있는 것을 발견한다! 사건의 정황, 그 전의 목격자, 동기 등 모든 것을 살펴봤을 때 살인사건의 유일한 용의자는 정훈 바로 그 자신일 수밖에 없는 절체절명의 위기에 직면하는데!!",https://images.justwatch.com/poster/173498858/s276/4th-period-mystery.webp,"[('Naver Store', ['₩1,200', 'HD'])]"
싸움,,(2007),"[('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,540', 'HD']), ('Naver Store', ['₩1,540', 'HD'])]","['64%', '5.9']","['로맨스 , 코미디 , 액션']",['1시간 42분'],['Han Ji-seung'],"['Sol Kyung-gu', 'Kim Tae-hee', 'Seo Tae-hwa', 'Jeon Soo-kyung', 'Kang Hye-ryeon', 'Kim Tae-wan', 'Im Ha-ryong']","헤아릴 수 없는 수많은 작품과 장르를 넘나들며 명실공히 대한민국 대표 배우로 자리잡은 설경구. 미소가 아름다운 배우 김태희. 이들이 영화 에서 만나 남녀상쟁지사(男女相爭之事)를 그리며 진정한 ‘싸움내공’ 대결을 펼친다. 그런데… 그, 그녀 뭔가 이상하다. 찌릿찌릿 카리스마의 대명사 설경구는 여자 마음을 눈꼽만큼도 헤아리지 못하는 대한민국 No.1 소심남으로, 나폴나폴 여성스러움의 상징 김태희는 거침없이 ‘버럭’대는 대한민국 No.1 까칠녀로 180도 변신해 끝을 알 수 없는 싸움을 시작하는 것! ‘눈에 뵈는 것 없이’ 무지막지하게 들이대는 김태희와 화를 자초하며 쪼잔하게 대응하는 설경구. 파격적인 이미지 변신을 감행한 이들의 이색 조합이 보여줄 역대 최고의 싸움 대결은 2007년 12월 13일, 관객들에게 세상에서 제일 재미있는 구경거리를 선사할 것이다.",https://images.justwatch.com/poster/173896783/s276/venus-and-mars.webp,"[('wavve', ['₩6,050', 'HD']), ('Naver Store', ['₩6,050', 'HD'])]"
우리 생애 최고의 순간,,(2008),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,000', 'HD'])]","['71%', '6.5']","['드라마 , 스포츠']",['2시간 0분'],['Yim Soon-rye'],"['Moon So-ri', 'Kim Jung-eun', 'Uhm Tae-woong', 'Kim Ji-young', 'Cho Eun-ji', 'Cha Min-jee', 'Park Won-sang', 'Jeong Seok-yong', 'Ha Jung-woo', 'Sung Ji-ru', 'Lee Bong-gyu', 'Na Hyun', 'Lee Dae-jin', 'Jo Young-jin', 'Nam Gung', 'Lee Mi-do', 'Choi Wook', 'Jeong Se-hyeong', 'Kim Kang-Min', 'Kim Jong Eon']","대한민국 올림픽 2연패의 주역인 최고의 핸드볼 선수 미숙(문소리 분). 그러나 온 몸을 바쳐 뛴 소속팀이 해체되자, 그녀는 인생의 전부였던 핸드볼을 접고 생계를 위해 대형 마트에서 일하게 된다. 이때 일본 프로팀의 잘나가는 감독으로 활약하고 있던 혜경(김정은 분)은 위기에 처한 한국 국가대표팀의 감독대행으로 귀국한다. 팀의 전력을 보강하기 위해 그녀는 자신의 오랜 동료이자 라이벌인 미숙을 비롯한 과거의 영광을 재현할 노장 선수들을 하나 둘 불러모은다. 혜경은 초반부터 강도 높은 훈련으로 전력 강화에 힘쓰지만 그녀의 독선적인 스타일은 개성 강한 신진 선수들과 불화를 야기하고 급기야 노장 선수들과 신진 선수들간의 몸싸움으로까지 번진다. 이에 협회위원장은 선수들과의 불화와 여자라는 점을 문제 삼아 혜경을 감독대행에서 경질시키고 세계적인 스타 플레이어 안승필(엄태웅 분)을 신임 감독으로 임명한다. 무엇보다 자존심이 중요했던 혜경이지만, 미숙의 만류와 일본으로 돌아갈 수도 없는 상황에서 감독이 아닌 선수로 팀에 복귀해 명예 회복에 나선다....",https://images.justwatch.com/poster/179590011/s276/forever-the-moment.webp,"[('Naver Store', ['₩1,000', 'HD'])]"
랑아,狼牙,(2008),"[('wavve', ['정액제', 'HD'])]",,"['68%', '6.1 (1k)']","['액션 , 범죄 , 스릴러 , 로맨스']",['1시간 29분'],['Wu Jing'],"['Wu Jing', 'Celina Jade', 'Kara Hui', 'Lam Suet', 'Tenky Tin Kai-Man', 'Sammy Leung', 'Hui Siu-Hung', 'Ronald Cheng', 'Kou Zhan Wen', 'Noriko Aoyama', 'Alex Fong Lik-Sun', 'Mark Cheng', 'Ken Lo', 'Zhang Chi', 'Dang Shan-Peng', 'Tako Chan Tat-Kwong']","홍콩 외곽의 한적한 섬에 근무 중인 여경관 홀리는 우연히 방랑자 브루스의 도움으로 수배중인 네 명의 범법자를 검거하는 전과를 올리고 동료들의 부러움을 한 몸에 받는다. 홀리의 동료들은 낯선 이방인인 브루스에게 친절을 베풀고, 그를 친구로서 대한다. 하지만, 조용하던 섬마을에 머리가 잘린 거대 범죄조직의 두목 시신이 발견 되고, 섬으로 밀어 닥친 범죄조직 조직원들은 브루스를 찾는데 혈안이 되어 있다. 이들을 피해 섬 밖으로의 탈출을 시도 하던 브루스는 홀리를 인질로 잡고 섬마을의 평화를 위협하는 범죄 조직과 자신의 과거와 복수에 관한 진실을 되새기며 일당백의 전쟁을 준비하는데…",https://images.justwatch.com/poster/198931469/s276/long-nga.webp,"[('Naver Store', ['₩1,000'])]"
물 좀 주소,,(2009),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,200', 'HD'])]",[],"['코미디 , 드라마 , 로맨스']",['1시간 41분'],,"['Lee Du-il', 'Ryu Hyun-kyung', 'Son Byung-ho', 'Park Myung-shin']","억대연봉 추심왕을 꿈꾸지만 자신도 빚에 쫓기는 신세인 창식과 스물 두 살의 나이로 혼자 아이를 키우는 채무자 곽선주, 부도로 전 재산을 잃었지만 결혼을 앞둔 딸을 위해 집 한 채만큼은 뺏기지 않으려 발버둥치는 우리 시대의 슬픈 아버지 조을상, 지방대 졸업 후 계속해서 취업에 실패하고 스피드 머니 컨설팅에 입사한 사회 초년병 심수교 등이 펼치는 리얼 코미디. 2008 전주국제영화제, 2008 상하이국제영화제 - Asia New Talent Award 최우수 감독상",https://images.justwatch.com/poster/80261750/s276/mul-jom-juso.webp,"[('Naver Store', ['₩500', 'HD'])]"
이태원 살인사건,,(2009),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,000', 'HD'])]","['66%', '6.2']","['스릴러 , 범죄 , 드라마']",['1시간 39분'],['Hong Ki-seon'],"['Jung Jin-young', 'Jang Keun-suk', 'Shin Seung-hwan', 'Oh Gwang-rok', 'Ko Chang-seok', 'Song Joong-ki', 'Choi Il-hwa', 'Jin Kyung', 'Lee Eung-jae', 'Kim Joong-ki', 'Song Young-chang', 'Park Seo-yeon']","국적 불명의 영어 간판과 사람들이 뒤섞여 있는 이태원의 어느 햄버거 가게에서 끔찍한 살인 사건이 일어난다. H대 휴학생 조중필이 화장실에서 가슴과 목 등 9군데를 칼에 찔려 참혹히 살해당한 것. 현장에 있던 혼혈인 피어슨과 재미교포 알렉스가 사건의 목격자이자 유력한 용의자로 지목된다. 사건을 담당하게 된 박 검사는 용의자 심문을 하던 중, 미육군범죄수사대가 1차 지목한 범인인 피어슨이 오히려 신빙성 있는 증거를 진술하자 갈등한다. 결국 박 검사가 정황에 따라 알렉스를 범인으로 기소하려 하자, 알렉스의 아버지는 검사 출신 변호사를 고용해 아들의 무죄를 입증하려고 한다.",https://images.justwatch.com/poster/242913984/s276/itaeweon-salinsageon.webp,"[('Naver Store', ['₩1,000', 'HD'])]"
어둠의 아이들,闇の子供たち,(2008),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩2,200', 'HD'])]","['67%', '6.5']","['드라마 , 범죄 , 스릴러']",['2시간 18분'],['Junji Sakamoto'],"['Aoi Miyazaki', 'Yosuke Eguchi', 'Satoshi Tsumabuki', 'Koichi Sato', 'Kosuke Toyohara', 'Sawa Suzuki']","A Middle-aged Japanese ex-pat journalist investigates child organ trafficking in Thailand and he uncovers a sinister network. In the darkest corners of Thailand, child prostitution and organ sales flourish. In order to save a child's life, another life must be taken. An outraged Japanese journalist and a passionate young Japanese NGO member attempt to save ""children of the dark"" from being consumed by arrogance and greed. However, the harsh realities of life intervene... Adapting Yan Sogil's book, which unflinchingly portrays the tragic realities unfolding today, filmmaker Junji Sakamoto directs a talented multinational cast to bring these stark events to life.",https://images.justwatch.com/poster/138975501/s276/eodumyi-aideul.webp,
