제목,원제,개봉일,스트리밍,대여,평점,장르,재생 시간,감독,출연진,시놉시스,이미지,구매
100 피트,100 Feet,(2008),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,200', 'HD'])]","['61%', '5.5 (12k)']","['스릴러 , 공포']",['1시간 45분'],['Eric Red'],"['Famke Janssen', 'Bobby Cannavale', 'Ed Westwick', 'Michael Paré', 'Patricia Charbonneau', 'John Fallon', 'Kevin Geer', 'Tibor Pálffy', 'Kembe Sorel', 'Evelyne Kandech', 'Ken Kelsch', 'Jonathan Sanger', 'Eric Walkuski']",살고 싶다면 벗어나라...,https://images.justwatch.com/poster/178851834/s276/100-feet.webp,"[('Naver Store', ['₩500'])]"
오래된 정원,,(2006),"[('Watcha', ['정액제', 'HD'])]",,"['70%', '6.6']","['드라마 , 로맨스 , 역사']",['1시간 52분'],['Im Sang-soo'],"['Ji Jin-hee', 'Yum Jung-ah', 'Kim Yu-ri', 'Yoon Hee-seok', 'Lee Eun-sung', 'Youn Yuh-jung', 'Ban Hyo-jung', 'Park Hyun-young', 'Kim Eung-soo', 'Kim Byung-ok', 'Jo Sang-geon', 'Lee Jae-gu', 'Jung Jin-Gak', 'Kim Ji-young', 'Lee Do-hyun']","80년대 군부독재에 반대하다가 젊음을 온통 감옥에서 보낸 현우(지진희 분). 17년이 지난 눈 내리는 어느 겨울, 교도소를 나선다. 변해 버린 가족과 서울풍경, 핸드폰이란 물건까지, 모든 것이 그에게는 낯설기만 하다. 단 한 사람, 감옥에 있던 17년 동안 한번도 만나지 못했던 지갑 속 사진의 얼굴만이 익숙하게 다가온다. 잊을 수 없는 그 얼굴, 바로 한윤희(염정아 분)다. 며칠 후, 현우의 어머니는 그에게 한윤희의 편지를 건넨다. ""소식 들었니? 한선생, 죽었어."" 1980년, 도피생활을 하던 현우는 그를 숨겨줄 사람으로 한윤희를 소개받는다. 윤희는 첫눈에 봐도 당차고 씩씩하다. 자신은 운동권이 아니라고 미리 선언하지만, 사회주의자라는 현우의 말에 ""아... 그러세요? 어서 씻기나 하세요, 사회주의자 아저씨!"" 라며 웃는다. 현우는 그런 윤희와의 갈뫼에서의 생활에, 마치 딴 세상에 온 듯 한 평화로움을 느낀다. 그렇게 6개월이 지난 후, 동료들이 모두 붙잡혔다는 서울 소식에 갈등하던 현우는 갈뫼를 떠날 결심을 한다. 그리고 윤희는 그를 잡고 싶지만 잡을 수가 없다. 그렇게 그들은 헤어지고 17년이 흐른다. 다시 현재...그는 그들의 오래된 정원을 찾을 수 있을까? 윤희의 흔적이 고스란히 남겨져 있는 갈뫼를 다시 찾은 현우. 그는 윤희가 그에게 남긴 일기와 그림을 찾으며 17년 전의 과거로 빠져든다. 과연, 그는 그곳에서 그토록 꿈꾸었던 그들의 오래된 정원을 찾을 수 있을까?",https://images.justwatch.com/poster/11970637/s276/the-old-garden.webp,"[('Naver Store', ['₩1,000', 'HD'])]"
겁나는 여친의 완벽한 비밀,My Super Ex-Girlfriend,(2006),"[('Watcha', ['정액제', 'HD'])]",,"['57%', '5.1 (63k)']","['SF , 코미디 , 로맨스']",['1시간 35분'],['Ivan Reitman'],"['Uma Thurman', 'Luke Wilson', 'Anna Faris', 'Eddie Izzard', 'Rainn Wilson', 'Stelio Savante', 'John Smith', 'Wanda Sykes', 'Margaret Anne Florence', 'Catherine Reitman', 'Tara Thompson', 'Angel Sing', 'Michael Iorio', 'Mark Consuelos', 'Kevin Townley', 'Eva Veronika', 'Lou Bonacki', 'Jeff Norris', 'Greg Northrop', 'Fallon Brooking', 'Richard Brevard', 'Ron Moreno', 'Peter Patrikios', 'Lillian Lynn', 'Traver Rains', 'Richie Rich', 'Emily Girvin', 'Abraham Sparrow', 'Clem Cheung', 'Clint Chin', 'Ben Wang', 'Tara DiGiore', 'Tiffany Haupt']","엽기, 황당, 다혈질 슈퍼걸! 그녀 이름은 G- girl (Great-Girl)!! “나에게도 봄날이 왔어요~”",https://images.justwatch.com/poster/18765838/s276/my-super-ex-girlfriend.webp,"[('wavve', ['₩5,500', 'HD']), ('Naver Store', ['₩5,500', 'HD'])]"
문프린세스: 문에이커의 비밀,The Secret of Moonacre,(2008),"[('Watcha', ['정액제', 'HD'])]",,"['69%', '6.1 (9k)']","['SF , 판타지 , 가족 , 로맨스 , Made in Europe']",['1시간 39분'],['Gábor Csupó'],"['Ioan Gruffudd', 'Dakota Blue Richards', 'Tim Curry', 'Augustus Prew', 'Natascha McElhone', 'Juliet Stevenson', 'Tamás Tóth', 'György Szathmári', 'George Mendel', 'Michael Webber', 'Szabolcs Csák', 'Lurko', 'Zoltán Markovits', 'Marcell Tóth', 'Zoltán Barabás Kis']","아버지의 죽음 이후 ‘마리아’(다코타 블루 리차드)는 비밀로 가득한 문에이커 저택에 살게 된다. 그 곳에서 우연히 신비한 마법으로 가득한 달빛 세상으로 들어가게 된 그녀는 5천 번째 달이 뜨는 밤, 세상을 파멸로부터 구할 ‘문프린세스’의 전설에 대해 알게 된다. 그리고 마침내 예언의 5천 번째 달이 뜨는 밤이 찾아오고, ‘마리아’는 세상의 멸망을 막기 위해선 ‘달의 진주’를 찾아야 한다는 것을 알게 된다. 과연 그녀는 ‘블랙 맨’들의 추적을 피해 무사히 ‘달의 진주’를 찾아낼 수 있을 것인가?",https://images.justwatch.com/poster/86597108/s276/the-secret-of-moonacre.webp,"[('Naver Store', ['₩1,000'])]"
유니버셜 솔저 3: 리제너레이션,Universal Soldier: Regeneration,(2009),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,500', 'HD'])]","['63%', '5.2 (25k)']","['SF , 스릴러 , 범죄 , 액션']",['1시간 37분'],['John Hyams'],"['Jean-Claude Van Damme', 'Dolph Lundgren', 'Andrei Arlovski', 'Mike Pyle', 'Corey Johnson', 'Garry Cooper', 'Emily Joyce', 'Zachary Baharov', 'Aki Avni', 'Kerry Shale', 'Yonko Dimitrov', 'Violeta Markovska', 'Stanislav Pishtalov', 'Marianne Stanicheva', 'John Laskowski', 'Kris Van Damme', 'Franklin A. Vallette', 'Shelly Varod', 'Radina Kardjilova', 'Trayan Milenov-Troy', 'Jon Foo', 'Danko Jordanov', 'Dian Hristov', 'Stephen Chang', 'Dimitar Ilkov', 'Dimiter Doichinov', 'Velizar Peev']","최강 솔져들의 잔인한 전투가 다시 시작된다! 1960년 죽은 병사들을 특수약물로 회생시켜 만든 완벽한 병기인, 유니솔. 20년 후 모든 유니솔을 폐기 처분하라는 명령이 떨어졌지만, 유니솔을 만들어낸 콜린박사에 의해 신형 유니솔이 도난 당하는 사고가 발생한다. 그 이후 체르노빌 원전을 점령한 테러집단에 의해 대통령의 두 자녀가 납치되는 사건이 발생하고, 그 배후에는 도난 당했던 감정도 고통도 없는 살인무기인 신형 유니솔이 있다. 정치범을 석방하지 않으면 원전을 폭파하고 자녀를 살해하겠다는 테러집단에 맞서기 위해 정부는 냉동되어 있던 4대의 초기 모델 유니솔을 투입하지만 결국 모두 전멸하고, 결국 사회적응 치료 중인 마지막 남은 유니솔인 루크(장 끌로드 반담)을 불러오게 되는데...",https://images.justwatch.com/poster/14522038/s276/yunibeosyeol-soljeo-3-rijeneoreisyeon.webp,
분홍신,,(2005),"[('Netflix', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]",,"['67%', '5.8 (2k)']","['공포 , 스릴러']",['1시간 48분'],['Kim Yong-gyun'],"['Kim Hye-soo', 'Kim Sung-su', 'Park Yeon-ah', 'Koh Soo-hee', 'Lee Eol', 'Kim Ji-Eun', 'Sa Hyeon-jin', 'Lee Yong-nyeo', 'Jo Deok-jae', 'Park Hyun-young', 'Seo Jin-won', 'Jeon Hun-tae']","늦은 밤 인적이 드문 지하철 승강장. 누군가의 시선이 머문다. 벤치 귀퉁이에서 유혹의 빛을 뿜어내는 분홍신 을 바라보는 여고생. 자신의 똑딱이 구두를 벗고 그 분홍신에 한 발을 집어넣는 순간, 주체할 수 없는 설레임의 벅찬 한숨이 새어 나온다. 그러나 어느 샌가 다가온 또 다른 여고생. 그녀에게서 분홍신을 빼앗아 들고 홀연히 어둠 속으로 사라진다. 또각 또각 또각…분홍신을 신고 마치 춤을 추듯 어두운 지하도를 걷는 소녀. 어느 순간, 또각 또각 또각…어둠 속에서 또 다른 구두소리가 들리지만 주변에는 아무도 없다. 두려움에 달아나던 소녀, 발목에 참을 수 없는 통증을 느껴 자신의 다리를 내려다 보니 발목이 잘리고 없다. 발목이 잘린 채 피투성이가 되어 죽어버린 소녀. 분홍신의 유혹에 빠진 여자, 선재. 지하철 연결통로에 주인이 없는 듯 놓여진 분홍신을 발견한 여자, 선재(김혜수 분). 분홍신의 매력에 빠져 그 구두를 훔치듯 몰래 주워 들고 그 자리를 떠난다. 선재의 집. 다양한 구두가 촘촘히 쌓인 구두진열장을 지나 욕실로 향한 그녀는 분홍신을 신은 자신의 모습이 비춰진 거울을 도취된 듯 바라본다. 문 밖에는 그녀가 신은 분홍신을 탐내는 눈빛으로 바라보는 그녀의 딸이 있다. 분홍신에 집착하는 선재, 그녀에게서 분홍신을 빼앗으려는 딸, 태수(박연아 분). 두 사람이 떠난 욕실의 거울에는 피 묻은 분홍신을 움켜 쥔 한 소녀의 영상이 남아 있다.",https://images.justwatch.com/poster/256363896/s276/the-red-shoes-2006.webp,"[('Naver Store', ['₩1,000', 'HD'])]"
드림업,Bandslam,(2009),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,500', 'HD'])]","['66%', '6.3 (14k)']","['드라마 , 로맨스 , 가족 , 음악 , 코미디']",['1시간 46분'],['Todd Graff'],"['Aly Michalka', 'Vanessa Hudgens', 'Gaelan Connell', 'Scott Porter', 'Ryan Donowho', 'Charlie Saxton', 'Lisa Kudrow', 'Tim Jo', 'Elvy', 'Lisa Chung', 'J.W. Wright', 'Blair Bomar', 'Casey Williams', 'Maggie Maye', 'Zach Thatcher', 'Derek Cox-Berg', 'Matt Hensarling', 'Cassidy Johnson', 'Landon Henninger', 'Nathan McCray', 'Kai Roach', 'Chris Copeland', 'James Hairston', 'Chance Morgan', 'Matt Moody', 'Marley Whistler', 'Wyatt Adams', 'Farah White', 'Nikka Graff Lanzarone', 'Bobby Bones', 'Jonathan Rice', 'Ryan Ciardo', 'Will Johnson', 'Bryan Chafin', 'Rebecca Petro', 'David Bowie', 'Valin Zamarron', 'Candice Jackson', 'Manjeri Krishna', 'Benjamin Kessler', 'Andrew Glen Rector', 'Juan Lopez', 'Evan Butts', 'Chris Ritchie', 'Aaron Lemke', 'Krystal Morton', 'Todd Graff', 'Julian Riano', 'Joey Olivares', 'Nadia Sahari', 'Joshua Montoya', 'Michael Cuomo']","함량 미달 엄친아, 밴드 매니저가 되다! 엄마 친구조차도 “잰 좀 아니다” 라고 할 정도로 어리숙하고 소심하지만 음악에 대한 애정만은 남부럽지 않은 소년 ‘윌’. 전학 온 첫 날, 전교생이 꿈의 음악대회 ‘밴드슬램’ 개최 소식에 열광하는 사이 엉뚱 4차원 소녀 ‘샘’을 만나고 첫 눈에 호감을 느낀다. 게다가 치어리더 출신의 교내 최고 퀸카 ‘샬롯’과 절친이 되는 행운까지 누리게 된다. 그러던 어느 날, 밴드슬램의 우승을 노리는 엑스 남친이 자신의 밴드를 무시하자 발끈한 ‘샬롯’은 밴드슬램 출전을 선언하고 반 강제로 ‘윌’을 매니저로 지명하는데...",https://images.justwatch.com/poster/80236009/s276/bandslam.webp,"[('Naver Store', ['₩1,200', 'HD'])]"
한나 몬타나: 더 무비,Hannah Montana: The Movie,(2009),"[('Disney Plus', ['정액제', 'HD'])]",,"['64%', '4.6 (41k)']","['코미디 , 드라마 , 가족 , 음악 , 로맨스']",['1시간 42분'],['Peter Chelsom'],"['Miley Cyrus', 'Billy Ray Cyrus', 'Emily Osment', 'Taylor Swift', 'Lucas Till', 'Jason Earles', 'Mitchel Musso', 'Moisés Arias', 'Vanessa Williams', 'Margo Martindale', 'Peter Gunn', 'Melora Hardin', 'Jared Carter', 'Barry Bostwick', 'Beau Billingslea', 'Katrina Smith', 'Emily Grace Reaves', 'Jane Carr', 'John Will Clay', 'Gary LeVox', 'Jay DeMarcus', 'Joe Don Rooney', 'Joshua Childs', 'Rachel Woods', 'Natalia Dyer', 'Tyra Banks', 'Brooke Shields', 'Jerry Foster', 'Adam Gregory', 'Shawn Carter Peterson', 'Jamal Sims', 'D. Todd Hammond', 'Michael Cornacchia', 'Valorie Hubbard', 'Tommy Barnes', 'Gary Schleimer', 'Jaci Cordell', 'Jack Hoke', 'Lisa Darr', 'Paul Perri', 'Mario Carter', 'Amber Hubert', 'Ashley Sundberg', 'Travis Archer', 'Cole S. McKay', 'Ben Hatchell', ""Chris O'Reilly"", 'James Alexander', 'Summer Perry']",마일리 스튜어트라는 이름의 10대 소녀가 록 스타 '한나 몬타나'라는 신분을 숨기고 살아가는 이야기를 다룬 디즈니 채널에서 방영되는 시트콤 의 영화 버전.,https://images.justwatch.com/poster/241782575/s276/hannah-montana-the-movie.webp,"[('Naver Store', ['₩5,500', 'HD'])]"
G-포스: 기니피그 특공대,G-Force,(2009),"[('Disney Plus', ['정액제', 'HD'])]",,"['60%', '5.1 (45k)']","['판타지 , SF , 애니메이션 , 액션 , 코미디 , 가족']",['1시간 28분'],['Hoyt Yeatman'],"['Sam Rockwell', 'Jon Favreau', 'Tracy Morgan', 'Penélope Cruz', 'Nicolas Cage', 'Dee Bradley Baker', 'Bill Nighy', 'Will Arnett', 'Zach Galifianakis', 'Kelli Garner', 'Steve Buscemi', 'Jared Lavette', 'Micah Lavette', 'Niecy Nash', 'Loudon Wainwright III', 'Tyler Patrick Jones', 'Piper Mackenzie Harris', 'Chris Ellis', 'Gabriel Casseus', 'Justin Mentell', 'Troy Robinson', 'Travis Davis', 'James Huang', 'Corey Michael Eubanks', 'Mini Anden', 'Camaron Engels', 'Steve Kelso']","미국 FBI 산하의 비밀 특수 조직. 팀 해체의 위기를 앞두고 G-포스의 대원들은 세계의 안보가 일촉즉발의 위기에 처해있다는 사실을 알고 경악한다. 이에 팀의 리더인 다윈 요원(샘 록웰 분)의 지휘 하에 블래스터(트레이시 모건 분), 후아레즈(페넬로페 크루즈 분)와 정탐병인 파리 무치(디 블래들리 베이커 분), 암호해독 전문가인 두더지 스페클스(니콜라스 케이지 분) 등 위기에 닥친 지구의 운명을 등에 업은 G-포스 대원들이 목숨을 건 대 작전에 돌입한다!",https://images.justwatch.com/poster/184275964/s276/g-force.webp,"[('Naver Store', ['₩5,500', 'HD'])]"
모던 보이,,(2008),"[('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,540', 'HD']), ('Naver Store', ['₩1,540', 'HD'])]","['68%', '6.1']","['로맨스 , 드라마']",['2시간 1분'],['Jung Ji-woo'],"['Park Hae-il', 'Kim Hye-soo', 'Kim Nam-gil', 'Kim Joon-bae', 'Kim Young-jae', 'Shin Goo', 'Do Ji-won', 'Lee Kan-hie', 'Ju Seok-tae', 'Kim Ki-chun', 'Baek Seol Ah', '유키코']","1937년 일제강점기, 조선총독부 1급 서기관 이해명(박해일)은 단짝친구 신스케(김남길)와 함께 놀러 간 비밀구락부에서 댄서로 등장한 여인 조난실(김혜수)에게 첫눈에 매혹된다. 온갖 방법을 동원한 끝에 꿈같은 연애를 시작하지만, 행복도 잠시. 난실이 싸준 도시락이 총독부에서 폭발하고, 그녀는 해명의 집을 털어 흔적도 없이 사라져버리고 만다. 난실을 찾아 경성을 헤매는 해명. 그가 알게 되는 사실은 그녀가 이름도 여럿, 직업도 여럿, 남자마저도 여럿인 정체가 묘연한 여인이라는 것! 밀려드는 위기감 속에서도 그녀를 향한 열망을 멈출 수 없는 해명. 걷잡을 수 없는 역사의 소용돌이 속으로 들어선 그는 또 어떤 놀라운 사건을 만나게 될 것인가!",https://images.justwatch.com/poster/197131612/s276/modern-boy.webp,"[('wavve', ['₩6,050', 'HD']), ('Naver Store', ['₩6,050', 'HD'])]"
어느날 갑자기 두번째 이야기: 네번째 층,,(2006),,"[('wavve', ['₩1,540', 'HD']), ('Naver Store', ['₩1,540', 'HD'])]","['60%', '5.3']",['공포'],['1시간 40분'],['Kwon Ho-young'],"['Kim Seo-hyung', 'Kim You-jung', 'Jo Young-jin', 'Kim Ja-young', 'Han Chang-soo']",여섯 살짜리 딸 주희와 새 오피스텔 5층에 입주한 민영. 단 둘이 조용히 사는데도 윗층이 시끄러워 살 수가 없다는 아랫집 남자 한창수를 비롯해 아파트 주민들의 이상한 행동과 의문의 죽음에 민영은 신경이 쓰인다. 주희도 전에 없던 이상한 행동을 보이고 민영 또한 오피스텔에서 섬찟한 여자와 마주치는 등 이사 후 정신적으로 힘들어지기만 한다. 오피스텔 때문에 주희가 병들고 이상한 일들이 일어난다고 확신한 민영은 스스로 파헤쳐나가기 시작하고…,https://images.justwatch.com/poster/11907579/s276/4-horror-tales-hidden-floor.webp,"[('wavve', ['₩6,050', 'HD']), ('Naver Store', ['₩6,050', 'HD'])]"
데드라인,Deadline,(2009),"[('Watcha', ['정액제', 'HD'])]",,"['55%', '4.6 (5k)']","['공포 , 스릴러 , 드라마']",['1시간 29분'],['Sean McConville'],"['Brittany Murphy', 'Thora Birch', 'Tammy Blanchard', 'Marc Blucas', 'Claudia Troll']","시나리오 작가 앨리스(브리트니 머피)는 조용한 곳에서 각본의 마감일을 맞추기 위해 영화제작자가 빌려준 외곽의 저택에서 혼자 지낸다. 하지만 집으로 들어온 첫 날부터 수상한 일들이 일어나게 되고 집 안에 자신 외에 무언가가 더 있음을 느끼게 된다. 무엇인지는 알 수 없지만 이 집에서 누군가 죽었었고 그 일로 인해 집안에 슬픈 기운이 돌고 있다고 생각한 그녀는 물기에 젖은 누군가의 발자국을 따라 다락방으로 올라가게 되고 전에 이 집에 살던 부부 루시(도라 버치)와 데이빗(마크 블루카스)이 찍어놓은 비디오 테이프를 발견한다. 남편 데이빗이 찍은 영상에는 임신을 한 루시와 그들의 사이 좋은 모습 특히 아내를 많이 사랑하는 듯한 데이빗의 모습이 담겨 있다. 하지만 아내에게 애정이 남다른 데이빗의 행동은 조금씩 도를 지나치게 되고 아내를 의심하는 의처증으로 인해 루시는 위험에 닥치게 된다. 남자친구 벤의 아이를 임신 했었던 앨리스는 의심이 심했던 그가 욕조에 물을 틀어놓고 자신을 그 안에 넣어 죽이려 했었던 바람에 아이를 유산하게 되고 비디오 테이프 속 같은 이유로, 같은 방법으로 고문을 당하는 루시를 보며 큰 동질감을 느낀다. 보이지 않은 나머지 부분의 테이프를 찾기 위해 앨리스는 루시가 입던 옷을 입고 루시처럼 화장을 하는 등 그녀와 같은 모습을 하고 앉아 도움을 주겠으니 자신에게 말을 하라며 루시를 달래려 한다. 마지막 테이프를 찾아 루시가 어떻게 되었는지를 알게 되는 앨리스와 루시 그리고 데이빗, 세 사람이 대면하게 되는데..",https://images.justwatch.com/poster/56835761/s276/dedeurain.webp,"[('Naver Store', ['₩1,200', 'HD'])]"
나의 스캔들,,(2008),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩500', 'HD'])]",[],['로맨스'],['1시간 32분'],['Sin Jeong-gyoon'],"['Seo Rin', 'Lee In', 'Kang Shin-chul', 'Teacher Hong', 'Suk-Bae']","그 녀석과의 재회.. 그리고 시작된 나의 스캔들.. 중학교 시절 교생과 학생의 인연으로 만난, 선아와 현우. 첫사랑 선아에 대한 현우의 그리움은 고등학교까지 이어지고 이들은 조금 더 성숙해진 상태로 해후를 하게 된다. 열아홉 살의 푸릇한 고등학생과 스물일곱 살의 미술교사로 재회한 선아와 현우…… 중학교 시절 그 조그맣고 귀엽기만 하던 작은 아이 현우는 어느 새 훌쩍 커버린 한 남자로 선아에게 다가간다. 선아는 자꾸만 끌리는 현우에게 향한 마음을 다스리려 애쓰지만 막무가내로 다가오는 현우로 인해 갈등하는 선아와 생애 처음으로 찾아온 사랑 앞에 무서울 것도 두려울 것도 없는 현우. 그리고 그렇게 시작된 그들의 사랑…… 막무가내로 다가오는 현우를 바라보는 선아는 현실과 사랑 앞에서 갈등을 하게 되는데, 그런 선생님을 바라보는 현우는 무서울 것도 두려울 것도 없다. 현우와 선아는 결국 그들에게 그어진 선을 넘게 되는데…… 주체할 수 없는 사랑... 그리고 그들 앞에 놓인 현실... 연인으로써 행복한 한 때를 보내는 선아와 현우. 현우는 그들의 사랑 앞에 놓인 모든 장애물을 극복하고자 한다. 그러나 그 장애물은 다름아닌 자신을 위해 많은 것을 희생했던 사촌 형 인준. 이성과 감정, 현실과 사랑, 인준과 현우 사이에서 갈등하는 선아. 그리고 그녀의 선택…",https://images.justwatch.com/poster/138989618/s276/nayi-seukaendeul.webp,"[('Naver Store', ['₩500'])]"
불꽃처럼 나비처럼,,(2009),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,000', 'HD'])]","['68%', '6.2 (1k)']","['드라마 , 역사 , 로맨스 , 액션']",['2시간 4분'],['Kim Yong-gyun'],"['Cho Seung-woo', 'Soo Ae', 'Cheon Ho-jin', 'Sophie Broustal', 'Choi Jae-woong', 'Kim Young-min', 'Koh Soo-hee', 'Lee Joo-sil', 'Yun Yeong-keol', 'Yoon Sul-hee', 'Lee Yong-nyeo']","차가운 궁궐 생활과 시아버지와의 정치적 견해 차이로 하루도 안심할 수 없는 나날들을 보내던 자영은 자객 무명이 지켜주고 있음을 알게 되면서 따뜻함을 느끼게 된다. 하지만, 일본의 외압과 그로부터 조선을 지키기 위한 자영의 외교가 충돌하면서 그녀를 향한 무명의 사랑 또한 광풍의 역사 속으로 휩쓸리게 되는데…",https://images.justwatch.com/poster/242710384/s276/bulggocceoreom-nabiceoreom.webp,"[('Naver Store', ['₩1,000', 'HD'])]"
미스터 소크라테스,,(2005),"[('Netflix', ['정액제', 'HD']), ('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,200', 'HD'])]","['66%', '6.3']","['범죄 , 액션']",['1시간 49분'],['Choi Jin-Won'],"['Kim Rae-won', 'Kang Shin-il', 'Lee Jong-hyuk', 'Yoon Tae-young', 'Heo Jung-min', 'Park Sung-woong']",돈도 떨어지고 해서 그나마 만만한 꼰대를 찾아갔더니 되려 영치금이나 넣어달라고 시덥잖은 소리를 해댄다. 당장 쓸 돈도 없는데 영치금이라니... 동필이 잘 봐주라는 잔소리에 귓구멍 후비며 돌아오는데 친구새끼한테 전화가 온다. 일 터졌다고 빨리 와서 도와달란다. 빙고! 이 놈이 있었지~! 당분간 살 돈은 땡겼군. 근데... 어라? 가보니 이거 장난이 아니다. 이 새끼가 지 혼자 누굴 죽이고 울고불고 난리 치는데... 아무리 우발적이라고 해도 이런 건 그냥 넘어갈 수가 있나. 잘 처리해주겠다고 안심시키고 밖으로 나와 핸드폰을 켜고 112를 눌렀다. “여기 살인사건이 났는데요.. 범인은 그냥 현장에 있는 것 같아요.. 빨리 오세요...” 퍽! 눈을 떠보니 낯선 곳이다. 웬 등빨 좋은 놈들이 날 동물원의 원숭이 보듯 둘러싸고 있다. 그리고 자꾸 이상한 질문을 해 댄다. 뭐? 테스트 통과라고? 이게 먼 소리야! 엉? 잠깐... 지금 날 여기 가둬놓고 뭘 하겠다고? 날 키우겠다고?!,https://images.justwatch.com/poster/148593489/s276/mr-socrates.webp,
여대생 기숙사,Sorority Row,(2009),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,500', 'HD'])]","['60%', '5.2 (30k)']",['공포'],['1시간 41분'],['Stewart Hendler'],"['Briana Evigan', 'Leah Pipes', 'Rumer Willis', 'Jamie Chung', 'Audrina Patridge', 'Julian Morris', 'Margo Harshman', 'Carrie Fisher', ""Matt O'Leary"", 'Maxx Hennard', 'Matt Lanter', 'Rick Applegate', 'Debra Gordon', ""Caroline D'Amore"", 'Adam Berry', 'Nikki Moore', 'Deja Kreutzberg', 'Justine Wachsberger', 'Teri Andrzejewski', 'Robert Belushi', 'Marie Blanchard', 'Ken Bolden', 'Megan Wolfley', 'Zack Garrett', 'J. Matthew Miller', 'Ashtin Petrella', 'Melissa Lukon', 'Joe Forgione', 'Kelly Dessoye', 'Katie Woolridge', 'Jeff Krajci', 'Joanna Waldsmith', 'Natalia Dove', 'Justin Tully', 'Chaton Anderson', 'Nayli Russo']","친구 메간이 실종된 후, 1년 만에 열린 졸업 파티 날 처음으로 한자리에 모인 다섯 명의 친구들. 우정의 이름으로 숨겨온 그날의 비밀은 이들을 죽음으로 몰아가는데… 1년 전 사건의 비밀은 무엇인가!",https://images.justwatch.com/poster/213801405/s276/yeodaesaeng-gisugsa.webp,
황후화,滿城盡帶黃金甲,(2006),,"[('wavve', ['₩1,500', 'HD'])]","['75%', '7.0 (43k)']","['판타지 , 스릴러 , 액션 , 드라마 , 역사 , 로맨스']",['1시간 54분'],['Zhang Yimou'],"['Chow Yun-Fat', 'Gong Li', 'Jay Chou', 'Liu Ye', 'Qin Junjie', 'Li Man', 'Ni Dahong', 'Chen Jin', 'Siran Ge']","중국 당나라 말기, 중양절 축제를 앞두고 황금빛 국화가 황궁을 가득 채운다. 황제(주윤발)는 북쪽 국경을 수비하기 위해 떠났던 둘째 아들 원걸 왕자(주걸륜)를 데리고 황후(공리), 세 명의 왕자까지 온 가족이 함께 중양절을 보내기 위해 돌아온다. 오랜만에 황실로 돌아온 원걸 왕자는 불안해 보이는 황후의 건강과 국화에 대한 그녀의 집착에 걱정이 앞선다. 한편 깊어가는 자신의 병색에 황제가 연관되어 있음을 감지한 황후는 원걸 왕자와 중양절의 반란을 계획한다. 드디어 시작된 축제의 밤. 찬란한 달빛을 등지고 국화로 수놓은 황금 갑옷을 입은 십만의 병사들이 황제를 향해 칼을 겨누는데...",https://images.justwatch.com/poster/190235457/s276/hwanghuhwa.webp,
캠프 락,Camp Rock,(2008),"[('Disney Plus', ['정액제', 'HD'])]",,"['65%', '5.2 (32k)']","['드라마 , 코미디 , 로맨스 , 애니메이션 , 가족 , 음악']",['1시간 34분'],['Matthew Diamond'],"['Demi Lovato', 'Joe Jonas', 'Meaghan Jette Martin', 'Maria Canals-Barrera', 'Alyson Stoner', 'Daniel Fathers', 'Anna Maria Perez de Tagle', 'Roshon Fegan', 'Jasmine Richards', 'Julie Brown', 'Jordan Francis', 'Nick Jonas', 'Kevin Jonas', 'Aaryn Doyle', 'Giovanni Spina', 'Edward Jaunz', 'Jennifer Ricci', 'Judy Kovacs', 'Sarah Francis', 'Anjelica Scannura', 'Nikki Shah', 'Kathryn Ballantine', 'Stefanie Campbell', 'Sherry Anne Campbell', 'Shennel Campbell', 'Bailey Stocker', 'Hayley Lochner', 'Jee-Yun Lee', 'Laura Thorne', 'Max Topplin', 'Boy #2', 'Freestyler #1', 'Freestyler #2', 'Dancer', 'Dancer', 'Dancer', 'Dancer', 'Dancer', 'Dancer', 'Dancer', 'Dancer', 'Dancer']",미치 토레스(데미 로바토)는 일생일대의 기회를 잡게 된다. 유수의 음악 캠프 '캠프락'에 갈 수 있게 된 것. 음악적 재능을 갈고닦기 위해 노력하는 미치는 곧 캠프 참가자들도 못지않게 노력한다는 사실을 알게 된다. 꾸밈없는 자신의 모습을 보여주는 것이 중요하단 걸 깨닫는 미치. 진정한 자신의 모습을 찾고 새로운 영감을 얻기 위해 캠프에 참여한 지도자 셰인 그레이(조 조나스)의 도움으로 미치는 두려움을 넘어서 무대 위의 스포트라이트를 향해 나아간다.,https://images.justwatch.com/poster/149308611/s276/camp-rock.webp,
