0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
142,433,2074,9664,313,3116,57,2803,99,11513,15248,4357,1117,11187,12942,1718,8649,3445,10256,2572,937
143,760,8788,2778,1908,5119,9196,9773,12788,223,7403,14118,9933,3407,8362,7800,12718,9496,11764,11452,4257
144,5977,5435,10978,9816,6958,431,290,30,8616,505,4215,5116,685,10623,14011,14294,6291,8252,10412,1221
145,6041,6511,218,6000,189,3055,12539,9524,13448,17954,10470,6629,3049,12925,5966,3728,9624,9971,13447,7381
146,18361,16090,14014,266,13481,13665,448,13795,17576,13295,10433,4472,13714,13899,13887,2387,14958,3999,13569,13368
147,800,6066,231,877,12905,1440,528,10406,733,8120,9383,5231,17133,4021,11823,11352,4600,2389,13726,650
148,661,11492,9840,1700,16652,646,869,3658,5207,138,7465,1181,5138,2665,12159,7096,2736,17231,8301,335
149,4133,746,13314,9810,12200,3406,1785,4023,450,1060,18056,15539,11173,7381,15057,14434,289,643,6883,3239
150,6997,1035,1097,1998,6626,1991,2615,11538,2675,10423,327,1719,328,7525,12382,3703,7081,746,11854,8246
151,13372,12650,7156,15830,4207,5622,8298,12857,16268,11253,1000,458,11375,4254,3442,5121,6291,380,7783,2310
152,2051,11296,1999,3912,95,553,8456,11856,9308,2338,2119,6401,3072,9924,3697,12702,16129,384,1986,129
153,1988,1972,5855,15775,18668,4199,2090,1946,5490,6305,7783,2342,4242,10084,1222,15539,6234,29,3206,16877
154,2412,8931,3385,2309,2492,2040,10394,9320,14067,13241,18701,3058,2888,8759,12766,11847,14369,3701,385,6771
155,56,6870,3842,5066,4276,10395,8187,938,8275,3532,689,5072,9972,784,18386,867,7782,5928,13409,2122
156,11262,8308,2658,8610,10827,8644,15390,769,5385,3235,1093,18917,12028,9930,9760,15496,8833,1594,6302,15620
157,523,8960,6370,5066,4975,18679,5056,11885,3922,4884,6169,3463,4553,5072,10345,15186,4093,14697,3743,47
158,1375,1464,2016,1396,499,1580,1466,3102,14460,1161,11488,18746,11665,6645,6302,3115,1478,17484,5983,16112
159,5460,8653,12733,1604,9694,17792,11618,12757,1970,11735,9022,8252,3564,18063,7992,14500,12661,10992,9456,4653
160,427,306,2122,13488,2109,137,13324,17267,4614,7306,1777,2333,8699,1283,6281,14651,12157,8034,2720,9191
