제목,원제,개봉일,스트리밍,대여,평점,장르,재생 시간,감독,출연진,시놉시스,이미지,구매
북경 예스 마담 3 - 대인가도,表姐，妳好嘢！3 大人駕到,(1992),,"[('Naver Store', ['₩2,750', 'HD'])]","['69%', '6.1']","['범죄 , 코미디']",['1시간 32분'],['Alfred Cheung Kin-Ting'],"['Carol Cheng', 'Alfred Cheung Kin-Ting', 'Chan Chung-Yung', 'Anthony Wong', 'Michael Lee Ming-Yeung', 'Lok Wai', 'Wong Man', 'Pang Mei-Seung', 'Wong Kwok-Leung', 'Eddie Ng', 'Lee Fong-Fai', 'Jian Rui-Chao', 'Dion Lam Dik-On', 'San Tak-Kan', 'Cheung Chi-Tak']","감성적인 면은 부족하지만 당성으로 똘똘 뭉친 중국의 여경찰 석남은 중앙당의 호출을 받고 아승과 함께 북경으로 향한다. 천 위원장의 비공식 홍콩방문 경호를 담당하게 된 두사람은 비행기 고장으로 대만에 불시착하게 되지만 그곳에서 대만에 처음으로 온 여 공안으로 대접을 받게 된다. 그들은 홍콩으로 돌아와 천 위원장의 방문에 맞추어 보안상의 점검을 하며 철저하게 준비를 한다. 예전에 홍콩에서 사랑을 나누었던 백여사를 만나러 비밀리에 방문하려던 천 위원장을 암살하려는 음모가 있다는 정보를 우연히 입수하게 된 대만의 장대용은 석남을 찾아온다. 이에 석남과 장대영, 그리고 홍콩 정치부의 여경사 이렇게 셋은 합동으로 보안을 철저히 준비하게된다. 결국 백여사를 설득하여 그녀와 천 위원장을 만나도록 주선해 주는데 그 자리에 위원장의 또다른 옛애인이 손자을 데리고 찾아온다. 실은 그들이 암살범이었는데 석남의 활약으로 결국 암살범은 살해되고 천위원장은 꿈에도 그리던 백여사를 만나게 된다. 감정이 매말라 있던 석남은 그들의 따뜻한 사랑을 보고 사랑의 실체를 깨닫게 된다. 그리하여 그녀는 자신을 좋아하던 장대용과의 만남을 약속 한 채 고향으로 떠나는데...",https://images.justwatch.com/poster/138459176/s276/buggyeong-yeseu-madam-3-daeingado.webp,
라스트 부르맨,March or Die,(1977),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,200', 'HD'])]","['66%', '6.3 (3k)']","['드라마 , 로맨스 , 전쟁']",['1시간 47분'],['Dick Richards'],"['Gene Hackman', 'Terence Hill', 'Catherine Deneuve', 'Max von Sydow', 'Ian Holm', ""Jack O'Halloran"", 'Rufus', 'Marcel Bozzuffi', 'André Penvern', 'Paul Sherman', 'Vernon Dobtcheff', 'Marne Maitland', 'Luigi Bonos', 'Wolf Kahler', 'Matthias Hell', 'Jean Champion', 'Walter Gotell']",외인부대의 지휘관과 젊은 병사 사이에서 한 여인이 삼각관계의 갈등을 겪는 이야기.,https://images.justwatch.com/poster/247213251/s276/raseuteu-bureumaen.webp,"[('Naver Store', ['₩1,400', 'HD'])]"
귀화산장,鬼火山莊,(1981),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,000', 'HD'])]","['60%', '5.6']","['범죄 , 공포']",['1시간 40분'],['Lee Doo-yong'],"['Namkoong Won', 'Han Eun-Jin']","국제 의학자 대회에서 전세계 의학계가 깜짝 놀랄만한 논문을 발표하고 돌아온 한민우 박사는 국제적인 명성과 함께 처가에서 종합병원을 차려준다는 소식이 겹치면서 부와 명예를 코앞에 두게 된다. 병원에 다시 출근한 첫날, 모두가 한박사를 기쁘게 반기는 가운데 싸늘한 미소로 그를 맞이 하는 이간호사를 본 한박사는 괴로워하기 시작한다. 사실 한박사는 5달 전, 밤늦게까지 병원에서 일하다 이 간호사의 잠든 모습에 끌려 그녀를 범한 일이 있었다. 회유와 질책으로 이간호사를 떠나보내려고 하는 한 박사. 하지만 이간호사의 야심은 도를 넘어 한박사의 별장에 기거하면서 삼일에 한번씩 자기와 배속의 아이를 찾아오라고 그를 괴롭힌다. 이간호사의 협박에 견디다 못한 한박사는 별장을 찾아가고, 이간호사와 말다툼 끝에 이간호사를 살해하게 된다. 다음날부터 이간호사가 귀신이 되어 나타난다거나, 집에 아무렇지도 않게 찾아오는 등 이상한 일들이 생기게 되고, 한박사의 행동이 이상해진 것을 느낀 부인은 그를 정신이 이상해졌다고 생각해 병원에 감금하기에 이른다. 주위에 이상한 일들이 끝이 없이 퍼져나가던 어느 날, 한박사의 딸이 별장에 납치되어 있다는 소식을 들은 한박사는 별장으로 달려가는데..",https://images.justwatch.com/poster/138613099/s276/gwihwasanjang.webp,
세인트 세이야 - 최후성전의 전사들,聖闘士星矢 最終聖戦の戦士たち,(1989),,"[('Naver Store', ['₩1,500', 'HD'])]","['77%', '6.6']","['판타지 , 애니메이션 , 액션']",['45min'],['Masayuki Akehi'],"['Toru Furuya', 'Hirotaka Suzuoki', 'Kôichi Hashimoto', 'Ryou Horikawa', 'Hideyuki Hori', 'Keiko Han', 'Masane Tsukayama', 'Katsuji Mori', 'Ken Yamaguchi', 'Toshio Furukawa', 'Keiichi Nanba', 'Kaneto Shiozawa', 'Akiko Tsuboi']","The plot involves the coming of Lucifer to the Sanctuary, where his underlings systematically dispose of the surviving Gold Saints. Athena goes to Lucifer to ask for peace, placing herself in peril. The Bronze Saints must then come to her rescue, destroying Lucifer's Fallen Angels (Seima Tenshi in Japanese) in the process.",https://images.justwatch.com/poster/241989929/s276/seinteu-seiya-coehuseongjeonyi-jeonsadeul.webp,
위니종정,為你鍾情,(1985),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,540', 'HD']), ('Naver Store', ['₩1,540', 'HD'])]","['71%', '6.5']","['로맨스 , 드라마 , 코미디']",['1시간 29분'],['Raymond Fung Sai-Hung'],"['Leslie Cheung', 'Loletta Lee', 'Bonnie Law', 'Ann Bridgewater', 'Mang Hoi', 'Shu-Kei Wong', 'Clifton Ko Chi-Sum', 'Go Wang', ""Jane's mother"", 'BMW owner', 'Mechanic', ""Piggy's friend""]","나이트클럽 DJ 복영(장국영)은 쾌활한 바람둥이다. 어느 날 그의 눈앞에 나타난 환상적인 여인 려진(이려진)을 보고 그녀에게 반한다. 알고보니 그녀는 복영의 친구(왕서기) 옆집에 사는 주디(나명주)의 직장동료이자 친구였다. 친구 사피(맹해)와 함께 친구의 아파트로 옮겨와 틈틈이 기회를 노리는 복영은 결국 려진과 사랑에 빠진다. 한편, 사피는 복영의 여동생 메이(백안니)에게 반하게 되는 데 복영은 둘의 사이를 반대한다. 그런데 갑자기 사피가 쓰러져 병원에 실려가게 되고..",https://images.justwatch.com/poster/242164430/s276/winijongjeong.webp,
그 여름 가장 조용한 바다,あの夏、いちばん静かな海。,(1991),,,"['80%', '7.5 (5k)']","['코미디 , 드라마 , 로맨스 , 스포츠']",['1시간 41분'],['Takeshi Kitano'],"['Claude Maki', 'Hiroko Oshima', 'Sabu Kawahara', 'Toshizo Fujiwara', 'Susumu Terajima', 'Toshio Matsui', 'Naomi Kubota', 'Tatsuya Sugimoto', 'Tetsu Watanabe', 'Keiko Kagimoto']","듣지도 말하지도 못하는 주인공 시게루. 쓰레기 수거일을 하는 그의 곁엔 유일하게 여자친구만이 함께 한다. 시게루는 어느 날 바닷가 쓰레기통에서 버려진 서핑보드를 줍는다. 다음날부터 매일 같은 장소를 지나 바다로 걸어가는 시게루와 여자친구. 다른 서핑팀들이 지켜보는 가운데 시게루는 혼자 파도를 타고 여자친구는 바닷가에 앉아 그를 기다린다. 하지만 시게루의 서핑보드는 완전히 망가지고, 결국 돈을 모아 새로운 서핑보드를 구입한다. 다시 바다로 걸어나가 파도를 타는 시게루와 여전히 그를 지켜보는 여자친구. 한편 이들을 주시하던 서핑 팀은 자신들의 팀에 합류할 것을 권유하고, 시게루는 처음으로 대회에도 나가고 팀원들과 함께 서핑을 즐기게 된다. 그러던 어느 비오는 날 여자친구보다 조금 먼저 바다로 나갔던 시게루는 돌아오지 않는다…",https://images.justwatch.com/poster/97461740/s276/ano-natsu-ichiban-shizukana-umi.webp,"[('Naver Store', ['₩1,200', 'HD'])]"
하드 카바,"I, Madman",(1989),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,500', 'HD'])]","['66%', '6.0 (3k)']","['공포 , 스릴러 , 판타지']",['1시간 29분'],['Tibor Takács'],"['Jenny Wright', 'Clayton Rohner', 'Randall William Cook', 'Stephanie Hodge', 'Vance Valencia', 'Bruce Wagner', 'Murray Rubin', 'Christopher Kriesa', 'Mary Pat Gleason']",50년대 말 우전학 박사 말콤은 여배우 안나를 사랑하지만 자신의 추악한 얼굴때문에 고백조차 하지 못하고 죽게 된다. 30년뒤 환생한 말콤은 안나와 닮은 버지니아를 안나라 부르며 사랑을고백한다. 하지만 냉담하기만한 버지니아의 시선을 끌기 위해 말콤은 그녀의 친구와 주위 인물들을 차례로 잔혹하게 살해한다. 문득 말콤의 소설을 떠올린 버지니아는 말콤이 만들어낸 반인 반수의 자칼을 불러 말콤을 처치하도록 유도하는데...,https://images.justwatch.com/poster/45792541/s276/hadeukaba.webp,"[('Naver Store', ['₩1,200', 'HD'])]"
검은 고양이,Black Cat: Gatto nero,(1981),,"[('wavve', ['₩1,000', 'HD'])]","['65%', '5.9 (3k)']","['공포 , Made in Europe']",['1시간 32분'],['Lucio Fulci'],"['Patrick Magee', 'Mimsy Farmer', 'David Warbeck', 'Al Cliver', 'Dagmar Lassander', 'Bruno Corazzari', 'Geoffrey Copleston', 'Daniela Doria']","영국의 시골 마을에서 외부와의 교류를 끊고 낡은 저택에 살면서 죽은 자와의 대화를 녹음하여 연구하는 로버트 교수가 초자연적인 힘으로 고양이의 혼을 지배하여 고양이로 하여금 연쇄 살인을 시키고, 여기자 질이 지하 무덤에서 녹음기를 발견한 이후 사건의 진상을 파헤치기 위해 혼자 조사를 하면서 벌어지는 이야기",https://images.justwatch.com/poster/224407025/s276/the-black-cat.webp,
가을 햇살,秋日和,(1960),,,"['84%', '8.0 (5k)']","['드라마 , 코미디']",['2시간 8분'],['Yasujirō Ozu'],"['Setsuko Hara', 'Yôko Tsukasa', 'Mariko Okada', 'Keiji Sada', 'Miyuki Kuwano', 'Shinichirô Mikami', 'Shin Saburi', 'Chishū Ryū', 'Nobuo Nakamura', 'Kuniko Miyake', 'Sadako Sawamura', 'Ryuji Kita', 'Fumio Watanabe', 'Yuriko Tashiro', 'Toyo Takahashi', 'Hisao Toake', 'Yoshie Minami', 'Shima Iwashita', 'Tsûsai Sugawara', 'Kôji Shitara', 'Masahiko Shimazu']","돈 사토미의 소설을 기초로 오즈와 노다 고고가 각색한 작품으로 아기자기한 에피소드들을 아름답고 섬세하게 그려낸 풍속 희극이자 풍부한 유머와 오즈적 에로스가 느껴지는 품격있는 작품. 오즈의 1949년작 '만춘(晩春)'을 변형해 만든 영화. '만춘'에서의 아버지와 딸의 관계가 이 영화에서는 어머니와 딸의 관계로 바뀌었다. 과부인 어머니와 함께 살기를 바라는 딸은 그 어머니가 재혼하고 싶어한다고 믿게 되자 결국 결혼을 하게 된다. 비감어린 슬픔의 정조가 영화 전편에 흐른다. ""가을 햇살""에서의 가을이라는 계절은 부모들의 세대를 일컫는 말로 결혼이라는 주제와 혼자된 부모를 두고 떠나기를 망설이는 딸의 관계를 역시 중심적인 주제로 다루고 있다. 초로의 친구들은 친한 친구의 미망인 아키코의 딸 아야코의 혼인을 돕기 위해 나선다. 하지만 그녀의 딸은 혼자 살게 될 어머니를 걱정해 결혼을 망설인다. 결국 친구들은 그녀와 어머니 모두를 결혼시키기로 계획하고, 그들 중 평소 미망인에게 연정을 품고 있던 히라야마는 그녀에게 마음을 고백한다.",https://images.justwatch.com/poster/153944515/s276/gaeul-haessal.webp,"[('Naver Store', ['₩1,000'])]"
화소도,火燒島,(1990),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,000', 'HD'])]","['66%', '5.8 (3k)']","['스릴러 , 범죄 , 드라마 , 액션']",['1시간 33분'],['Chu Yen-ping'],"['Andy Lau', 'Jackie Chan', 'Sammo Hung', 'Tony Leung Ka-fai', 'Jimmy Wang Yu', 'Robert Yeung Hung', 'Jack Kao', 'Tou Chung-Hua', 'Chang Kuo-Chu', 'Elsie Yeh', 'Xu Cheng-Yi', 'Ko Chun-Hsiung', 'Barry Wong', 'Ken Lo']","미국에서 경찰 수업을 받은 아위(양가휘 분)는 홍콩 경찰에 특수요원으로 들어오게 된다. 아위는 장인의 암살범을 수사하던 중 암살범이 4년 전에 사형 선고를 받았던 인물임을 알게 되고 그가 복역해 있던 화소도로 위장취업을 하게 된다. 한편, 카드 도박사인 아룡(성룡 분)은 애인의 치료비를 구하기 위해 폭력 조직의 보스 강주(유덕화 분)를 찾아가지만, 서로의 감정만 상하고 결투 도중 동생을 살해하게 된다. 동생의 원수를 갚기 위해 범죄를 저지르고 스스로 아룡이 갇힌 화소도로 들어온 강주는 아룡을 죽이기 위해 공개결투를 신청한다. 두 사람은 목숨을 내걸고 한판 결투를 하게 되지만 어느새 죄수들과 간수들의 싸움으로까지 사태가 심각하게 벌어지고 만다. 한편 이들 틈에 끼어든 괴짜 탈옥범 존. 이들 세 사람은 교도소 소장의 음모에 휘말려 암흑가 보스의 암살에 동원 될 전문 킬러로 팔리게 된다.",https://images.justwatch.com/poster/131521083/s276/island-of-fire.webp,"[('Naver Store', ['₩1,000', 'HD'])]"
대지,The Good Earth,(1937),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,500', 'HD'])]","['76%', '7.5 (4k)']","['드라마 , 로맨스']",['2시간 19분'],['Sidney Franklin'],"['Paul Muni', 'Luise Rainer', 'Walter Connolly', 'Tilly Losch', 'Charley Grapewin', 'Jessie Ralph', 'Soo Yong', 'Keye Luke', 'Roland Lui', 'Suzanna Kim', 'Ching Wah Lee', 'Harold Huber', 'Olaf Hytten', 'William Law', 'Philip Ahn']",중국의 가난한 농부 왕룽(폴 무니 분)은 노예 출신의 여자 아란(루이즈 레이너)과 결혼한다. 기근이 닥치자 왕룽은 가족들을 데리고 일자리를 찾아 도시로 이사한다. 아란은 왕룽과 함께 힘든 생활을 견디고 혁명을 겪지만 돈을 모아 가족을 이끌고 다시 고향으로 돌아온다. 토지를 조금씩 사들여 드디어 부자가 된 왕룽. 그러나 그는 조금씩 방탕해지고 드디어 젊은 여자를 첩으로 맞아들이며 집안은 혼란에 빠진다. 왕룽의 집안은 젊은 첩과 장성한 아들로 인해 불화가 끊이지 않지만 왕룽의 아내 아란은 결코 흔들리지 않는다. 그 와중에 메뚜기 떼가 마을을 습격하여 왕룽 일가를 궁지로 몰아넣는데…,https://images.justwatch.com/poster/82330048/s276/the-good-earth.webp,"[('Naver Store', ['₩1,000'])]"
흔들리는 대지,La terra trema,(1948),"[('Watcha', ['정액제', 'HD'])]",,"['85%', '7.9 (4k)']","['드라마 , Made in Europe']",['2시간 42분'],['Luchino Visconti'],"['Antonio Arcidiacono', 'Giuseppe Arcidiacono', 'Venera Bonaccorso', 'Nicola Castorino', 'Rosa Catalano', 'Rosa Costanzo', 'Alfio Fichera', 'Carmela Fichera', 'Rosario Galvagno', 'Agnese Giammona', 'Nelluccia Giammona', 'Giovanni Greco', 'Maccarone', 'child']","주인공 토니는 바다에서 죽은 아버지 대신 할아버지, 어머니, 세 여동생과 남동생을 부양해야 하는 처지이다. 토니는 중간상인들의 횡포에 대항해 어부들끼리 힘을 합치자고 주장하지만 동조하는 어부들은 없다. 직접 생선을 팔기 위해 그는 집을 담보삼아 배를 산다. 한동안은 생활이 나아지나 엄청난 폭풍 속에 배를 잃고 겨우 목숨만 건지게 된다. 남동생은 미지의 이방인에 이끌려 집을 떠나며 할아버지는 죽는다. 집마저 잃은 토니의 가족에겐 빈곤과 굶주림만 남아있다. 토니는 애인으로부터 버림받고, 토니의 여동생은 목걸이 등의 물건에 팔려 유혹에 넘어간다. 도매상인들은 번성하고 어촌의 경제는 그들에게 장악된다. 마지막에 누더기차림의 토니는 남동생들을 이끌고 다시 중간상인에게 일을 구걸하고 바다로 나간다.",https://images.justwatch.com/poster/58573641/s276/the-earth-trembles.webp,"[('Naver Store', ['₩1,000'])]"
악호촌,惡虎村,(1974),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,540', 'HD'])]","['69%', '6.1']","['드라마 , 액션']",['1시간 19분'],"['Wang Ping , Griffin Yueh Feng']","['Elliot Ngok', 'Shu Pei-Pei', 'Karen Yip Leng-Chi', 'Tung Lam', 'Wang Hsieh', 'Chan Shen', 'Tang Ti', 'Ng Wai', 'Tung Li', 'Tong Tin-Hei', 'Mars', 'Sammo Hung', 'Jackie Chan', 'Yuen Wah']",온갖 나쁜 짓을 일삼는 악호촌 무리. 우두머리 호교는 낙굉훈을 제거하기 위해 파가장 사람 파걸을 꼬드긴다. 그러나 낙굉훈의 적사장에 파걸이 중상을 입자 호교는 파걸을 독살하고 낙굉훈이 죽인 것처럼 일을 꾸민다. 화가 단단히 난 파가장 사람들은 낙굉훈을 잡아들인다. 낙굉훈은 자신이 죽이지 않았다며 항변하는데…,https://images.justwatch.com/poster/138510598/s276/aghocon.webp,
대장 부리바,Taras Bulba,(1962),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,200', 'HD'])]","['71%', '6.4 (3k)']","['드라마 , 전쟁 , 역사 , 로맨스']",['1시간 59분'],['J. Lee Thompson'],"['Tony Curtis', 'Yul Brynner', 'Christine Kaufmann', 'Sam Wanamaker', 'Brad Dexter', 'Guy Rolfe', 'Perry Lopez', 'George Macready', 'Ilka Windish', 'Vladimir Sokoloff', 'Vladimir Irman', 'Daniel Ocko', 'Abraham Sofaer', 'Mickey Finn', 'Richard Rust', 'Ron Weyand', 'Vitina Marcus', 'Paul Frees']","폴란드가 터키의 침공을 받자, 폴란드에 인접한 기마족 코사크는 폴란드와의 동맹국으로서 전쟁에 참여한다. 하지만 폴란드가 배신하자, 코사크족은 대초원을 되찾기 위한 재기와 복수를 다짐한다. 이들 중 한 사람인 용맹한 용사 타라스 부리바는 이즈음 아들 안드레이를 낳고 용감한 용사로 키우려한다. 청년으로 성장한 안드레이는 아버지의 뜻에 따라 학문을 배우기 위해 동생과 폴란드의 학교에 들어간다. 코사크라는 이유로 많은 배척을 받던 안드레이는 폴란드의 귀족 처녀 나탈리아를 보고 한 눈에 반한다. 두 사람이 사랑하는 사이가 되자, 이를 시기한 나탈리아의 애인인 알렉스 대위를 살해하게 되고 안드레이와 그의 동생은 탈출을 감행하여 2년만에 초원의 집으로 돌아온다. 타라스는 폴란드 제국과의 동맹 협정으로 전쟁을 반대하고 있는 족장 니콜라스를 물리치고 진군한다. 마침내 폴란드와 코사크와의 대규모 전쟁이 시작되는데, 타라스가 지휘하는 코사크는 폴란드군을 제압하고 드브르 성을 포위한다. 부상을 치료한 안드레이는 성안에 있는 나탈리아를 만나기 위해 어둠을 틈타 성안에 잠입하여 안드레이와 재회하지만, 결국 함께 잡히고 만다. 나탈리아가 화형에 처할 위기를 맞자 안드레이는 그녀를 구할 조건으로 성밖의 소떼를 끌고 올 것을 약속한다. 하지만 아버지 타라스와 마주친 안드레이는 결국 총을 맞고 쓰러진다. 이때 폴란드군은 총공격을 감행하자, 코사크는 이를 무찌르고 큰 희생 끝에 승리한다. 나탈리아는 들판에 쓰러져 있는 안드레이의 시신을 발견하고는 슬퍼한다.",https://images.justwatch.com/poster/11237909/s276/daejang-buriba.webp,"[('Naver Store', ['₩1,200', 'HD'])]"
High Road to China,,(1983),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,540', 'HD']), ('Naver Store', ['₩1,540', 'HD'])]","['67%', '6.1 (5k)']","['드라마 , 전쟁 , 로맨스']",['1시간 45분'],['Brian G. Hutton'],"['Tom Selleck', 'Bess Armstrong', 'Wilford Brimley', 'Jack Weston', 'Robert Morley', 'Cassandra Gava', 'Brian Blessed', 'Michael Sheard', 'Lynda La Plante', 'Timothy Carlton', 'Shayur Mehta', 'Terry Richards', 'Jeremy Child', 'Peter Llewellyn Williams', 'Dino Shafeek', 'Robert Lee']",A biplane pilot is saddled with a spoiled industrialist's daughter on a search for her missing father through Asia that eventually involves them in a struggle against a Chinese warlord.,https://images.justwatch.com/poster/11118385/s276/high-road-to-china.webp,
용등사해,龍騰四海,(1992),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,540', 'HD']), ('Naver Store', ['₩1,540', 'HD'])]","['56%', '6.0']","['범죄 , 액션 , 코미디 , 드라마']",['1시간 39분'],['Clarence Yiu-leung Fok'],"['Andy Lau', 'Simon Yam', 'Alan Tang', 'Leon Lai', 'Monica Chan', 'Michael Chan', 'John Ching Tung', 'Kwon Yeong-Moon', 'Bowie Lam', 'Carrie Ng', 'Tien Feng', 'Loletta Lee']","암흑가 보스 용은 은퇴를 결심하고 친아들 용이 대신 용감하고 의리를 지킬 줄 아는 용일을 후계자로 점찍는다. 이를 시기한 용이는 용일의 결혼식장을 피투성이로 만들어버리고, 용일은 얼굴에 화상을 입은 부인 아설과 대만을 떠난다. 홍콩으로 건너가 은둔생활을 하던 용일은 깡패두목인 아하와 그의 누나 아려를 알게된다.어느날 아화가 말썽을 일으키는데, 용일은 그 일에 휘말려 정체가 드러나고 만다. 한편, 용일이 홍콩에 나타났다는 소식을 들은 용이는 그를 없애기 위해 홍콩으로 건너와 한바탕 혈전을 벌인다. 그 와중에 아설이 희생되는데...",https://images.justwatch.com/poster/138453821/s276/yongdeungsahae.webp,
응소여랑 92 : 콜 걸,92应召女郎,(1992),"[('Watcha', ['정액제', 'HD'])]",,"['65%', '6.1']","['드라마 , 로맨스']",['1시간 40분'],['Andy Chin'],"['Veronica Yip Yuk-Hing', 'Sharla Cheung', 'Cecilia Yip', 'Carrie Ng', 'Vincent Wan Yeung-Ming', 'Jackie Lui Chung-Yin', 'Elaine Ng Yee-Lee', 'He Du-Lin', ""Nancy's aunt"", 'Joe', 'Whore customer in shower room']","어릴 적부터 알고 지낸 아민을 좋아하지만 불안정한 미래 때문에 감정에 솔직하지 못한 잘나가는 슈. 남자에게 버림받은 엄마의 영향으로 남자에 대한 불신을 가진 낸시. 순수한 사랑을 꿈꾸는 릴리. 매춘부 포주로 일하는 리자. 어느 날 갑자기 남편에게 이혼 통보를 받고, 우연히 만난 동창 리자의 소개로 콜걸이 된 카르멘. 콜걸로 살아가는 다섯 여자의 인생과 사랑을 담은 이야기가 시작된다.",https://images.justwatch.com/poster/191662589/s276/eungsoyeorang-92-kol-geol.webp,
기동경찰 패트레이버 2,機動警察パトレイバー 2 the Movie,(1993),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,000', 'HD'])]","['78%', '7.6 (3k)']","['SF , 스릴러 , 애니메이션 , 액션 , 드라마']",['1시간 47분'],['Mamoru Oshii'],"['Mina Tominaga', 'Toshio Furukawa', 'Ryusuke Ohbayashi', 'Yoshiko Sakakibara', 'Michihiro Ikemizu', 'Daisuke Gouri', 'Shigeru Chiba', 'Issei Futamata', 'Osamu Saka', 'Tomomichi Nishimura', 'Ryûji Nakagi', 'Fumihiko Tachiki', 'Shinobu Adachi', 'Akamasa Oomori', 'Jinpachi Nezu', 'Naoto Takenaka', 'Toshihiko Kojima']","2002년, 세월이 흐르며 특차 2과의 말썽꾼들도 이리저리 흩어져 나가고, 고토와 시노부 등만 남아서 2과를 지키고 있었다. 바빌론 프로젝트도 거의 마무리를 향해 달려가는 시점에서 레이버 범죄도 많이 감소해 그럭저럭 평온하고 무난한 일상이 이어지던 중, 정체불명의 전투기가 미사일로 요코하마 베이 브릿지를 파괴하는 사건이 터진다. 사건 당시 촬영되었다는 영상에서 문제의 전투기가 자위대가 운용하는 F-16J임이 방송에서 공개되지만 자위대는 이 사실을 부정한다. 이어 벌어진 가짜 도쿄 공습 사고로 경찰청이 자위대를 압박하면서 두 조직이 점점 첨예하게 대립하게 되고, 정부가 자위대의 손을 들어주어 자위대가 치안 유지를 위해 기계화 부대를 이끌고 도쿄에 들어오는 등 정국은 엉망이 된다. 사건을 한 걸음씩 조사해나가던 고토와 시노부는 '츠게 유키히토'란 남자가 그 배후에 있음을 알게 되는데...",https://images.justwatch.com/poster/248545094/s276/gidonggyeongcal-paeteureibeo-2.webp,
Dunkirk,,(1958),"[('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,000', 'HD'])]","['75%', '7.1 (2k)']","['드라마 , 액션 , 역사 , 전쟁']",['2시간 14분'],['Leslie Norman'],"['John Mills', 'Richard Attenborough', 'Bernard Lee', 'Robert Urquhart', 'Ray Jackson', 'Ronald Hines', 'Sean Barrett', 'Roland Curram', 'Meredith Edwards', 'Michael Bates', 'Rodney Diak', 'Michael Shillo', 'Eddie Byrne', 'Maxine Audley', 'Lionel Jeffries', 'Victor Maddern', 'Kenneth Cope', 'Denys Graham', 'Barry Foster', 'Cyril Raymond', 'Nicholas Hannen', 'Harry Landis', 'Bud Flanagan', 'Chesney Allen', 'Liz Fraser', 'Anthony Nicholls', 'Peter Halliday', 'Lloyd Lamble', 'Michael Gwynn', 'Christopher Rhodes', 'Patrick Allen']","A British Corporal in France finds himself responsible for the lives of his men when their officer is killed. He has to get them back to Britain somehow. Meanwhile, British civilians are being dragged into the war with Operation Dynamo, the scheme to get the French and British forces back from the Dunkirk beaches. Some come forward to help, others were less willing.",https://images.justwatch.com/poster/37214603/s276/dunkirk-1958.webp,"[('Naver Store', ['₩1,000', 'HD'])]"
녹원의 천사,National Velvet,(1945),,,"['79%', '7.3 (6k)']","['드라마 , 가족 , 스포츠']",['1시간 59분'],['Clarence Brown'],"['Mickey Rooney', 'Donald Crisp', 'Elizabeth Taylor', 'Anne Revere', 'Angela Lansbury', ""Jackie 'Butch' Jenkins"", 'Juanita Quigley', 'Reginald Owen', 'Norma Varden', 'Terry Kilburn', 'Arthur Shields', 'Aubrey Mather', 'Alec Craig', 'Eugene Loring', 'Dennis Hoey', 'Matthew Boulton', 'Gerald Oliver Smith', 'William Austin', 'Billy Bevan', 'Frank Baker']","Mi Taylor is a young wanderer and opportunist who finds himself in the quiet English countryside home of the Brown family. The youngest daughter, Velvet, has a passion for horses and when she wins the spirited steed Pie in a town lottery, Mi is encouraged to train the horse.",https://images.justwatch.com/poster/168519443/s276/national-velvet.webp,"[('Naver Store', ['₩500'])]"
