제목,가중치평점
코드네임 : 콜드워,6.093501880484771
Edgar Allan Poe's Lighthouse Keeper,5.472202256581726
사랑은 부엉부엉,5.840252820727157
스타박'스 다방,5.840252820727157
유어 뷰티풀,5.840252820727157
메이킹 패밀리,5.840252820727157
바이러스 격리 구역,5.840252820727157
치하야후루 하편,5.840252820727157
하이앤로우 더 레드 레인,5.840252820727157
Vampariah,5.840252820727157
Behind the Blue Door,5.832202256581726
프랑스 영화처럼,5.840252820727157
꼬마비행기 피티와 친구들 : 사막구출 대작전,5.840252820727157
The Northlander,5.317890142545403
The Wedding Party,5.840252820727157
David Cross: Making America Great Again,5.972202256581726
트릭,5.840252820727157
Fegefeuer,6.392202256581726
Come Out Fighting,5.840252820727157
크리쳐 빌로우,5.412202256581726
Exorcist House of Evil,5.432202256581726
러커50,5.840252820727157
익스큐터: 더 파이널,5.840252820727157
키드냅 시티,5.840252820727157
섬. 사라진 사람들,5.840252820727157
낮비,5.840252820727157
Field Freak,5.840252820727157
싸이코 아담K,5.840252820727157
패왕화 스페셜 포스,5.840252820727157
탱크 독,5.840252820727157
매직키드 보보,6.29350188048477
오빠생각,5.840252820727157
한니발 뷰레스: 코미디 야습,5.992202256581726
타이거 레이드,5.840252820727157
아주 긴 변명,6.092202256581726
검은 숲 속으로,5.840252820727157
업사이드 다운,5.840252820727157
사탄의 영혼,5.840252820727157
절벽 위의 트럼펫,5.840252820727157
할로윈 위치,5.840252820727157
꼬마돼지 베이브의 대모험,5.840252820727157
최악의 하루,5.840252820727157
카페 6,5.840252820727157
더 벙커: 프로젝트12,5.840252820727157
더 바인딩,5.392202256581726
더 파이트 클럽,5.840252820727157
다크 스트레인저,5.840252820727157
꼬마영웅 바비,5.840252820727157
Durant's Never Closes,5.840252820727157
빅 스코어,5.840252820727157
열다섯의 순수,5.840252820727157
가라데로 죽여라,5.840252820727157
더 엑시트,5.840252820727157
쿠로사키군의 말대로는 되지 않아,5.840252820727157
A Stand Up Guy,5.840252820727157
고산자: 대동여지도,5.840252820727157
Lake Fear 2: The Swamp,5.840252820727157
Stoner Express,5.632202256581726
"좋아해, 너를",5.840252820727157
Quadrant 9EV9,5.840252820727157
사이클로트론,5.840252820727157
내 아내와 결혼해 주세요,5.840252820727157
렌즈,6.012202256581726
북 오브 러브,5.9201264103635785
킹 오브 프리즘,5.840252820727157
"무현, 두 도시 이야기",5.840252820727157
리벤지:복수의 시작,5.840252820727157
바르셀로나: 사랑을 꾸미다,5.840252820727157
나를 잊지 말아요,5.840252820727157
Deadman Apocalypse,5.840252820727157
좋아해줘,5.840252820727157
서유기3: 월광보합 리턴즈,5.840252820727157
스틸 얼라이브,5.840252820727157
터미네이터 사이보그,5.193501880484771
복면목사,5.840252820727157
Kamikaze,5.840252820727157
최강전사 미니특공대 : 영웅의 탄생,5.840252820727157
더 와처스: 방콕,5.840252820727157
Popcorn,5.840252820727157
14의 밤,5.840252820727157
오렌지 - 미래,5.840252820727157
Lake Eerie,5.09566792032318
졸업반,5.840252820727157
무반주,5.840252820727157
지구침공: 인류 최후의 날,5.526835213818105
반숙소녀,5.840252820727157
원초적 비디오 테이프,5.840252820727157
콜 오브 듀티: 라스트 워,5.840252820727157
큐티 허니: 티어스,5.840252820727157
시선 사이,5.840252820727157
The Wall,5.840252820727157
카니발의 요나,5.840252820727157
페르시안 커넥션,5.840252820727157
천량지전: 새벽이 오기 전에,5.840252820727157
엄마의 레시피,5.840252820727157
Last Ones Out,5.840252820727157
괴담,5.840252820727157
현장법사: 서유기의 시작,5.840252820727157
위시 어폰2: 저주의 주문,5.840252820727157
어폴로지,5.840252820727157
사스카치 빅풋,5.840252820727157
포핀Q,5.840252820727157
시칠리아 햇빛아래,5.840252820727157
못말리는 상속자들,5.694430183272662
Everything About Her,5.840252820727157
더 소노 시온: 소노 시온이라는 생물,5.840252820727157
Clown Motel,5.151223475878735
세이크리드 하트,5.840252820727157
팩트 살인,5.840252820727157
체크 메이트 캅,5.840252820727157
제트스톰2: 승부조작단,5.840252820727157
창세기 이야기,5.840252820727157
뷰티풀 레이디스,5.840252820727157
콜로니: 인류 최후의 날,5.840252820727157
37,5.840252820727157
Blood Lust,5.840252820727157
다크쇼: 익스트림 서바이버,5.840252820727157
렛츠락! 죽어서 하는 밴드,5.840252820727157
Beyond Redemption,5.840252820727157
도성풍운 3,4.32300161184409
무간지옥,5.840252820727157
천하대전: 왕좌의 전쟁,5.840252820727157
Dwelling,5.840252820727157
Ruby,5.840252820727157
귀담백경,5.840252820727157
흑마술사,5.840252820727157
"Something Like, Something Like It",5.840252820727157
데저티드,5.840252820727157
Inspiration,5.952202256581726
봉이 김선달,5.840252820727157
잡아야 산다,5.840252820727157
Locos de Amor,5.840252820727157
캠핑,5.840252820727157
다락방의 산책자,5.840252820727157
마궁매영: 유령극장,5.840252820727157
American Bred,5.840252820727157
무서운 이야기 3: 화성에서 온 소녀,5.840252820727157
송지효의 심천연가,5.840252820727157
플랜 Z,5.840252820727157
마담 헐리우드,5.840252820727157
목요일이었던 남자,5.840252820727157
프렌치 캐리비언 갱스터,5.840252820727157
Exit 14,5.840252820727157
유괴,5.840252820727157
헤리티지 오브 러브,5.840252820727157
"로봇, 소리",5.840252820727157
중독노래방,5.840252820727157
드러그 앤 골드,5.840252820727157
Blowtorch,5.840252820727157
바나나쏭의 기적,5.840252820727157
"사랑해, 내 딸",5.960168547151437
Initiation,5.840252820727157
Poignant,5.840252820727157
Misfortune,5.840252820727157
레나,5.840252820727157
우리 삼촌,5.840252820727157
엑소시스트: 사탄의 부활,5.840252820727157
카이: 거울 호수의 전설,5.840252820727157
도묘필기: 미이라의 부활,5.840252820727157
화심: 욕망의 꽃,5.840252820727157
질풍론도,5.840252820727157
유고와 라라 3,5.840252820727157
The Evangelist,5.840252820727157
작쩐,5.840252820727157
흔들리는 물결,5.840252820727157
목숨 건 연애,5.840252820727157
크래쉬 번 러브,5.840252820727157
청춘연애,5.840252820727157
테러 라이브: 싸이코패스,5.840252820727157
Shilo,5.840252820727157
까시,5.840252820727157
아마도 내일은,5.840252820727157
그녀는 무엇으로 사는가,5.840252820727157
천재탐정 미타라이: 살인사건의 진실,5.840252820727157
계춘할망,5.840252820727157
One in a Billion,5.840252820727157
위켄즈,5.840252820727157
마지막 8월 어느 기념비의 이야기,5.840252820727157
1st Sem,5.840252820727157
세 가지 진실,5.840252820727157
그녀와 그녀의 고양이: 흘러가는 시간들,5.840252820727157
My Revolution,5.840252820727157
청춘로드,5.840252820727157
셀렉터: 디스트럭티드 위크로스,5.840252820727157
Ultimate Hero,5.840252820727157
64 파트 2,5.840252820727157
다이노소어 어드벤처 백악기 공룡대백과,5.840252820727157
일급경호: 자폭 테러단 제거 작전,5.951573040415518
초인,5.840252820727157
Litchi Hikari Club,5.840252820727157
Horn,5.840252820727157
사돈의 팔촌,5.840252820727157
40일,5.840252820727157
골든 오케스트라!,5.840252820727157
금빛 모자이크: 프리티 데이즈,5.840252820727157
휴가,5.840252820727157
겁쟁이 페달: 스페어바이크,5.840252820727157
사냥,5.840252820727157
From Now On,5.840252820727157
노란 새,5.840252820727157
The Super Parental Guardians,5.840252820727157
대결,5.840252820727157
강한 칼: 도도견혈,5.840252820727157
유리의 꽃과 부수는 세계,5.840252820727157
Lost in the Pacific,5.452202256581726
새벽의 저주: 악령의 부활,5.840252820727157
대배우,5.840252820727157
아버지와 이토씨,5.840252820727157
Dead Rush,5.840252820727157
비트코인 하이스트,5.840252820727157
닐라,5.840252820727157
마이 에그보이,5.840252820727157
내게 찾아온 사랑,5.840252820727157
나의 한국어 선생님,5.840252820727157
비에 흔들리는 여자,5.840252820727157
커튼콜,5.840252820727157
The Third Party,5.840252820727157
인어전설,5.840252820727157
천배불취,5.840252820727157
콥스 파티 : 북 오브 섀도우,5.840252820727157
위대한 소원,5.840252820727157
훠궈전쟁,5.992202256581726
에밀리아의 노동자들은 쓰러지지 않는다,5.840252820727157
Deer Flower,5.840252820727157
오버 더 펜스,5.840252820727157
굿바이 싱글,5.840252820727157
바운티 헌터스,5.840252820727157
나이스 패키지,5.840252820727157
Vince & Kath & James,5.840252820727157
혼숨,5.840252820727157
8년 전쟁: 이란 vs 이라크,6.052202256581726
스파이더맨: 홈커밍,7.388819016636037
위대한 쇼맨,7.573337163950411
셰이프 오브 워터: 사랑의 모양,7.285475152445046
킹스맨: 골든 서클,6.688612620142083
레이디 버드,7.376892634381143
언프리티 소셜 스타,6.5293258437885715
덩케르크,7.786891323215566
레이디스 나잇,5.247426134868678
배드 지니어스,7.293957012300375
블레이드 러너 2049,7.983450213185649
에이리언: 커버넌트,6.391798576127871
콜 미 바이 유어 네임,7.865527243861542
더 히어로,6.297000867916048
베일리 어게인,7.125493305245324
킬러의 보디가드,6.880731869467766
올 더 머니,6.754297753367959
코코,8.377196016220287
어느날,5.840252820727157
더 킹,6.012202256581726
범죄도시,6.59566792032318
배드 맘스 크리스마스,5.618843358488403
남한산성,6.032202256581726
저스티스 리그,6.097606016780895
겟 아웃,7.686350479418181
기억의 밤,7.285839073642213
자마,6.4161011282908635
쓰리 빌보드,8.08093040355044
인비저블 게스트,8.045874319059333
분노의 질주: 더 익스트림,6.586493383479593
너는 여기에 없었다,6.7669052696802465
1987,6.820126410363578
디서비디언스,6.505031602590894
존 윅: 리로드,7.483607435266442
샷 콜러,7.229650738348296
대디스 홈 2,5.990871589755837
미녀와 야수,7.082976389469286
콩: 스컬 아일랜드,6.58993712345334
로건,8.087160527390495
스타워즈: 라스트 제다이,6.892935018804848
다키스트 아워,7.366989477687348
잠깐만 회사 좀 관두고 올게,5.840252820727157
사탄의 베이비시터,6.278364838622454
찰스 디킨스의 비밀 서재,6.742278404606035
쥬만지: 새로운 세계,6.888059186712419
토르: 라그나로크,7.887629146070434
나를 기억해,5.840252820727157
마더!,6.585389477321676
페르디난드,6.732649320752783
50가지 그림자: 심연,4.649610112829086
더 크리스마스,6.132819207537148
공각기동대 : 고스트 인 더 쉘,6.291284413663074
피치 퍼펙트 3,5.802515801295447
윈드 리버,7.667796585640298
몬태나,7.133670869303764
해피 데스데이,6.5771504607737485
빌리 진 킹: 세기의 대결,6.639666864612432
킹 아서: 제왕의 검,6.683386527936757
베이비 드라이버,7.585722132419693
오리엔트 특급 살인,6.488476031803095
스머프: 비밀의 숲,5.9733754701211925
팬텀 스레드,7.446888090263268
더 스퀘어,7.115015801295447
패딩턴 2,7.691125156707064
인생 후르츠,5.840252820727157
빠삐용,7.123394525111389
브레인 온 파이어,6.4733754701211925
원더 우먼,7.3900016206456876
잃어버린 도시 Z,6.565854059358523
빌로우 허,5.590734085527242
베이워치: SOS 해상 구조대,5.5075611737939365
고스트 스토리,6.840295933562094
몰리스 게임,7.361248517285147
"아이, 토냐",7.467295622083294
어메이징 메리,7.537708064450518
커런트 워,6.409000389065814
악녀,6.497706546053449
혹성탈출: 종의 전쟁,7.374638257247597
슈퍼배드 3,6.285632900647723
원더,7.945666737628356
택시운전사,7.5567088034545264
굿타임,7.342761571402832
가디언즈 오브 갤럭시 Vol. 2,7.588773542715963
카메라를 멈추면 안 돼!,7.402440451316345
몬스터 패밀리,5.320126410363578
그것,7.28843764610477
소드 아트 온라인 -오디널 스케일-,5.840252820727157
"러브, 어게인",5.804735625967901
킬링 디어,6.96709937080077
매혹당한 사람들,5.840252820727157
러빙 빈센트,7.664845022119113
호랑이는 겁이 없지,6.536101128290863
레고 배트맨 무비,7.259167911069291
아토믹 블론드,6.681804292502163
배틀로얄 : 러버스,5.840252820727157
미이라,5.409518979907615
직쏘,5.802038117505171
스탈린이 죽었다!,7.241020315988975
보스 베이비,6.284926321991054
오두막,6.2502976022407735
로건 럭키,6.9682261046774565
스노우맨,5.145554019737056
아메리칸 메이드,7.168560758860743
플로리다 프로젝트,7.53482417854545
"괜찮아요, 미스터 브래드",6.374333870614697
캐리비안의 해적: 죽은 자는 말이 없다,6.490868551151933
트랜스포머: 최후의 기사,5.217304130289924
오 루시!,6.2515730404155185
터닝메카드W: 블랙미러의 부활,5.840252820727157
지오스톰,5.320386898895364
더 디제스터 아티스트,7.261073408552724
델마,6.859424584330564
퍼스트 리폼드,7.010018058623368
월요일이 사라졌다,6.864675094024239
파워 레인져스: 더 비기닝,5.897807442962465
라이프,6.586310861634723
우리 사이의 거대한 산,6.370539622143535
더 포스트,7.16325007623587
브릭스비 베어,7.008050564145432
빅 식,7.449704630931127
극장판 가면라이더 에그제이드: 트루 엔딩,5.840252820727157
메리 셸리: 프랑켄슈타인의 탄생,6.353389515717145
아일라,8.150268567875822
룸 이스케이프,4.6374007521939085
다크타워: 희망의 탑,5.6070146808971435
눈길,5.840252820727157
어쌔신: 더 비기닝,6.182234707196403
석조저택 살인사건,5.840252820727157
더 큐어,6.376677200863632
더 서클,5.418935605192566
심판,5.840252820727157
퍼스트 킬,5.2240674188605745
굿바이 크리스토퍼 로빈,6.9320337094302875
더 글라스 캐슬,6.960028091191905
온리 더 브레이브,7.494940466909084
애나벨: 인형의 주인,6.4795427231233225
버려진 자들의 땅,5.36548519039117
뉴욕 라이브러리에서,6.1522022565817265
공수도: 극진파이터,5.840252820727157
스페이스 비트윈 어스,6.359291114234702
잇 컴스 앳 나잇,6.184358818292486
더 포리너,6.958947002503616
콜드 스킨,5.964500626828257
북 오브 헨리,6.498700376096954
콜로설,6.1778617120447485
디스커버리,6.248916980080795
콜럼버스,7.008050564145432
비뚤어진 집,6.2264404513163445
고잉 인 스타일,6.564247191563631
플랫라이너,5.252265536385891
불한당: 나쁜 놈들의 세상,6.126835213818104
디트로이트,7.193836568780156
메이헴,6.302652664474289
다운사이징,5.705194548915821
트롤 홀리데이,5.960168547151437
Like a Cat on a Highway,5.960168547151437
북샵,6.353389515717145
사이크: 더 무비,7.02578652020776
제럴드의 게임,6.474625108489506
살인자의 기억법,6.746750940242386
더 시크릿 하우스,6.592531602590895
리추얼: 숲속에 있다,6.280010992205529
마징가 Z: 인피니티,5.852202256581727
메건 리비,6.913370788255875
청년경찰,6.7161011282908625
맘&대드,5.552346587804179
원더 휠,6.153581009126085
오비터 9,5.878273752991694
치욕의 대지,7.272673699651197
페이트/스테이 나이트 [헤븐즈 필]: 제1장 프레시지 플라워,6.393501880484771
47 미터,5.710018058623369
호밀밭의 반항아,6.435462406377587
스트롱거,6.809808750700184
산타 앤 컴퍼니,5.993501880484771
루스에게 생긴 일,6.825631776893134
원더우먼 스토리,6.926241768376158
더 바,6.236586595962366
정글,6.639666864612432
아이 캔 스피크,6.172202256581726
아인,5.932202256581726
옥자,7.249663890369902
12번째 솔저,7.1771789743895935
튤립 피버,6.1400421367878595
"로만 J 이스라엘, 에스콰이어",6.434025282072716
킬링 그라운드,5.81463738935533
신과함께-죄와 벌,6.975611737939368
레지던트 이블: 벤데타,6.185063205181789
크리스마스 인 스노우,5.740072234493474
7번째 내가 죽던 날,6.450207760054879
프리 파이어,6.354306352712421
부라더,5.840252820727157
트리플 엑스 리턴즈,5.2275377557302
레고 닌자고 무비,5.977178974389593
아이 앰 히스 레저,6.776101128290863
서버비콘,5.712195897454535
시큐리티,5.72671482299565
베로니카,6.165738363878777
강박이 똑똑!,6.608050564145432
발레리안: 천 개 행성의 도시,6.485090459225472
로열 크리스마스,5.80766720394803
더 캡틴,7.071632172784664
새벽을 알리는 루의 노래,6.160168547151438
달링,6.9733754701211925
파르바나 - 아프가니스탄의 눈물,7.424481899366986
예수는 역사다,6.2134176069090525
카 3: 새로운 도전,6.662208915196798
빛나는,5.952202256581726
땐뽀걸즈,5.840252820727157
역모 - 반란의 시대,5.840252820727157
어트랙션,5.660063205181789
나미야 잡화점의 기적,6.012202256581726
침묵,5.840252820727157
송 투 송,5.7233754701211925
더 가디언즈,4.433000663700508
데이빗 린치: 아트 라이프,6.59566792032318
배틀타임트랩: 초시공간여행,6.251605560076543
이모티: 더 무비,3.4587658012954474
바후발리 2: 더 컨클루전,8.08895307391657
대테러 님로드 작전,6.1400421367878595
2시 22분,5.806192741650332
마이어로위츠 이야기 (제대로 고른 신작),6.815220225658173
바이 미,5.840252820727157
요나와 버스터,6.08930856022374
여배우는 오늘도,5.840252820727157
보리 vs 매켄로,6.775323861262019
내가 죽기 전에 가장 듣고 싶은 말,6.323728298446238
1922,6.1767905045630425
"에브리씽, 에브리씽",6.3440252820727165
원라인,5.840252820727157
파이와켓: 죽음의 주문,5.813417606909052
이카로스,7.731857373120585
그렘린,5.412202256581726
윔피 키드: 가족 여행의 법칙,4.813417606909052
철의 심장을 가진 남자,6.282158488574138
오버드라이브,5.49783396016159
비스티걸스,5.840252820727157
군함도,6.596101128290863
스파이 전쟁,6.560063205181789
뉴니스,6.203211120153085
워 머신,5.986687735060596
올라프의 겨울왕국 어드벤처,5.840252820727157
넛잡 2,5.636101128290862
스테이션 7,6.811500805922045
지퍼스 크리퍼스 3,4.2104404513163445
마이 리틀 포니: 더 무비,6.056101128290862
리얼,5.672202256581726
주키퍼스 와이프,6.896911361842413
맨 오브 마스크,6.946750940242385
고양이 케디,7.262412428406389
더 하우스,5.620891549628448
애니멀 크래커,5.82300161184409
필그리미지,5.873445698100959
아내와 남편,5.952202256581726
네 멋대로 해라: 장 뤽 고다르,6.262334586989847
카고,6.259133584064635
빅토리아 & 압둘,6.698973981129175
"세라비, 이것이 인생!",6.597215091636331
타샤 튜더,5.840252820727157
더 리콜,4.668643663064902
김광석,5.840252820727157
리빙보이 인 뉴욕,6.268294781347567
청년 마르크스,6.2961011282908625
스카이라인 2,5.386440451316345
판타스틱 우먼,7.005750402961022
짱구는 못말려 극장판: 습격 외계인 덩덩이,5.840252820727157
아이 엠 낫 유어 니그로,7.570440451316346
예감은 틀리지 않는다,6.176101128290863
Sad Hill Unearthed,6.1522022565817265
알리바이 닷 컴,6.260091934809876
짐과 앤디: 인생과 연기 사이,7.434321831532451
레더페이스,5.134440451316346
타임 투게더,6.324067418860575
슬립리스: 크리미널 나이트,5.62745746522596
브라이트,6.2899508813273695
투 더 본,6.720021068393929
언노운 솔저,7.240072234493473
더 파티,6.4552862515670775
피스트 파이트,5.621355806286858
스파이 게임,6.2502976022407735
바비: 돌핀 매직,5.840252820727157
한나,5.852202256581727
코끼리와 나비,5.840252820727157
안젤라의 크리스마스,5.840252820727157
더 월,6.150379699410642
조작된 도시,6.370126410363579
올드마린보이,5.840252820727157
러브리스,7.398886036654531
데이브 미로 만들다: 판타스틱 미로 대탈출,6.116101128290863
로즈,6.387364662082603
래디우스,6.203211120153085
타이타닉: 그 후 20년,5.840252820727157
마셜,7.083741158626245
해빙,5.952202256581726
킬 스위치,5.146750940242385
데스노트,4.467776603328337
스내치드,4.641079244287069
바르다가 사랑한 얼굴들,7.350734085527241
안개 속 소녀,6.525786520207759
작전명 덩케르크,5.840252820727157
은혼,5.926835213818104
익스토션,6.069182843900784
스타쉽 트루퍼스: 화성의 배신자,5.651223475878736
인비저블 가디언,6.275611737939368
에스코바르,6.2200439688221145
애프터매스,5.720778195663283
기동순찰대,5.986959413936911
행맨,5.408050564145432
백악관을 무너뜨린 사나이,6.26006320518179
그녀의 인생은 잘못이 없어,5.840252820727157
Christmas Wedding Planner,5.040112364767625
올 아이즈 온 미,5.890808126265717
리볼트 : 프리즈너 오브 워,5.466231637146818
보이스 프롬 더 스톤,5.370734085527241
크리스마스의 황당한 악몽,5.840252820727157
루저의 역습,5.6701264103635785
쉿! 오늘부터 거기만 남자!,5.6522022565817265
리메모리 - 기억추출,6.128050564145433
노 게임 노 라이프 -제로-,6.5515730404155175
애쉬 래드: 트롤의 숲,5.9944301832726605
에이리언 컨버전스,5.840252820727157
시체들의 새벽: 컨테이젼,4.050734085527242
끝에서 시작되다,6.387364662082603
아이보이,5.974440451316346
하우스 오브 투모로우,5.912202256581726
베를린 신드롬,6.2343218315324505
실화: 숨겨진 비밀,5.756101128290863
악마의 문,5.396101128290862
햄스테드,5.984556809212069
맨헌트,5.565858754701233
올리고당 더 무비,5.840252820727157
원더스트럭,6.097215091636331
엘카미노 크리스마스,5.751001025718967
그들이 아버지를 죽였다,6.941000537281363
조인성을 좋아하세요,5.840252820727157
피부,6.040112364767625
저니스 엔드,6.435462406377587
언포겟터블,5.255842699100453
두 개의 사랑,6.104067418860575
테드: 미다스 황금손의 비밀,5.9944301832726605
하루,6.193501880484771
프리다의 그해 여름,6.656101128290864
런던 러브스토리,5.740072234493474
데블스 캔디,6.298227785586757
해피엔드,6.508945071272701
이웃집 빅풋,5.620126410363579
라 야마다,5.9944301832726605
루시드 드림,5.9944301832726605
게임의 규칙,5.840252820727157
빅풋 주니어,6.056101128290862
링스,4.624674680997876
케이크메이커,6.570126410363578
웨이크필드,6.208050564145432
위시 어폰,5.1461309253438525
9/11,5.1801444689869465
빅 배드 폭스,6.360168547151438
용순,5.840252820727157
풀 메탈 패닉 보이 밋 걸,5.840252820727157
블리딩 스틸,5.397000867916049
"침팬지의 어머니, 제인 구달",6.820126410363578
미스터 루스벨트,6.037287326129803
잡히기만 해봐라,5.873445698100959
해피 댄싱,6.356101128290863
대장 김창수,5.840252820727157
키드냅,5.893872084177145
래버너스,5.813417606909052
두개의 빛: 릴루미노,5.840252820727157
헌터스 프레어,5.680084273575718
택시 5,5.080084273575719
특수부대 전랑2,5.9419101166280575
유니콘 스토어,5.561864149223119
당신과 함께한 순간들,6.116101128290863
렌델: 어둠의 기사,5.426835213818104
쿵푸 요가,5.397000867916049
기적:그 날의 소비토,5.840252820727157
배틀로얄 : 매드랜드,5.840252820727157
어벤저,5.432819207537149
레스큐 언더 파이어,5.932202256581726
필름스타 인 리버풀,6.435462406377587
블랙 버터플라이,6.115353604876978
불청객,5.840252820727157
앨티튜드,5.008715897558375
샌드 캐슬,6.2264404513163445
돌아온다,5.840252820727157
더 큐어드,5.680084273575718
강철의 연금술사,5.311348316648202
쇼크 웨이브,6.037287326129803
새터데이 처치,5.812202256581726
튼튼이의 모험,5.840252820727157
더 볼트,5.1350632051817895
체인지오버,5.752202256581726
디즈니 뉴시즈 브로드웨이 뮤지컬,6.693501880484771
렛 더 선샤인 인,5.936101128290863
사일런트 레이크,6.1918241931122715
제일브레이크,5.772202256581727
죠죠의 기묘한 모험: 다이아몬드는 부서지지 않는다 제1장,5.832202256581726
내 완벽한 남사친의 비밀,5.972202256581726
더 디너,4.946750940242385
기차를 멈추게 한 소년,5.840252820727157
가질 수 있다면,4.98506320518179
산책하는 침략자,5.960168547151437
능력소녀,5.840252820727157
마운틴 콘체르토,6.423001611844089
서핑 업 2: 웨이브 마니아,5.840252820727157
톰 오브 핀란드,6.373445698100959
우리들의 일기,5.840252820727157
라이즈 오브 더 풋솔져 3,5.832202256581726
그는 야구장에 갔다,6.832819207537148
24 아워즈 투 리브,5.8094712519358005
블레임!,6.387364662082603
라스트 페이스,5.4201264103635785
우아한 만찬,5.950847021762201
수녀 수련 기간,6.270126410363579
원펀치 2,5.8094712519358005
미옥,5.840252820727157
원스 어폰 어 타임 인 베니스,5.398227785586757
부시윅,5.370734085527241
"귀향, 끝나지 않은 이야기",5.840252820727157
플라워,5.946750940242385
노벰버 크리미널즈,5.480084273575718
우정의 조건,6.785063205181789
러브송,6.070126410363578
록키 블리더,6.236101128290863
포켓몬스터 극장판 - 너로 정했다!,6.116101128290863
로스트 인 런던,5.9944301832726605
레이디 가가 155cm의 도발,6.71006320518179
밤은 짧아 걸어 아가씨야,6.720126410363578
킹 아서 : 엑스칼리버의 부활,5.840252820727157
언더 파이어,5.912202256581726
뮤즈,5.651573040415519
올인 게임,6.080084273575718
스페이스 워커,6.7161011282908625
산나물 처녀,5.840252820727157
다시 태어나도 우리,5.840252820727157
소름 2,6.402259677144764
다이애나: 그녀 자신의 목소리,6.6801444689869465
인투 더 샤크스톰,4.762334586989847
거룩한 분노,6.260168547151437
겟어웨이 드라이버,6.302652664474289
인컨시버블,5.397000867916049
"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",5.726835213818104
사랑이란,5.520126410363579
몸을 죽이는 자본의 밥상,7.205031602590895
불편한 진실 2,6.196455571173512
홀로 걷다,6.596101128290863
스위트 버지니아,6.08930856022374
스코어: 영화음악의 모든 것,6.6701264103635785
식스 빌로우,5.751001025718967
고질라: 괴수행성,5.946750940242385
아빠는 딸,5.840252820727157
체스 플레이어,5.840252820727157
쿠로코의 농구: 라스트 게임,6.493501880484771
킹스,5.523001611844089
오늘의 키라군,5.840252820727157
사랑이 눈뜰 때,5.82300161184409
마리아 칼라스: 세기의 디바,6.1122022565817264
홀로도모르:우크라이나 대학살,5.908715897558375
서유기: 철선녀의 파초선,5.840252820727157
아이 리멤버 유,5.970126410363578
세번째 밤,5.840252820727157
커피 느와르: 블랙 브라운,5.840252820727157
다이빙: 그녀에 빠지다,5.840252820727157
마나나의 가출,6.508715897558375
밤에 우리 영혼은,6.63506320518179
"어머니, 당신을 위해",6.260091934809876
자체발광 제시카 제임스,6.260091934809876
레이크,5.604693175608356
밤의 해변에서 혼자,6.2515730404155185
쿠바와 카메라맨,7.070126410363579
그 후,6.193501880484771
라스트 세인트,5.276101128290863
스트롱홀드: 최후의 전사,6.026835213818105
로스트 인 파리,6.037287326129803
해피뻐스데이,5.840252820727157
리틀 뱀파이어,5.772202256581727
장기왕: 가락시장 레볼루션,5.840252820727157
연인들,5.951573040415518
밀정 1930,5.840252820727157
디스 크레이지 하트,6.226835213818104
더 리벤지,5.737400752193908
브리티시 잡,5.756101128290863
주피터스 문,5.908715897558375
킬링 군터,5.060063205181789
엘프: 사탄의 인형,5.160168547151438
휴매니티 뷰로우: 인류관리국,4.910063205181789
프리즌,5.992202256581726
아임 낫 히어,5.792202256581726
"안녕, 나의 소녀",5.932202256581726
관음증자의 모텔,6.040112364767625
살인 예술가,5.936101128290863
캘리포니아 타이프라이터,5.840252820727157
저스트 겟팅 스타티드,5.036101128290863
로스트 인 마운틴,5.816101128290863
안도 타다오,5.840252820727157
디센던츠 2,5.840252820727157
새벽의 약속,6.29350188048477
밴드 에이드,6.262334586989847
"사랑, 스무살",5.870126410363579
스패니시 골리앗,6.270126410363579
세 번째 살인,6.356101128290863
더 바이 바이 맨,4.4430004178855045
그 누구도 아닌,5.840252820727157
사월의 끝,5.840252820727157
Lemon,5.460168547151437
트립 투 스페인,6.262334586989847
손오공,5.832202256581726
12피트,5.483857680138506
7호실,5.840252820727157
마이 블라인드 라이프,6.540112364767625
빙과,5.840252820727157
메이즈,5.865858754701232
나폴리: 위험한 유혹,5.826835213818104
맨 프럼 어스2: 홀로신,5.480084273575718
히맨 영웅의 탄생,6.032202256581726
장고 인 멜로디,5.932202256581726
채비,5.840252820727157
싱귤래러티,4.097833960161591
무서운 꿈,5.270126410363579
누드 리플레이,5.480045967404939
더 로저스,5.346750940242385
블루 마이 마인드,5.960168547151437
스페이스 시그널,5.6922022565817265
보안관,5.840252820727157
산호초를 따라서,6.970126410363578
지구: 놀라운 하루,6.493501880484771
메나쉬,6.060168547151438
디 엔드?,5.752202256581726
The Atoning,5.840252820727157
7일간의 정상회담,5.908715897558375
겨울왕국의 무민,5.840252820727157
밤섬해적단 서울불바다,5.840252820727157
"카벨레이라, 신성한 무법자",5.926835213818104
Charlotte,5.840252820727157
크리스마스 소원이 사라졌어요!,5.840252820727157
도쿄 구울,5.780144468986947
좀비타운,5.726835213818104
용쟁호투: 전설의 시작,5.687364662082603
맘,6.850847021762202
케이지 다이브,5.020126410363579
잭은 무슨 짓을 했는가?,5.840252820727157
파라독스,6.1230016118440895
장산범,5.792202256581726
테이크다운: 어스,5.1922022565817265
가면라이더×슈퍼전대 초 슈퍼 히어로 대전,5.840252820727157
"부르고뉴, 와인에서 찾은 인생",6.370126410363579
클리니컬,5.369182843900784
샌디 웩슬러,5.328050564145432
