제목,원제,개봉일,스트리밍,대여,평점,장르,재생 시간,감독,출연진,시놉시스,이미지,구매
웨이스트 딥,Waist Deep,(2006),,"[('wavve', ['₩1,200', 'HD'])]","['68%', '5.9 (9k)']","['스릴러 , 범죄 , 드라마 , 액션']",['1시간 37분'],['Vondie Curtis-Hall'],"['Tyrese Gibson', 'Meagan Good', 'Larenz Tate', 'Henry Hunter Hall', 'Jayceon Terrell Taylor', 'William Duffy', 'Shawn Parr', 'Kimora Lee', 'Johnny C. Pruitt', 'Jay Dubb', 'Darris Love', 'Wil E. Young', 'Wade Allain-Marcus', 'Ray Bengston', 'Kasi Lemmons', 'Paul Terrell Clayton', 'Earl Minfield', 'DeWayne Turrentine Jr.', 'Dagmar Stansova', 'Laura Miro', 'Thommy Abate']",백화점 안전요원으로 일하는 한 전과자가 납치된 아들을 구하기 위해서 갱스터 소굴에 다시 뛰어든다는 이야기,https://images.justwatch.com/poster/10305791/s276/weiseuteu-dib.webp,"[('wavve', ['₩4,000', 'HD'])]"
원피스 극장판: 에피소드 오브 알라바스타 - 사막의 공주와 해적들,劇場版ワンピース エピソードオブアラバスタ 砂漠の王女と海賊たち,(2007),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,000', 'HD'])]","['76%', '7.0 (1k)']","['코미디 , 드라마 , 애니메이션 , 액션']",['1시간 30분'],['Takahiro Imamura'],"['Misa Watanabe', 'Akemi Okamura', 'Hiroaki Hirata', 'Kappei Yamaguchi', 'Kazuki Yao', 'Kazuya Nakai', 'Ryuuzaburou Ootomo', 'Ai Kawashima', 'Eiji Takemoto', 'Hiroaki Hirata', 'Junko Noda', 'Keiichi Sonobe', 'Keisuke', 'Kenji Nojima', 'Kihachirō Uemura', 'Mami Kingetsu', 'Masaaki Tsukada', 'Masaya Takazuka', 'Takeshi Kusao', 'Tetsu Inada', 'Tomoko Naka', 'Uko Tachibana', 'Iemasa Kayumi', 'Ikue Otani', 'Mayumi Tanaka', 'Takeshi Aono', 'Yuriko Yamaguchi']","사막의 나라라고 불리는 아라바스타는 악의 비밀결사에 의해 붕괴 위기에 처했다. 이에 아라바스타 왕국의 공주 비비는 조직의 정체를 밝히기 위해 2년 전 나라를 빠져 나왔었고, 마침내 모든 악의 근원이 국가의 영웅인 크로커다일에게 있다는 사실을 알게되었다. 그리고 비비는 루피와 그 일행을 친구로 얻어 국왕과 백성들을 구하기 위해 아라바스타로 향하는데..",https://images.justwatch.com/poster/135060855/s276/weonpiseu-geugjangpan-8gi-samagyi-gongjuwa-haejeogdeul.webp,
The Proud Family Movie,,(2005),"[('Disney Plus', ['정액제', 'HD'])]",,"['62%', '5.4 (1k)']","['애니메이션 , 코미디 , 가족 , 판타지 , SF']",['1시간 30분'],['Bruce W. Smith'],"['Kyla Pratt', 'Tommy Davidson', 'Paula Jai Parker', 'Jo Marie Payton', 'Orlando Brown', 'Soleil Moon Frye', 'Alisa Reyes', 'Karen Malina White', 'Omarion', 'Arsenio Hall', 'Tara Strong', 'Jeremy Suarez', 'Carlos Alazraqui', 'Alvaro Guttierez', 'Phil LaMarr']","Penny and her family are lured on an all expenses paid vacation where a mad scientist captures them, refusing to let them go because Oscar won't reveal his on of his secret Proud Snacks formulas.",https://images.justwatch.com/poster/84419751/s276/the-proud-family-movie.webp,
에코,The Echo,(2008),"[('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,540', 'HD'])]","['65%', '5.6 (5k)']","['스릴러 , 공포 , 드라마 , Made in Europe']",['1시간 36분'],['Yam Laranas'],"['Jesse Bradford', 'Kevin Durand', 'Hrant Alianak', 'Jamie Bloch', 'Iza Calzado', 'Carlos Leon', 'Louise Linton', 'Amelia Warner', 'Stacey LaBerge', 'Pruitt Taylor Vince']","우발적인 살인을 저지르고 감옥에 있던 바비는 형량을 마치고 집으로 돌아오지만, 무슨 이유에선지 몇 달 동안 집안에서 꿈쩍도 하지 않던 그의 어머니는 바비가 돌아오기 전, 결국 변사체로 발견된다. 그렇게 혼자 남겨진 바비는 어머니가 살던 허름한 아파트에서 새로운 삶을 시작하려 노력한다. 그러던 어느 날 밤, 집안에서 기이한 소리를 듣게 되고 그 소리의 원인을 찾던 바비는 피아노 줄 틈에 끼어 있는 피 묻은 손톱과 누군가 손가락으로 뚫어 놓은 듯한 벽의 작은 구멍, 벽장 속 어머니의 이상한 목소리가 담긴 카세트 테이프 등 공포스러운 흔적들을 연이어 발견하게 된다. 그리고 매일 밤 바비의 귓가를 떠나지 않는 정체 모를 소리들로 인해 그는 잠을 이루지 못하고, 그 소리는 시간이 지날 수록 바비의 귓가에 점점 더 선명해지는데...",https://images.justwatch.com/poster/88534411/s276/the-echo.webp,
집으로 가는 기차,归途列车,(2009),"[('Watcha', ['정액제', 'HD'])]",,"['81%', '7.7 (3k)']","['드라마 , 다큐멘터리']",['1시간 25분'],['Lixin Fan'],"['Changhua Zhang', 'Suqin Chen', 'Qin Zhang', 'Yang Zhang', 'Tingsui Tang']","장씨 부부는 고향에 어린 딸을 남겨두고 도시의 공장을 전전하며 16년의 세월을 보냈다. 그들은 1년에 단 한번, 음력 설에만 고향을 방문한다. 여정은 고되고, 가족이 서로를 보듬기엔 머무를 수 있는 시간이 너무 짧다. 이들이 돌아가고 싶은‘ 집’은, 급속도로 진행된 중국 경제성장의 그늘 속에 더욱 더 멀어져 간다.",https://images.justwatch.com/poster/111762853/s276/jibeuro-ganeun-gica.webp,
샴,แฝด,(2007),,,"['77%', '7.2']","['공포 , 스릴러 , 드라마']",['1시간 30분'],"['Banjong Pisanthanakun , Parkpoom Wongpoom']","['Marsha Vadhanapanich', 'Vittaya Wasukraipaisan', 'Ratchanoo Bunchootwong', 'Hatairat Egereff']","샴쌍둥이는 30%는 태아상태에서 죽고, 60%는 죽은 채로 태어난다. 오직 1%만이 분리수술에서 생존한다. 샴쌍둥이로 태어났지만, 기적적으로 살아남은 ‘핌’과 ‘플로이’. 어릴 적 영원히 함께 하기로 약속한 ‘핌’과 ‘플로이’는 나이가 들수록 몸은 붙어있지만 서로가 원하는 것이 다르다는 것을, 그리고 언제나 함께 할 수 없다는 것을 알게 된다. 마침내 15살이 되던 해 1%의 생존율이라는 위험을 무릅쓰고 분리수술을 강행한다. 하지만 ‘플로이’는 20시간이 넘는 수술을 견디지 못하고 죽게 되고 결국 ‘핌’만이 살아 남게 된다. 16년 후 남편 '위'와 함께 행복한 결혼 생활을 하던 '핌'은 어느 날 엄마가 위독하다는 소식을 듣고 태국으로 돌아간다. 샴쌍둥이 동생과 어린시절을 함께한 집에 도착한 '핌'은 자신과 똑같이 성장한 죽은 '플로이'의 모습을 보게 되고, 자신 곁에 '플로이'가 계속 붙어 있다는 불안과 두려움에 사로잡힌다. 그리고 그녀에게 끔찍한 일들이 생기기 시작하는데...",https://images.justwatch.com/poster/191583758/s276/alone.webp,"[('Naver Store', ['₩500'])]"
내 남자는 바람둥이,Suburban Girl,(2007),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,500', 'HD'])]","['62%', '5.5 (7k)']","['로맨스 , 코미디 , 드라마']",['1시간 37분'],['Marc Klein'],"['Sarah Michelle Gellar', 'Alec Baldwin', 'Maggie Grace', 'James Naughton', 'Chris Carmack', 'Vanessa Branch', 'Peter Scolari', 'Marian Seldes', 'Ebon Moss-Bachrach', 'Jill Eikenberry', 'Marin Ireland', 'Nate Corddry', 'Amad Jackson', 'Jason Antoon', 'Audra Blaser', 'Melissa Brown', 'Lanette Ware']",진정한 편집자로 성공하기를 바라는 20대의 편집 보조인 브렛 아이젠버그는 자신의 꿈을 위해 한 출판 기념회에서 거물급 편집장인 50대의 이혼남 아치 녹스를 우연히 만나게되면서... 가까운 사이가 되고 일하는부분에 있어서 아치의 도움을 받게되지만 그가 알고 있던 여인들은 한둘이 아니였고...자신이 자꾸만 그에게 의존하는 것같은 생각을 떨쳐버릴수가 없는데...,https://images.justwatch.com/poster/174350335/s276/suburban-girl.webp,"[('Naver Store', ['₩1,000'])]"
원피스 극장판: 오마츠리 남작과 비밀의 섬,ワンピース the movie オマツリ男爵と秘密の島,(2005),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,000', 'HD'])]","['79%', '7.2 (1k)']","['코미디 , 액션 , 애니메이션 , 판타지']",['1시간 32분'],['Mamoru Hosoda'],"['Mayumi Tanaka', 'Kazuya Nakai', 'Akemi Okamura', 'Kappei Yamaguchi', 'Hiroaki Hirata', 'Ikue Otani', 'Yuriko Yamaguchi', 'Akio Otsuka', 'Takeshi Kusao', 'Takeshi Aono', 'Masaharu Sato', 'Joji Yanami', 'Keiko Yamamoto', 'Anzu Nagai', 'Sosuke Ikematsu', 'Makiko Ohmoto', 'Daisuke Sakaguchi', 'Misa Watanabe', 'Yoshito Yasuhara', 'Shou Ayanokouji']",바다에 떠 있는 유리병 속에 꽃과 보석상자 등이 잔뜩 그려진 오마츠리섬의 지도와 ‘당신은 그랜드 라인을 항해하는 1억 명 중에서 뽑힌 행운의 해적입니다!’라는 편지가 함께 들어 있는 것을 발견한 밀짚모자 해적단. 당연히 오마츠리섬으로 방향을 틀고 그곳으로 향하는데 루피 일행이 도착한 오마츠리섬은 너무나도 평범한 섬이다. 루피 일행의 앞에 갑자기 등에 꽃을 피우고 있는 오마츠리 남작이 나타난다. 지옥의 시련을 견디면 보물을 주겠다고 제안하는 남작의 말에 루피는 선선히 수락하지만 기장천외한 캐릭터들의 이상한 공격으로 밀짚모자 해적단 일행들이 하나씩 사라지는 최악의 상황 속에 빠져들게 된다.,https://images.justwatch.com/poster/134989735/s276/wanpisu-the-movie-omatsurinan-jue-tomi-mi-nodao.webp,
Jim Gaffigan: Beyond the Pale,,(2006),"[('Netflix', ['정액제'])]",,"['80%', '7.9 (3k)']","['코미디 , 다큐멘터리']",['1시간 12분'],['Michael Drumm'],['Jim Gaffigan'],"The affable, towheaded comic demonstrates his hysterical brand of self-effacing comedy and deadpan delivery at two sold-out shows at Chicago's Vic Theater. It's OK to laugh at this pale white guy...'cause nobody's laughing at Jim Gaffigan harder than Jim Gaffigan!",https://images.justwatch.com/poster/240089970/s276/jim-gaffigan-beyond-the-pale.webp,
페인트볼,Paintball,(2009),,"[('wavve', ['₩1,200', 'HD'])]","['44%', '3.8 (2k)']","['스릴러 , 공포 , Made in Europe , 액션']",['1시간 26분'],['Daniel Benmayor'],"['Brendan Mackey', 'Jennifer Matter', 'Patrick Regis', 'Iaione Perez', 'Neil Maskell', 'Anna Casas', 'Peter Vives', 'Claudia Bassols', 'Felix Pring', 'Josep Seguí', 'Lucy Tillett', 'Lada Rudakova', 'Joshua Zamrycki', 'Joyce Müller']","혈기왕성한 젊은이들 여덟 명이 안대에 눈이 가려진 채 트럭으로 옮겨져 레드볼 숲에 모인다. 각각 임무를 부여 받고 팀을 나눈 그들은 지휘관으로 임명된 데이비드 통솔 아래 페인트볼 경기에 임한다. 선수들의 임무는 24시간 내로 깃발 여섯 개를 찾는 것. 그런데… 경기가 시작되자마자 그들을 향해 진짜 총알이 날아들고 그들은 생명의 위협을 느끼며 게임장은 순식간에 아수라장으로 변한다. 한편, 조직의 지시를 받는 한 남자가 열화상 카메라를 장착한 채 플레이어들의 목숨을 노리며 그들의 뒤를 밟고, 영문을 모르는 팀원들은 하나 둘 사라지며 남은 사람들은 서로를 의심하기 시작하는데…",https://images.justwatch.com/poster/93757061/s276/peinteubol.webp,
Not Easily Broken,,(2009),,"[('Naver Store', ['₩1,300', 'HD'])]","['68%', '6.1 (2k)']","['드라마 , 로맨스']",['1시간 39분'],['Bill Duke'],"['Morris Chestnut', 'Taraji P. Henson', 'Maeve Quinlan', 'Kevin Hart', 'Jenifer Lewis', 'Eddie Cibrian', 'Wood Harris', 'Niecy Nash', 'Albert Hall', 'Jeff Krebs', 'Nathaniel Carter', 'Brendon Terrell Ferguson', 'Kwame Boateng', 'Olivia Brown', 'Lee Reherman', 'Elizabeth Uhl', 'Henry Brown']",A car accident and shifting affections test the bond between a married couple.,https://images.justwatch.com/poster/243982735/s276/not-easily-broken.webp,"[('Naver Store', ['₩5,000', 'HD'])]"
내 눈에 콩깍지,,(2009),"[('Watcha', ['정액제', 'HD'])]",,"['55%', '5.3']","['코미디 , 로맨스']",['1시간 47분'],['Lee Jang-Soo'],"['Kang Ji-hwan', 'Lee Ji-ah', 'Hwang Jung-eum', 'Jeon Soo-kyung', 'Hwang Bo-ra', 'Park No-shik']","잘생긴 외모와 능력을 갖춘 세계적인 건축가 ‘강태풍’. 어느 날 교통사고를 당하고, 후유증으로 ‘일시적 시각장애’를 진단 받는다. 즉, 추녀와 미녀를 구분하지 못하는 것. 그때 그의 눈앞에 아름다운 여인 ‘왕소중’이 나타나고, 태풍은 그녀에게 첫 눈에 반한다. 하지만 실제 그녀는 외모적으로 결점 많은 동물 잡지사 기자. 태풍의 증세를 알 리 없는 소중은 난생 처음으로 겪어보는 완벽남의 대쉬에 당황하면서도, 운명 같은 그의 매력에 푹 빠져든다. 그렇게 사랑을 키워가던 어.느.날! 소중이 출장을 떠난 사이 태풍의 후유증은 자연스레 완쾌된다! 이 사실을 모른 채 설레는 마음으로 태풍을 기다리는 소중. 그러나 태풍은 바로 눈 앞에 그녀를 두고도 전혀 알아보지 못하는데..!!",https://images.justwatch.com/poster/198985494/s276/the-relation-of-face-mind-and-love.webp,"[('Naver Store', ['₩500', 'HD'])]"
동키호테,Donkey Xote,(2007),,"[('wavve', ['₩1,200', 'HD'])]","['56%', '4.6 (2k)']","['애니메이션 , Made in Europe , 가족 , 코미디']",['1시간 30분'],['José Pozo'],"['David Fernández', 'Andreu Buenafuente', 'José Luis Gil', 'Sancho Gracia', 'Luis Posada']","잘 생기고, 지적이며, 위트 있고, 우정과 이상을 소중하게 생각하는 남자 돈키호테. 돈키호테의 가장 친한 친구로 그를 재정적으로 지원해주는 산초. 언젠가 말이 되는 꿈을 꾸어 마을의 웃음 거리가 되는 당나귀 루시오. 그 누구도 보지 못한 둘시네아를 만나기 위해 떠나는 흥미진진한 모험! 과연, 그들은 둘시네아를 만날 수 있을까?",https://images.justwatch.com/poster/191546361/s276/donkey-x.webp,"[('Naver Store', ['₩1,000', 'HD'])]"
더그의 특별 임무,Dug's Special Mission,(2009),"[('Disney Plus', ['정액제', 'HD'])]",,['76%'],['코미디'],['5min'],['Ronnie del Carmen'],"['Bob Peterson', 'Delroy Lindo', 'Jerome Ranft', 'Ed Asner', 'Jordan Nagai']",Up영화 속에 등장하는 귀여운 강아지 더그의 특별 임무! 친구들을 도와주려 하지만 본의 아니게 자꾸만 친구들을 곤경에 빠뜨리게 되는 더그. 결국 칼 할아버지 일행을 만나 진정한 주인을 섬기게 된 더그의 특별한 날을 담은 단편 애니메이션.,https://images.justwatch.com/poster/176301956/s276/deogeuyi-teugbyeol-immu.webp,
홀리데이,,(2006),,"[('wavve', ['₩1,400', 'HD'])]","['69%', '6.5']","['스릴러 , 범죄 , 액션 , 드라마']",['2시간 2분'],['Yang Yun-ho'],"['Lee Sung-jae', 'Choi Min-soo', 'Jang Se-jin', 'Lee Eol', 'Mun Yeong-dong', 'Kim Dong-hyun', 'Yeo Hyun-soo', 'Lee Bong-gyu', 'Jo An', 'Lee Hyun-woo', 'Yang Gil-Yeong', 'Yeom Hye-ran']","1988년 10월, 올림픽이라는 세계적인 행사를 끝마치고 세계 4위라는 감흥에서 빠져 나오지 못했던 그 때. 징역 7년, 보호감호 10년형을 받아 복역중인 지강혁과 죄수들이 호송차를 전복 탈출하는 세상을 깜짝 놀라게 하는 사건이 발생한다. 살아도 같이 살고 죽어도 같이 죽는다! 권총 1정과 실탄을 빼앗아 무장탈주에 성공한 강혁과 일당들은 원정강도와 가정집을 돌며 인질극을 벌이는 등 서울을 공포의 도가니로 몰아넣는다. 하지만 인질로 잡힌 사람들은 매스컴에서 말하는 흉악범이라는 이야기와 달리 인간적이고 예의바른 강혁 일당에게 연민의 정을 느끼게 된다. 그렇게 탈주 9일째 되던 날, 북가좌동의 가정집에 숨어있던 강혁 일당은 자신들을 끈질기게 쫓던 경찰관 안석에게 발각되고 경찰과 최후의 대치극을 펼치게 된다. 강혁의 마지막 소원인 비지스의 'Holiday'가 울려 퍼지는 가운데 지강혁은 자신들을 둘러 싸고 있는 경찰과 매스컴을 향해 외친다. 강혁의 외침은 TV 등 매스컴을 통해 전국으로 울려 퍼지고, 강혁은 일당들과 함께 최후의 선택을 하게 되는데...",https://images.justwatch.com/poster/191783674/s276/holiday-2006.webp,
라 당스,La danse - Le ballet de L'Opéra de Paris,(2009),,"[('wavve', ['₩1,000', 'HD'])]","['77%', '7.2']","['다큐멘터리 , Made in Europe']",['2시간 39분'],['Frederick Wiseman'],"['Emilie Cozette', 'Dorothée Gilbert', 'Agnès Letestu', 'Kader Belarbi', 'Laëtitia Pujol', 'Mathieu Ganio', 'Nicolas Le Riche', 'Hervé Moreau', 'Wilfried Romoli']","세계에서 가장 오래된 발레단인, 파리 국립오페라 발레단의 내부가 최초로 공개된다. 수 많은 공연을 위해 피나는 노력과, 관객들의 취향에 맞는 다양한 레파토리의 발레를 선보이기 위해 고군분투하는 발레 단원들의 모습은 아름다움을 넘어 완벽해지기 위해 끊임없이 연습하는 치열한 삶을 목격하게 된다.",https://images.justwatch.com/poster/94749257/s276/ra-dangseu.webp,"[('Naver Store', ['₩1,000', 'HD'])]"
실종,,(2009),,"[('wavve', ['₩1,500', 'HD'])]","['66%', '6.0']",['스릴러'],['1시간 39분'],['Kim Sung-hong'],"['Choo Ja-hyun', 'Moon Sung-keun', 'Jeon Se-hong', 'Oh Seong-soo', 'Nam Moon-chul', 'Hwang Eun-jeong', 'Baek Seol Ah']","죽음보다 더 참혹한 (실종) | 범인이 잡혀도 끝나지 않는 공포와 분노 몇 일 째 소식이 없는 동생의 연락을 기다리던 언니 현정(추자현 분)은 동생의 휴대폰을 위치 추적 한 후, 어느 시골 마을에 있다는 것을 알게 된다. 현정은 인근 파출소에 동생의 실종 사실을 알리고 수사를 의뢰하지만, 증거 불충분으로 거부당하자 홀로 마을 곳곳을 다니며 사라진 동생의 행적을 찾기 시작한다. 한 목격자를 통해 마을에서 노모를 모시며 사는 판곤(문성근 분)의 집 근처에서 동생을 봤다는 말을 듣게 된 현정은 판곤의 집을 찾는다. 어딘지 모를 수상함에 경찰과 동행하려 하지만, 마을 사람들은 평소 판곤은 그럴 사람이 아니라며 두둔하고, 현정 역시 마음을 돌린다. 떠나려는 현정 앞에 나타난 판곤은 현정이 보여준 사진 속 동생의 목걸이를 주웠다는 말에 또 한번 판곤의 집을 따라간다. 그리고, 그 곳에서 흔적도 없이 사라진 동생의 사건을 듣게 되고 그녀 역시 끔찍한 현장과 마주치게 되는데…",https://images.justwatch.com/poster/174791269/s276/missing-2009.webp,
사모안 웨딩,Sione's Wedding,(2006),,,"['67%', '6.4 (1k)']","['코미디 , 로맨스']",['1시간 37분'],['Chris Graham'],"['Oscar Kightley', 'Shimpal Lelisi', 'Iaheto Ah Hi', 'Teuila Blakely', 'Madeleine Sami', 'Maryjane McKibbin-Schwenke', 'Nathaniel Lees', 'Pua Magasiva', 'Robbie Magasiva', 'David Van Horn', 'Kelson Henderson', 'Ben Baker', 'Dayna Grant', 'Aleni Tufuga', 'Angela Gribben', 'John Tui', 'Susana Talagi']","결혼식 파티마다 돌아다니며 사고를 치는 사모아 마을의 최고 골칫덩어리 네 남자. 결혼할 생각도, 가망도 없는 이들은 다른 이들의 결혼식을 깽판 치며 다닌지 수년째다. 급기야 마을의 어른인 교회 목사는 마이클의 동생이자 나머지 3인방 친구들도 친동생처럼 아낀 시오네의 결혼식에 출입금지령을 내린다. 그래도 의리있는 이 남자들은 그래도 시오네의 결혼식에 참석하고자 하지만 아무 짓도 하지 않겠다는 약속에도 불구하고 누구도 이들을 믿어주지 않는다. 이러다간 친한 친구 동생의 결혼식에 참석하지 못 할거란 불안감이 엄습한다. 그러던 중 목사는 '사랑하는 여자친구'와 함께 온다면 결혼식에 올 수 있다는 제안을 하게 되고, 철없는 남자들의 '참한 여자친구 찾기' 프로젝트가 시작된다!",https://images.justwatch.com/poster/174344700/s276/siones-wedding.webp,"[('Naver Store', ['₩1,000'])]"
마지막 선물,,(2008),"[('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,200', 'HD'])]","['64%', '7.0']",['드라마'],['1시간 44분'],['Kim Young-jun'],"['Shin Hyun-joon', 'Heo Joon-ho', 'Ha Ji-won', 'Jo Soo-min', 'Kwon Oh-joong', 'Cho Jin-woong']",조직의 명령에 의해 살인을 저지르고 무기수가 된 태주(신현준). 그에게 오랜 친구이자 형사인 영우(허준호)가 찾아와 자신의 딸에게 간이식을 해달라고 요청한다. 그러나 영우로 인해 10일간의 귀휴를 받은 태주는 세희의 목숨은 상관없이 탈출만을 시도하는데…,https://images.justwatch.com/poster/246666079/s276/his-last-gift.webp,
스페이스 둠스데이,Humanity's End,(2009),,"[('wavve', ['₩1,000', 'HD'])]",['33%'],['SF'],['1시간 26분'],['Neil Johnson'],"['Jay Laisne', 'Rochelle Vallese', 'Cynthia Ickes', 'William David Tulin']","때는 먼 미래의 2820년, 우주를 지배하려는 야욕을 가진 네피림 외계 종족은 호모 사피엔스인 인간을 잔인하게 사냥하고 말살한다. 피비린내 나는 전쟁에서 구사일생으로 목숨을 건진 마지막 인류인 캡틴 드라시와 동료들은 인조인간의 도움을 받아 네피림 종족에게 대항하여 싸우지만 막강한 적에게 상대가 되지 않는다. 인류 멸망을 코앞에 둔 순간에 콘스트럭 종족의 극적인 동맹 제의로 네피림 왕국을 멸망시킨 최후의 인간들은 지구와 닮은 행성을 찾아 새로운 고향으로 삼고 인류의 씨앗을 뿌린다.",https://images.justwatch.com/poster/191749822/s276/seupeiseu-dumseudei.webp,"[('Naver Store', ['₩1,000', 'HD'])]"
강적,,(2006),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]",,"['67%', '6.0']","['범죄 , 액션 , 드라마']",['1시간 58분'],['Joe Min-ho'],"['Park Joong-hoon', 'Chun Jung-myung', 'Yoo In-young', 'Cho Jin-woong', 'Soon-Tek Oh', 'Choi Chang-min', 'Kim Joon-bae', 'Choi Moo-seong', 'Hwang Suk-jung', 'Kim Hak-sun', 'Kim Joong-ki', 'Yang Ik-june', 'Moon Jeong-hee', 'Min Bok-gi', 'Kim Sung-Tae', 'Park Jin-yeong', 'Yeom Hye-ran', 'Han Gi-joong', 'Oh Kyung Soo', 'Lee Ji-yeon']","조직생활을 청산하고 여자친구 미래와 함께 작은 라면가게를 운영하는 수현. 남들처럼 평범하게 살고 싶었던 그의 소박한 꿈은 형제나 다름없는 조직 동기 재필의 마지막 부탁을 거절하지 못해 한순간에 무너지게 된다. 누군가에 의해 살인 누명을 쓰고 투옥된 수현은 복수를 각오하고, 탈옥을 위한 계획된 자해로 경찰병원에 호송된다. 관할구역에서 삥을 뜯으며 술에 찌든 생활, 강력계 형사라는 이력이 무색한 망나니 성우. 잠복근무 중 근무지 이탈이라는 그의 결정적인 잘못으로 파트너가 목숨을 잃는 사건이 발생하고, 징계를 당한 그는 동료들에게 인간 이하의 취급을 받는다. 게다가 인생의 유일한 희망인 아들 철수에게 장기기증자가 나타났지만 수술비가 없다. 파트너의 장례식에 갔던 성우는 우연찮게도 때마침 탈출하던 수현의 인질이 된다. 순직수당을 타서 아들 수술비를 마련하려고 마음 먹었던 성우에게 수현은 오히려 희망이 된다. 그러나 수현에게는 자신을 죽이지 않으면 동반 자살이라도 하겠다고 덤비는 성우가 버겁기만 하고, 결국 수현은 자신이 누명을 벗도록 도와주면 필요한 돈을 주겠다고 제안한다. 수현의 말을 온전히 믿을 수는 없지만, 그렇다고 별다른 수도 없는 상황. 성우는 어쩔 수 없이 48시간의 동행을 허락한다. 그러나 수현을 잡기 위한 경찰의 포위망이 좁아질수록 성우마저 인질이 아닌 공범으로 쫓기게 되고, 배후를 알 수 없는 누군가가 둘을 표적으로 점점 숨통을 조여오는데....",https://images.justwatch.com/poster/66703518/s276/les-formidables.webp,"[('Naver Store', ['₩1,000'])]"
야연,夜宴,(2006),"[('Netflix', ['정액제', 'HD']), ('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('Naver Store', ['₩1,500', 'HD']), ('wavve', ['₩2,500', 'HD'])]","['69%', '6.4 (6k)']","['드라마 , 액션 , 판타지 , 로맨스 , Made in Europe']",['2시간 11분'],['Feng Xiaogang'],"['Zhang Ziyi', 'Ge You', 'Daniel Wu', 'Zhou Xun', 'Ma Jingwu', 'Huang Xiaoming', 'Zhou Zhonghe', 'Zeng Qiu-Sheng', 'Xu Xi-Yan', 'Liu Yan-Bin', 'Ma Lun']","“ 새 황제에게 ‘당신’이라니, ‘황상’이라고 불러야 하지 않는가, 형수? “",https://images.justwatch.com/poster/20270017/s276/yayeon.webp,"[('Naver Store', ['₩6,500', 'HD'])]"
에너미 라인스 2 - 악의 축,Behind Enemy Lines II: Axis of Evil,(2006),,,['54%'],['스릴러'],['1시간 36분'],['James Dodson'],"['Matt Bushell', 'Denis Arndt', 'Ben Cross', 'Keith David', 'Bruce McGill', 'Nicholas Gonzalez', 'Peter Coyote', 'April Grace', 'Glenn Morshower', 'Shane Edelman', 'Kenneth Choi', 'Eyal Podell', 'Mykel Shannon Jenkins', 'Joseph Steven Yang', 'Dennis James Lee', 'Hyun Joo Shin', 'Marianne Stanicheva', 'Vlado Mihailov', 'Michael McCoy']","북한 영변 지역에 핵미사일 연료 주입이 시작됨에 따라 미국 수뇌부에선 전면 기습 공격을 감행할 것인가.. 소수 정예 부대를 투입하여 그 시설만 공격할 것인가로 논란이 생긴다. 결국, 소수의 정예 NAVY SEAL로 타격하는 것으로 결정난다. SEAL팀은 고공 강항를 통해 침투하는데, 4명이 강하를 한 상황에서 작전이 중지된다. 뛰어내렸던 4명은 북한군에게 잡히게 되는데, 한국군 특수 부대에 의해 포로로 있던 2명이 구출되고, 그들과 함께 작전을 재기하여, 시설을 파괴하다는 내용",https://images.justwatch.com/poster/174030350/s276/eneomi-rainseu-2-agyi-cug.webp,"[('wavve', ['₩5,500', 'HD'])]"
메이터와 도깨비불,Mater and the Ghostlight,(2006),"[('Disney Plus', ['정액제', 'HD'])]",,['68%'],['애니메이션'],['7min'],['John Lasseter'],"['Larry the Cable Guy', 'Owen Wilson', 'Paul Newman', 'Bonnie Hunt', 'Cheech Marin', 'Michael Wallis', 'Paul Dooley', 'Katherine Helmond']",장난꾸러기 견인차 메이터가 친구들에게 장남을 치다가 오히려 자신에게 달린 렌턴을 유령불로 오해하면서 한 바탕 소동이 일어난다는 내용을 재미있게 그리고 있다.,https://images.justwatch.com/poster/176893058/s276/meiteowa-doggaebibul.webp,
페인터,The Marksman,(2005),,"[('Naver Store', ['₩1,300', 'HD'])]",['59%'],['스릴러'],['1시간 35분'],['Marcus Adams'],"['Wesley Snipes', 'Emma Samms', 'William Hope', 'Anthony Warren', 'Ryan McCluskey', 'Christiaan Haig']","러시아 반군 이고르 자이산 장군은 반란군을 이끌고 캄셰프 원자력발전소를 점령해 미국과 주변 국가를 위협할 계획을 세운다. 그의 전략은 북한의 못 쓰는 연료봉을 공급받아 원자로에 장착한 뒤, 핵분열을 일으키는 것. 미국 정부는 연료봉이 장착되기 전 공습을 통해 원자로를 없애려 하지만, 자칫하면 방사능 오염으로 10만명의 목숨이 날아갈 판국이다. 이에 폭격할 장소를 표시해주는 ‘마크맨’ 페인터(웨슬리 스나입스)와 그의 팀이 투입된다. 그러나 너무 쉽게 원자력발전소에 침투한 배경에는 또 다른 음모가 도사리고 있었다.",https://images.justwatch.com/poster/188757415/s276/the-marksman.webp,"[('Naver Store', ['₩5,000', 'HD'])]"
