제목,원제,개봉일,스트리밍,대여,평점,장르,재생 시간,감독,출연진,시놉시스,이미지,구매
적벽대전 2부: 최후의 결전,赤壁2：決戰天下,(2009),"[('Netflix', ['정액제', 'HD']), ('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,200', 'HD']), ('Naver Store', ['₩1,200', 'HD'])]","['81%', '7.6 (23k)']","['액션 , 드라마 , 판타지 , 역사 , 전쟁']",['2시간 22분'],['John Woo'],"['Tony Leung Chiu-wai', 'Takeshi Kaneshiro', 'Zhang Fengyi', 'Chang Chen', 'Zhao Wei', 'Hu Jun', 'Song Jia', 'Shido Nakamura', 'Lin Chiling', 'Tong Dawei', 'Hou Yong', 'You Yong', 'Ba Sen Zha Bu', 'Zang Jinsheng', 'Zhang Shan', 'Wang Hui', 'Xie Gang', 'Shi Xiao-Hong', 'Xu Feng-Nian', 'Guo Chao', 'Hu Xiao-Guang', 'Cui Yu-Gui', 'Jiang Tong', 'Ma Jingjing', 'Yi Zhen', 'Jia Hongwei', 'Zhao Cheng-Shun', 'Wang Zao-Lai', 'Wang Ning', 'Wang Qingxiang']","유비의 책사 제갈량은 손권과의 동맹에 극적으로 성공하고, 손권 휘하의 명장 주유와 함께 조조군을 크게 물리친다. 그리고 불리한 전세를 역전 시키기 위해 빈 배로 10만개의 화살을 구해오는 제갈량의 지략과 조조 스스로 최고의 장수의 목을 치게 하는 주유의 심리전으로 유비와 손권의 연합군에게 승리가 보이는 듯 하지만… 조조의 대군을 물리치기 위해 반드시 화공 전략를 써야만 하는 유비와 손권 연합군. 하지만 지금은 이들에게 불리한 바람이 불고 있는 상황. 제갈량은 하늘의 기운을 읽고 때를 기다리자고 하는 가운데, 주유의 아내 소교는 조조를 만나기 위해 혼자 적진으로 향한다. 연합진영에 크게 패한 조조는 진영을 가다듬고, 드디어 최후의 전쟁을 위해 출격을 시작하는데…",https://images.justwatch.com/poster/11090874/s276/red-cliff-part-ii.webp,"[('Naver Store', ['₩5,500', 'HD'])]"
포켓몬스터 DP 극장판 - 아르세우스 초극의 시공으로,劇場版ポケットモンスター ダイヤモンド&パール アルセウス 超克の時空へ,(2009),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,000', 'HD']), ('Naver Store', ['₩1,800', 'HD'])]","['75%', '6.4 (2k)']","['판타지 , SF , 애니메이션 , 액션 , 드라마 , 가족']",['1시간 34분'],['Kunihiko Yuyama'],"['Rica Matsumoto', 'Ikue Otani', 'Yuji Ueda', 'Megumi Toyoguchi', 'Etsuko Kozakura', 'Megumi Hayashibara', 'Shin-ichiro Miki', 'Inuko Inuyama', 'Unsho Ishizuka', 'Masahiro Takashima', 'Kii Kitano', 'Yūji Kishi', 'Koichi Yamadera', 'Akihiro Miwa', 'Shoko Nakagawa', 'Yuzuru Fujimoto', 'Motoko Kumai', 'Kei Shindo', 'Kenta Miyake']","수 천년간 잠들어 있던 환상의 포켓몬 아르세우스! 마침내 미케나에 전해지는 전설의 비밀이 밝혀진다! 지우와 피카츄 일행이 도착한 아름답고 풍요로운 마을 미케나에 내려오는 전설… 그것은 아주 먼 옛날 환상의 포켓몬 아르세우스가 마을로 떨어지는 거대한 운석에 몸을 부딪혀 많은 사람들과 포켓몬들을 구한 것으로부터 시작된다. 운석과의 충돌로 힘을 잃어버린 아르세우스에게 다모스라는 남자가 힘을 되찾아주고, 다모스의 도움으로 기운을 찾은 아르세우스는 자신의 생명의 근원 중 [물][풀][땅][우뢰][용]의 힘을 떼어내 “생명의 보옥”을 만들어 다모스에게 빌려준다. 생명의 보옥 덕분에 황폐했던 미케나는 녹색의 푸른 대지로 변하고, 다모스는 다음 개기일식이 일어나는 날 그 생명의 보옥을 아르세우스에게 돌려주기로 약속하는데… 마침내 약속의 날이 다가오지만 다모스는 다른 포켓몬스터들과 오히려 아르세우스를 공격한다. 생명의 보옥을 영원히 간직하기 위해 아르세우스를 배신한 것! 그 후, 긴 시간이 흘러 잠에서 깬 아르세우스는 무시무시한 분노와 함께 마을을 파괴하기 시작하고, 평화롭던 미케나는 한 순간에 폭음과 연기에 둘러싸이고 만다. 다모스의 잘못을 바로잡기 위해 오랜시간 아르세우스를 기다린 시나가 “생명의보옥”을 되돌려 주지만, 가짜임이 밝혀지며 아르세우스의 분노는 더해가기만 하고… 위기에 빠진 순간, 디아루가의 도움으로 지우 일행은 시간을 초월해 그 옛날 다모스가 아르세우스에게 ‘생명의 보옥’을 돌려주기로 약속했던 바로 그 날로 이동하는데 성공한다! 과연, 그들은 다모스의 배신에 얽힌 비밀을 밝히고 약속대로 아르세우스에게 생명의 보옥을 전달하는데 성공해 뒤틀어진 역사를 바로잡을 수 있을 것인가!!",https://images.justwatch.com/poster/66608123/s276/geugjangpan-pokesmonseuteo-dp-areuseuseu-cogeugyi-sigongeuro.webp,
굿모닝 프레지던트,,(2009),"[('Netflix', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,540', 'HD']), ('Naver Store', ['₩1,540', 'HD'])]","['64%', '5.8']","['코미디 , 드라마']",['2시간 11분'],['Jang Jin'],"['Lee Soon-jae', 'Jang Dong-gun', 'Goh Doo-shim', 'Im Ha-ryong', 'Han Chae-young', 'Gong Ho-seok', 'Gong Hyung-jin', 'Park Hae-il', 'Ryu Seung-ryong', 'Jeon Kuk Hwan', 'Jang Young-nam', 'Lee Han-wi', 'Kim Il-woong', 'Lee Jae-yong', 'Kim Won-hae', 'Lee Sang-hun']","로또 당첨금 244억 앞에 속앓이 하는 대박 대통령, 이순재. 강렬한 카리스마, 그러나 첫사랑 앞에선 한없이 소심한 꽃미남 싱글 대통령, 장동건. 서민남편의 대책없는 내조로 이혼위기에 처한 여자대통령, 고두심이 펼치는 누구나 안다고 생각하지만 아무도 모르는 장진의 유쾌한 청와대 비하인드 스토리.",https://images.justwatch.com/poster/240089289/s276/good-morning-president.webp,"[('wavve', ['₩6,050', 'HD']), ('Naver Store', ['₩6,050', 'HD'])]"
올 더 킹즈 맨,All the King's Men,(2006),,"[('Naver Store', ['₩1,300', 'HD'])]","['66%', '6.2 (24k)']","['스릴러 , 드라마 , Made in Europe']",['2시간 5분'],['Steven Zaillian'],"['Sean Penn', 'Jude Law', 'Kate Winslet', 'James Gandolfini', 'Patricia Clarkson', 'Anthony Hopkins', 'Kathy Baker', 'Jackie Earle Haley', 'Travis Champagne', 'Connor Fox', 'Montgomery John', 'Mark Ruffalo', 'Glenn Morshower', 'Talia Balsam', 'Kevin Dunn', 'Tom McCarthy', 'Frederic Forrest', 'Paul Desmond', 'Jay Patterson', 'Michael Cavanaugh', 'Caroline Lagerfelt', 'Valerie Stodghill', 'Nicole Bobek', 'Tom Aldredge', 'Lenka Peterson', 'Eileen Ryan', 'Gary Grubbs', 'Hunt Downer', 'T.J. Falterman', 'Luke Morris', 'Caroline Renee Christmann', 'Montgomery John', 'Bruce Heinrich', 'Jordan Rhodes', 'Charlie Newell', 'Joe Knezevich', 'Marcus Hester', 'Leila Bazzani', ""Keb' Mo'"", 'Luis Campos', 'Ralph E. Carroll Jr.', 'Benjamin C. Clement', 'Marlon Horton']","간절히 원했던 것이 욕망이 되고, 결국 그것이 파멸을 부른다! 믿음직스러운 그대의 이름은, 윌리 스탁",https://images.justwatch.com/poster/22471287/s276/all-the-kings-men.webp,"[('Naver Store', ['₩5,000', 'HD'])]"
인어공주 3,The Little Mermaid: Ariel's Beginning,(2008),"[('Disney Plus', ['정액제', 'HD'])]",,['72%'],"['애니메이션 , 가족']",['1시간 17분'],['Peggy Holmes'],"['Jodi Benson', 'Samuel E. Wright', 'Jim Cummings', 'Sally Field', 'Tara Strong', 'Jennifer Hale', 'Grey DeLisle', 'Kari Wahlgren', 'Parker Goris', 'Jeff Bennett', 'Kevin Michael Richardson', 'Rob Paulsen', 'Lorelei Hill Butters']","사랑하는 아내를 잃고 난 후 실의에 빠진 바닷속 왕국의 트라이튼 왕은 왕국내에서 음악을 들을 수 없도록 법으로 금지시키지만, 아리엘은 세바스찬이 소속된 비밀 음악 클럽을 알게 되면서 그 곳에 출입하게 된다.",https://images.justwatch.com/poster/147883659/s276/ineogongju-3.webp,"[('Naver Store', ['₩5,500', 'HD'])]"
아이스 프린세스,Ice Princess,(2005),"[('Disney Plus', ['정액제', 'HD'])]",,"['69%', '6.0 (26k)']","['가족 , 드라마 , 코미디 , 스포츠']",['1시간 38분'],['Tim Fywell'],"['Michelle Trachtenberg', 'Joan Cusack', 'Amy Stewart', 'Steve Ross', 'Hayden Panettiere', 'Kim Cattrall', 'Trevor Blumas', 'Kirsten Olson', 'Jocelyn Lai', 'Connie Ray', 'Paul Sun-Hyung Lee', 'Roy Bradshaw', 'Mark Hird', 'Ben Gilbank', 'Thanh Nguyen', 'Cole Campbell', 'Brandon Lajko', 'Jesse Primosig', 'Colleen Collins', 'Andrea Tou', 'Jordan Hockley', 'Charmaine Hamp', 'Laura Aloisio', 'Amanda Leela', 'Emma Nielsen', 'Melissa Shears', 'Kaci Brandt', 'Edrea Khong', 'Alexandra Najarro', 'Chantal Desforge', 'Diego Klattenhoff', 'Joey Racki', 'Courtney Hawkrigg', 'Martha MacIsaac', 'Sean Persaud', 'Stephanie Hutchison', 'Flo Umphrey', 'Juliana Cannarozzo', 'Debbi Wilkes', 'Jennifer Gelfer', 'Erik King', 'Michelle Kwan', 'Brian Boitano', 'Shanique Ollivierre-Lake', 'Michele Moore', 'Signe Ronka', 'Sean Croft', 'Kevin Jubinville', 'Andrew Dow', 'Andrew Butcher', 'Mathieu Ledoux', 'Knickoy Robinson', 'Ashley Evelyn Bell', 'Sasha Cohen', 'Samantha Hayes', 'Christopher Metas', 'David Ndaba', 'Nadine Parker']","하바드를 꿈꾸는 과학영재 케이시. 과학 선생님은 물리학이 그녀의 천직이라고 믿으며, 과학 장학금 후보로까지 추천해 준다. 조건은 자신의 진가를 입증할 만한 과학 리포트 한 편을 제출하는 것. 개인적인 주제를 잡으라는 선생님의 말에 케이시는 아이스 스케이팅을 리포트 주제로 정한다. 평소 피겨 스케이팅 광이었던 케이시는 회전과 점프 등 피겨 스케이팅의 동작을 물리학의 원리로 풀어내려고 한다. 지역 유망주들이 훈련받는 스케이트장을 찾아가 비디오 촬영을 하며 연구를 진행하던 케이시는 영상 자료에 만족하지 못하고, 직접 수강신청을 하기에 이른다. 처음에는 꼬마들과 함께 레슨을 받았지만, 타고난 재능과 열심 덕에, 케이시는 몇 달이 지나지 않아 주니어 선수권대회 출전자격까지 획득하게 되고.. 스케이트장에 모든 시간을 쏟아부으면서 케이시는 자신이 너무나 스케이트를 좋아한다는 사실, 촉망되는 장래를 보장해주지 못한다 하더라도 스케이트를 타고 싶다는 절실한 욕망, 그리고 하버드와 물리학은 단지 엄마의 꿈일 뿐임도 가슴깊이 깨닫게 된다. 주니어 선수권에 출전하기로 마음먹은 케이시는 밤늦도록 레슨을 받는 한편, 컴퓨터로 자세를 교정하며 맹훈련에 돌입한다. 엄마 몰래 배우는 것이므로 비싼 레슨비 마련도 케이시의 몫. 처음엔 그녀를 우습게 여기고 텃세를 부리던 스케이팅 유망주 제니퍼도 케이시의 열성에 감탄해 점점 그녀에게 호감을 표한다. 드디어, 대회 당일, 신인답지 않게 훌륭한 성적으로 쇼트 게임 마친 케이시에게 코치는 새 스케이트를 사주는 성의를 표하는데...",https://images.justwatch.com/poster/204137533/s276/ice-princess.webp,"[('Naver Store', ['₩5,500', 'HD'])]"
톰과 제리: 호두까기 이야기,Tom and Jerry: A Nutcracker Tale,(2007),,"[('Naver Store', ['₩1,300', 'HD']), ('wavve', ['₩1,320', 'HD'])]",['76%'],['코미디'],['46min'],"['Spike Brandt , Tony Cervone']","['Kathleen Barr', 'Garry Chalk', 'Ian James Corlett', 'Trevor Devall', 'Richard Newman', 'Mark Oliver', 'Chantal Strand', 'Tara Strong']","톰과 제리가 크리스마스를 위한 새로운 영화, '톰과 제리: 호두까기 이야기' 에서 다시 만난다. 텅 빈 오페라 하우스에서 제리는 공연하는 상상을 한다. 그러자 마술처럼 꿈이 실현된다. 제리는 사탕으로 만든 숲, 노래하는 눈꽃, 살아 있는 장난감들이 있는 마법의 왕국으로 보내진다. 제리는 친구들과 함 께 즐거운 시간을 보내고 뮤직 박스의 발레리나와 춤을 추며 최고의 행복을 누린다. 불행히도, 톰이 이끄는 고양이들이 뮤직 박스 발레리나를 납치한 뒤 제리의 왕국을 아수라장으로 만든다. 제리에게 모든 것이 달려있다. 터피와 새로운 동료들과 함께라면 제리는 왕국을 다시 탈환할 수 있을 것이다!",https://images.justwatch.com/poster/11143623/s276/tom-and-jerry-a-nutcracker-tale.webp,"[('wavve', ['₩4,950', 'HD']), ('Naver Store', ['₩4,950', 'HD'])]"
거북이는 의외로 빨리 헤엄친다,亀は意外と速く泳ぐ,(2005),"[('Netflix', ['정액제', 'HD']), ('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,500', 'HD'])]","['68%', '6.5']",['코미디'],['1시간 30분'],['Satoshi Miki'],"['Juri Ueno', 'Yu Aoi', 'Ryō Iwamatsu', 'Eri Fuse', 'Jun Kaname', 'Masatō Ibu', 'Shunsuke Matsuoka', 'Yutaka Matsushige', 'Kenji Mizuhashi', 'Yoichi Nukumizu', 'Yoshiyuki Morishita', 'Joe Odagiri', 'Yasuhito Hida', 'Toshifumi Muramatsu', 'Kyusaku Shimada']","평범하다 못해 어중간한 삶을 살고 있는 주부 스즈메(우에노 주리). 그녀는 자신보다 애완용 거북에게 더 관심을 쏟는 남편과 무서울 정도로 단순한 일상 속에서 어느 날, ‘스파이 모집’ 광고를 발견한다. 무심코 전화를 해버린 그녀 앞에 나타난 스파이는 ‘어느 나라’의 스파이라고 주장하는 쿠기타니 부부. 그들은 스즈메 같은 평범한 사람이야말로 스파이를 해야한다고 설득한다. 억지로 활동자금 500만엔을 건네 받은 스즈메의 스파이 교육이 시작되고 일상이 두근거리기 시작한다. 하지만 어째서인지 스파이가 되고 나서부터 평소보다 주위의 시선을 더 모으게 되어 곤란한 그녀에게 마침내 최후의 미션이 내려지는데…",https://images.justwatch.com/poster/198576043/s276/turtles-are-surprisingly-fast-swimmers.webp,"[('Naver Store', ['₩1,500', 'HD'])]"
뮬란: 전사의 귀환,花木兰,(2009),"[('Watcha', ['정액제', 'HD'])]",,"['78%', '6.7 (6k)']","['드라마 , 로맨스 , 전쟁']",['1시간 55분'],['Jingle Ma Choh-Sing'],"['Zhao Wei', 'Chen Kun', 'Hu Jun', 'Jaycee Chan', 'Li Jiuzhe', 'Liu Yuxin', 'Yu Rongguang', 'Xu Jiao', 'Vitas', 'Sun Zhou', 'Liu Chang Sheng']","침략 전쟁으로 얼룩진 위진남북조시대. 위나라의 풍요로움을 시기하던 유연족은 각지에 흩어져있던 부족들을 규합해 위나라를 위협하기 시작한다. 위태로운 상황에 놓인 위나라는 유연족에 맞서 나라를 지켜낼 군을 결성하기 위해 전국 각지의 장정들을 소집한다. 어렸을 때부터 무술을 즐기며 자란 뮬란은 아픈 아버지 몰래 남장을 한 채 전쟁터로 향한다. 뛰어난 무술실력과 빼어난 지략으로 연이은 승전보를 울린 뮬란은 마침내 동료 문태와 함께 장군의 자리에 오른다. 한편, 뮬란의 연이은 승리를 시기한 대장군은 뮬란을 함정에 빠뜨릴 계략을 세우고, 호시탐탐 때를 노리던 유연족 대족장 문독은 4만 대군을 앞세워 위나라를 향해 진군한다. 내부의 모략과 적들의 포위망에 갇힌 뮬란과 2천 군대! 마침내! 조국의 존망이 걸린 한치도 물러 설 수 없는 거대한 전쟁이 시작된다!",https://images.justwatch.com/poster/151729016/s276/mulan-rise-of-a-warrior.webp,
도쿄!,TOKYO!,(2008),,,"['76%', '7.1 (10k)']","['판타지 , 코미디 , 드라마 , Made in Europe']",['1시간 52분'],"['Leos Carax , Michel Gondry , Bong Joon-ho']","['Ayako Fujitani', 'Ryō Kase', 'Ayumi Ito', 'Nao Omori', 'Satoshi Tsumabuki', 'Denden', 'Merde\' (segment ""Merde"")', 'Maître Voland', 'Advocate General', 'Prosecutor', 'Prison director', 'Man', 'Pizza-Delivery Girl', 'The boss of the pizzeria', 'Hiroshi Yamamoto', 'Ken Mitsuishi', 'Yoshiyuki Morishita', 'Kenji Kodama', 'Julie Dreyfus', 'Azusa Takehana', 'Aoi Nakabeppu', 'Andrée Damant']","서울, 뉴욕, 프랑스에서 활약중인 3명의 감독들이 각자의 시선에서 바라본 도쿄를 그리고 있는 옴니버스 무비. 미셸 공드리가 연출한 1부 아키라와 히로코는 의자가 되어 버린 여자라는 동화적인 소재를 다루고 있다. 주변으로부터 소외감을 느끼는 주인공 히로코가 자신의 존재가치를 깨닫게 되는 과정을 그린다. 2부 레오 까락스의 광인은 하수도에 사는 괴물이 도쿄 시내에 신출귀몰하면서 펼쳐지는 이야기. 3부 봉준호 감독의 흔들리는 도쿄는 히키코모리의 사랑을 다룬다. 11년 동안 히키코모리 생활을 하고 있는 남자는 매주 토요일이면 시켜먹는 피자배달 소녀를 사랑하게 되고, 어느 날 사라진 소녀를 찾아 결국 외출을 감행한다.",https://images.justwatch.com/poster/210092699/s276/tokyo.webp,"[('Naver Store', ['₩1,000', 'HD'])]"
올드 독스,Old Dogs,(2009),"[('Disney Plus', ['정액제', 'HD'])]",,"['67%', '6.4']","['코미디 , 가족 , 범죄 , 드라마']",['1시간 28분'],['Walt Becker'],"['John Travolta', 'Robin Williams', 'Kelly Preston', 'Conner Rayburn', 'Ella Bleu Travolta', 'Lori Loughlin', 'Seth Green', 'Bernie Mac', 'Matt Dillon', 'Ann-Margret', 'Rita Wilson', 'Amy Sedaris', 'Residente', 'Sab Shimono', 'Kevin Yamada', 'Kevin Dean-Hackett', 'Laura Allen', 'Sam Travolta', 'Margaret Travolta', 'Nick Loren', 'Kenneth Maharaj', 'Nova Mejia', 'Margaret Goodman', 'Jerome Weinstein', 'Allie Woods', 'Michael Enright', 'Alexa Havins', 'Keenan Shimizu', 'Akira Takayama', 'Shirô Oishi', 'Yoshio Mita', 'Seiji Kakizaki', 'Keisuke Jim Nagahama', 'Dominick Riccardi', 'Costas Panay', 'Kate Lacey', 'Denise Violante', 'Tonia-Marie Gallo', 'Chika Kanamoto', 'Marcel Becker', 'Alison Pelletier', 'Dylan Sprayberry', 'Bradley Steven Perry', 'Joey Pordan', 'Jason Davies', 'Alicia Mazepa', 'Marielys Molina', 'Charlene Smith', 'Tera Lee Pollin', 'Brendan King', 'Jason Dougherty', 'Kevin Aubin', 'Christine L. Anderson', 'Crystal MacKenzie', 'Erynn Dickerson', 'Noel MacNeal', 'John E. Kennedy', 'Matt Vogel', 'Josh Cohen', 'Bruce Connelly', 'Joe Kovacs', 'Tom Woodruff Jr.', 'Dax Shepard', 'Luis Guzmán', 'Justin Long', 'DeRay Davis', 'Paulo Costanzo', 'Chris J. Cullen', 'Kendall Draughn', 'Vohn Ferguson', 'Steve Ferrarie', 'Catherine Fetsco', 'Eduardo M. Freyre', 'Ingrid Johnson', 'Yulia Klass', 'Heland Lee', 'Jeffrey Mowery', 'Panama Redd', 'Hector Rodriguez Jr.', 'Harry L. Seddon', 'Melissa Silver', 'Lara Anne Slife', 'Frank Tedesco', 'Paul Thornton', 'Nina Vincent']","결혼하지 않고 하루하루를 즐기며 살아가는 찰리와 사랑에 실패한 경험을 가지고 있는 이혼남 댄은 둘도 없는 친구이자, 사업파트너로 일본회사와의 중요한 비즈니스를 진행 중이다. 그러던 어느 날, 7년 만에 고향에 돌아온 댄의 전부인 빅키가 댄에게, 그녀와 댄 사이에 7살 된 쌍둥이 남매 재크와 에밀리가 있음을 밝힌다. 빅키가 사회운동 문제로 2주간 감옥에 가게 된 사연을 듣게 된 댄은 자기가 그동안 두 아이를 돌보겠다고 이야기한다. 하지만 댄이 사는 빌라에는 어린이의 입주가 금지되어있어, 댄과 아이들은 찰리의 집에서 동거에 들어간다. 이 갑작스러운 공동생활로 각가지 소동이 잇따르는 가운데, 찰리와 댄은 인생에서 진짜로 중요한 것이 무엇인지를 깨달아가는데…",https://images.justwatch.com/poster/244646636/s276/old-dogs.webp,"[('Naver Store', ['₩5,500', 'HD'])]"
센티넬,The Sentinel,(2006),,,"['67%', '6.1 (49k)']","['스릴러 , 액션 , 범죄']",['1시간 47분'],['Clark Johnson'],"['Michael Douglas', 'Kiefer Sutherland', 'Eva Longoria', 'Martin Donovan', 'Kim Basinger', 'Ritchie Coster', 'Blair Brown', 'David Rasche', 'Kristin Lehman', 'Raynor Scheine', 'Chuck Shamata', 'Paul Calderon', 'Clark Johnson', 'Raoul Bhaneja', 'Yanna McIntosh', 'Joshua Peace', 'Simon Reynolds', 'Gloria Reuben', 'Scott Gibson', 'Ron Lea', 'Roman Podhora', 'Sarah Plommer', 'Conrad Coates', 'Gordon Currie', 'Ronald Reagan', 'Matt Birman']",미국의 국가안보국의 피트 게리슨(마이클 더글라스)은 최고 경력의 베테랑 비밀요원. 20년 전 총알 세례속에 몸을 던져 대통령의 목숨을 구할만큼 나라에 대한 충성심이 강한 그는 현재 영부인 새라(킴 베이싱어)의 안전책임을 맡고 있다. 모든 면에서 완벽한 피트는 후배들에게 존경과 사랑을 한몸에 받으며 일과 삶에서 행복을 누리고 있었다. 적어도 그의 절친한 동료인 찰리 메리웨더(클락 존슨)가 살해되기 전까지는. 찰리의 살인사건을 맡은 데이빗 베킨릿지(키퍼 서덜랜드)는 피트의 수제자로 현재 국가안보국 최고의 실력을 자랑하는 요원. 데이빗은 날카로운 분석으로 감정보다 논리와 이성을 중시하는 냉철한 성격으로 단한번의 실수도 용납치않는다. 그는 열정적인 신참파트너 질 마린(에바 롱고리아)과 함께 찰리 사건을 세밀하게 조사해 나가던 중 찰리가 죽기 직전 피트에게 극비의 정보를 건내주려 했던 사실을 알게 된다. 그 극비정보는 바로 미국 대통령 암살음모에 관한 것이었다. 데이빗은 지난 141년 미국 안보국 역사상 상상도 할 수 없는 이 엄청난 음모의 중심에 피트 게리슨이 있음을 알게 된다. 단 하나의 오차도 없는 완벽한 암살기도계획. 이제 국가비밀안보국 최고의 실력자인 데이빗과 피트는 진실을 사이에 두고 치밀한 두뇌게임을 시작하는데...,https://images.justwatch.com/poster/177421852/s276/the-sentinel.webp,"[('wavve', ['₩5,500', 'HD']), ('Naver Store', ['₩5,500', 'HD'])]"
힛쳐,The Hitcher,(2007),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,200', 'HD'])]","['64%', '5.6 (42k)']","['범죄 , 스릴러 , 액션 , 공포 , Made in Europe']",['1시간 24분'],['Dave Meyers'],"['Sean Bean', 'Sophia Bush', 'Zachary Knighton', 'Neal McDonough', 'Kyle Davis', 'Danny Bolero', 'Jeffrey Hutchinson', ""Skip O'Brien"", 'Travis Schuldt', 'Yara Martinez', 'Lauren Cohn', 'Kurt Grossi']","캠퍼스 커플인 '그레이스'와 '짐'은 방학을 맞아 둘만의 여행을 떠난다. 어두운 밤, 굵은 빗줄기 속에 외딴 도로를 달리던 이들의 차량은 도로 한가운데 서 있던 남자를 미처 발견하지 못해 교통사고를 낼 뻔 하고 미안한 마음에 이 낯선 남자를 태워주게 된다. 그러나 차에 태운 남자 '존 라이더'가 자신들의 생명을 위협하는 위험한 인물임을 알게 되면서, 이들의 즐거웠던 휴가는 순식간에 끔찍한 공포로 뒤바뀌게 되는데...",https://images.justwatch.com/poster/87238904/s276/hiscyeo.webp,
하우 투 루즈 프렌즈,How to Lose Friends & Alienate People,(2008),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,500', 'HD'])]","['68%', '6.4 (68k)']","['드라마 , 코미디 , 로맨스']",['1시간 50분'],['Robert B. Weide'],"['Simon Pegg', 'Kirsten Dunst', 'Megan Fox', 'Danny Huston', 'Gillian Anderson', 'Jeff Bridges', 'Bill Paterson', 'Max Minghella', 'Miriam Margolyes', 'Margo Stilley', 'Jefferson Mays', 'Diana Kent', 'Kelan Pannell', 'Janette Scott', 'Katherine Parkinson', 'Felicity Montagu', ""Chris O'Dowd"", 'James Corden', 'Fenella Woolgar', 'Thandiwe Newton', 'Ricky Gervais', 'Toni Collette', 'Kate Winslet', 'Daniel Craig', 'Julia West', 'Sam Douglas', 'John Lightbody', 'Kelly Jo Charge', 'Christian Maier Smith', 'Brian Austin Green', 'Charlotte Sevaney', 'Hannah Waddingham']","세계적 명성의 셀러브리티와 미녀 스타들을 취재하는 뉴욕 초일류 연예잡지 ‘샤프스’. 편집장 클레이튼 하들링은 영국의 괴팍한 연예기자 시드니 영을 스카우트 하지만, 직장 동료 앨리슨은 그가 한심하기만 하다. 그 사이... 떠오르는 섹시 스타 소피 메이즈는 여우주연상을 받게 되면 그와 잠자리를 하겠다는 약속을 하고 시드니는 그녀의 매니저 엘레노어와 함께 ‘샤프스’ 매거진을 활용한 그녀의 이미지 메이킹에 동참하게 되는데… 과연 시드니는 뉴욕에서 최고의 기자로 성공할 수 있을까? 여배우와 하룻밤은 성공할까?",https://images.justwatch.com/poster/177641537/s276/how-to-lose-friends-and-alienate-people.webp,"[('Naver Store', ['₩1,200', 'HD'])]"
바빌론 A.D.,Babylon A.D.,(2008),,,"['63%', '5.6 (94k)']","['스릴러 , 판타지 , 범죄 , 액션 , SF , Made in Europe']",['1시간 30분'],['Mathieu Kassovitz'],"['Vin Diesel', 'Michelle Yeoh', 'Mélanie Thierry', 'Lambert Wilson', 'Charlotte Rampling', 'Gérard Depardieu', 'Mark Strong', 'Jérôme Le Banner', 'Joel Kirby', 'Souleymane Dicko', 'Radek Brůna', 'David Belle', 'Jan Unger', 'Abraham Belaga', 'David Gasman', 'Gary Cowan', 'Lemmy Constantine', 'Pete Thias', 'Curtis Matthew']","거대한 전쟁으로 인해 죽음과 가난이 팽배하고 혼란이 넘쳐나는 미래의 도시. 사람들은 하나 둘씩 정착할 곳을 찾아 피난길에 오른다. 총 하나만으로도 모든 일을 완벽하게 해결하는 전문 킬러 투롭(빈 디젤)은 어느 날, 정체불명의 조직으로부터 엄청난 액수의 돈과 새로운 인생을 보장받을 수 있는 특별한 미션을 부여받는다. 바로 6일 안에 한 여자를 미국으로 데려가는 것. 그는 신비스러운 능력을 지닌 여인 오로라(멜라니 티에리)와 그녀의 보호자인 수녀 레베카(양자경)를 데리고 미국으로 향하지만 도처에서 그녀를 노리는 괴한들의 무차별 공격을 받게 된다. 무너져가고 있는 이 세계를 구원할 유일한 존재가 오로라라는 것을 알아챈 투롭. 그는 과연 정체를 알 수 없는 거센 공격 속에서 그녀를 지켜낼 수 있을 것인가?",https://images.justwatch.com/poster/30863351/s276/babylon-a-d.webp,"[('wavve', ['₩5,500', 'HD']), ('Naver Store', ['₩5,500', 'HD'])]"
