제목,원제,개봉일,스트리밍,대여,평점,장르,재생 시간,감독,출연진,시놉시스,이미지,구매
아이 엠 샘,I Am Sam,(2001),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('Naver Store', ['₩1,300', 'HD']), ('wavve', ['₩1,320', 'HD'])]","['82%', '7.6 (147k)']",['드라마'],['2시간 12분'],['Jessie Nelson'],"['Sean Penn', 'Michelle Pfeiffer', 'Dianne Wiest', 'Dakota Fanning', 'Richard Schiff', 'Loretta Devine', 'Marin Hinkle', 'Laura Dern', 'Brad Silverman', 'Joseph Rosenberg', 'Stanley DeSantis', 'Doug Hutchison', 'Bobby Cooper', 'Mary Steenburgen', 'Eileen Ryan', 'Michael B. Silver', 'Rosalind Chao', 'Ken Jenkins', 'Wendy Phillips', 'Mason Lucero', 'Scott Paulin', 'Kit McDonough', 'Kimberly Scott', 'Chase MacKenzie Bebak', 'Rafer Weigel', 'Emiko Parise', 'Pamela Dunlap', 'Brent Spiner', 'David Nathan Schwartz', 'Kathleen Robertson', 'Janet Adderley', 'Katie McGloin', 'Steven Maines', 'Dennis Fanning', 'David Poynter', 'R.D. Call', 'Elle Fanning', 'Russ Fega', 'Molly Gordon']",혼자 딸을 키우며 살아가는 남자... 샘 도슨,https://images.justwatch.com/poster/19834743/s276/i-am-sam.webp,"[('wavve', ['₩4,950', 'HD']), ('Naver Store', ['₩4,950', 'HD'])]"
K-19: 위도우메이커,K-19: The Widowmaker,(2002),"[('Watcha', ['정액제', 'HD'])]",,"['72%', '6.7 (61k)']","['스릴러 , 전쟁 , 드라마 , 역사']",['2시간 18분'],['Kathryn Bigelow'],"['Harrison Ford', 'Liam Neeson', 'Peter Sarsgaard', 'Joss Ackland', 'John Shrapnel', 'Donald Sumpter', 'Tim Woodward', 'Steve Nicolson', 'George Anton', 'James Francis Ginty', 'Lex Shrapnel', 'Ingvar E. Sigurðsson', 'Sam Spruell', 'Sam Redford', 'Peter Stebbings', 'Roman Podhora', 'Shaun Benson', 'Dmitry Chepovetsky', 'Christopher Redman', 'Tygh Runyan', 'Peter Graham', 'Shawn Mathieson', 'Jacob Pitts', 'Christopher Routh', 'Lubomir Mykytiuk', 'Michael Gladis', 'Christian Camargo', 'Ravil Isyanov', 'Kristen Holden-Ried', 'Steve Cumyn', 'Austin Strugnell', 'J.J. Feild', 'Peter Oldring', 'Joshua Close', 'Gerrit Vooren', 'Lev Prygunov', 'Jeremy Akerman', 'Lee J. Campbell']","냉전이 한창이던 1961년. 소련은 자국 최초의 핵잠수함인 K-19을 완성한다. 과부 제조기라는 별명이 붙을 정도로 제조 과정부터 많은 사람들의 희생이 뒤따랐던 K-19에도 첫 임무가 주어지고, 기대 속에 항해가 시작된다. 하지만 항해 중 노르웨이 해안 근처에서 원자로 냉각기가 고장난다. 그 곳은 나토 기지와 불과 1마일 정도밖에 떨어지지 않은 곳으로, 원자로가 폭발한다면 3차 대전이 일어날 상황. 본국과의 연락마저 끊긴 상황에서 함장 알렉시 보스트리코브(해리슨 포드)와 부함장 미카일 폴레닌(리암 니슨)은 직면한 위기를 어떻게든 극복하고자 하는데...",https://images.justwatch.com/poster/9405161/s276/k-19-the-widowmaker.webp,"[('Naver Store', ['₩500', 'HD'])]"
40 데이즈 40 나이트,40 Days and 40 Nights,(2002),"[('Netflix', ['정액제', 'HD'])]",,"['62%', '5.6 (72k)']","['로맨스 , 코미디']",['1시간 36분'],['Michael Lehmann'],"['Josh Hartnett', 'Shannyn Sossamon', 'Paulo Costanzo', 'Vinessa Shaw', 'Maggie Gyllenhaal', 'Adam Trese', 'Griffin Dunne', 'Emmanuelle Vaugier', 'Lorin Heath', 'Aaron Trainor', 'Glenn Fitzgerald', 'Barry Newman', 'Mary Gross', 'Monet Mazur', 'Christine Chatelain', 'Keegan Connor Tracy', 'Michael C. Maronna', 'Stefanie von Pfetten', 'Stanley Anderson', 'Terry Chen', 'Kai Lennox']","매트 설리(Matt Sullivan: 죠시 하트넷 분)은 평범한 20대의 웹디자이너이다. 어느날, 부자와 결혼하기 위해 애인 니콜(Nicole: 바네사 쇼 분)이 매트를 차버리게 되자, 그의 일상은 어느새 엉망진창이 되어버린다. 게다가 주체할 수 없는 성욕으로 마음의 평정까지 잃어가던 매트는 신부인 형(John Sullivan: 아담 트리즈 분)을 찾아가 고민을 상담하던 중 부활절에 앞서 40일간의 금욕 생활을 하는 사순절을 따라서 40일 동안 섹스없이 지내기로 결심한다. 어떤 여자와도 키스도 스킨쉽도 없이 장장 40일간의 멀고도 험한 금욕 생활을 선언한 바로 그날 저녁 매튜는 우연히 들른 빨래방에서 자신의 이상형의 여인 에리카((Erica Sutton: 섀닌 소사몬 분)를 만나게 된다. 매튜의 금욕 소식을 듣게 된 여자 동료들은 오히려 매튜와 섹스를 하기 위해 대담한 포즈로 유혹을 하게 되고, 남자 동료들은 인터넷에 그의 섹스일 맞추기 도박 게임을 만들어 공개적으로 내기를 시작한다. 섹스없이 40일간의 약속을 지키려는 매튜와 그를 섹스로 이끌려는 동료들간의 포복절도할 공방이 벌어지는데.",https://images.justwatch.com/poster/85992681/s276/40-deijeu-40-naiteu.webp,
니모를 찾아서,Finding Nemo,(2003),"[('Disney Plus', ['정액제', '4K'])]",,"['88%', '8.1 (983k)']","['애니메이션 , 코미디 , 가족']",['1시간 40분'],['Andrew Stanton'],"['Albert Brooks', 'Ellen DeGeneres', 'Alexander Gould', 'Willem Dafoe', 'Brad Garrett', 'Allison Janney', 'Austin Pendleton', 'Stephen Root', 'Vicki Lewis', 'Joe Ranft', 'Geoffrey Rush', 'Andrew Stanton', 'Elizabeth Perkins', 'Nicholas Bird', 'Bob Peterson', 'Barry Humphries', 'Eric Bana', 'Bruce Spence', 'Bill Hunter', 'LuLu Ebeling', 'Jordan Ranft', 'Erica Beck', 'Erik Per Sullivan', 'John Ratzenberger']","광대어 말린은 아내 코랄과 2세들의 부화를 기다리던 중 상어의 습격을 받는다. 알을 보호하려던 아내는 행방불명되고, 유일하게 살아남은 아기에게 말린은 니모라는 이름을 붙인다. 사건 이후 큰 바다를 무조건 겁내게 된 말린은 니모를 과보호한다. 하지만 니모는 등교 첫날 잠수부에게 납치돼 시드니에 있는 치과의사의 수족관에 끌려가고, 슬픔으로 혼비백산한 아빠 말린은 평소의 심약함을 잊고니모를 찾아나선다. 단기기억상실증을 지닌 명랑한 물고기 도리의 도움으로 상어, 심해어, 해파리의 위협을 뚫고 동호주 해류로 향하는 동안, 니모는 수족관의 새 친구들과 탈출을 모의한다.",https://images.justwatch.com/poster/168337984/s276/finding-nemo.webp,"[('wavve', ['₩7,150', 'HD']), ('Naver Store', ['₩7,150', 'HD'])]"
퀸 오브 뱀파이어,Queen of the Damned,(2002),,"[('Naver Store', ['₩1,300', 'HD'])]","['63%', '5.3 (54k)']","['드라마 , 판타지 , 공포']",['1시간 41분'],['Michael Rymer'],"['Stuart Townsend', 'Aaliyah', 'Marguerite Moreau', 'Vincent Perez', 'Paul McGann', 'Lena Olin', 'Claudia Black', 'Bruce Spence', 'Christian Manon', 'Matthew Newton', 'Tiriel Mora', 'Megan Dorman', 'Hugo Race', 'Kirsty Meares', 'Carrie Eklund', 'Strawberry Fields']","뱀파이어인 숙명인 어둠속의 운명을 거부한 레스태트(스튜어드 타운젠드)는 100년 만의 긴 잠에서 깨어나고 인간 세상을 지배하겠다는 강렬한 욕망으로 록스타의 삶을 선택한다. 곧 그의 카리스마는 모든 인간들을 열광케하고 그는 신적인 존재로 급부상하게된다. 레스태트는 뱀파이어의 비밀을 담은 자신만의 음악을 통해 세상 모든 사람들을 마약처럼 중독시키며, 뱀파이어의 숙명을 가지고 있는 모든 흡혈귀들에게는 비굴하게 숨어사는 운명을 탈피해 세상에 나오라고 종용한다. 하지만 레스태트의 욕망이 빚어낸 음악은 수세기 동안 잠들어 있던, 절대 악의 화신인 아카샤의 눈을 뜨게 하고, 그녀는 레스태트와 함께 세상을 악으로 지배할 야망을 불태운다. 아카샤는 수천년, 피와 살육을 즐기던 이집트의 여왕으로 그녀의 힘을 당해낼 자는 아무도 없다. 한편, 뱀파이어를 연구하던 제시(마구에리트 모로)는 레스태트의 음악을 우연히 듣게되고, 그가 뱀파이어라는 확신을 갖고 레스태트의 과거를 추적해 나간다. 우연히 레스태트의 일기를 입수한 제시는 레스태트가 뱀파이어로 살아가게 된 비밀을 알게 되면서, 그에게 빠져드는 자신을 발견한다. 이런 제시에게 기묘한 매력을 느끼는 레스태트, 하지만 뱀파이어에게 감상은 금물! 그는 자신에게 접근하는 제시를 애써 밀어내고 그의 처음이자 마지막이 될 대형 콘서트를 기획한다. 콘서트 당일, 장소는 캘리포니아 죽음의 계곡. 레스태트의 음악을 듣기 위해 수많은 관중이 모여들고, 레스태트의 돌출 행동으로 인해 자신들의 모습이 세상에 드러날 것을 우려하는 뱀파이어들이 그를 제거하고자 역시 같은 장소에 숨어든다. 콘서트가 시작되고, 관객들의 열광과 뱀파이어들의 분노 속에 레스태트가 무대 위로 오른다. 무대와 군중이 다함께 열광의 도가니가되는 절정의 순간, 뱀파이어들의 공격이 시작되고, 공연장은 아수라장으로 변한다. 그리고 드디어 무대 한복판에 뱀파이어 여왕인 아카샤가 나타나는데.",https://images.justwatch.com/poster/15334544/s276/kwin-obeu-baempaieo.webp,"[('Naver Store', ['₩4,950', 'HD'])]"
엑시스텐즈,eXistenZ,(1999),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,500', 'HD'])]","['75%', '6.8 (97k)']","['스릴러 , SF , 공포']",['1시간 37분'],['David Cronenberg'],"['Jennifer Jason Leigh', 'Jude Law', 'Ian Holm', 'Willem Dafoe', 'Don McKellar', 'Callum Keith Rennie', 'Christopher Eccleston', 'Sarah Polley', 'Robert A. Silverman', 'Oscar Hsu', 'Kris Lemche', 'Vik Sahay', 'Kirsten Johnson', 'James Kirchner', 'Balázs Koós', 'Stephanie Belding', 'Gerry Quigley']","'엑시스텐즈'는 인간의 신경계와 직접 연결되어 가상현실을 체험하게 만드는 게임의 일종인데, 게임을 시작하면 참가자 12명은 현실을 떠나 한 번도 경험하지 못했던 새로운 인물로 다시 태어나게 된다. 그러나 테스트를 시작하려는 순간 엘레그라는 시뮬레이션 게임으로 인간성을 잃어가는 것을 반대하는 현실주의자들에게 테러를 당해 상처를 입고 몸을 피한다. 이 때 견습사원인 테드는 우연히 그녀를 보호하게 된다. 엘레그라(제니퍼 제이슨 리)는 엑시스텐즈가 무사한 지 확인해야 하지만 테드(주드 로)는 게임 접속에 필요한 바이오포트(척추에 구멍을 뚫어 사용하는 연결장치)가 없다는 것을 발견한다. 한적한 주유소에 도착한 엘레그라와 테드는 게스의 도움으로 테드의 척추에 바이오포트를 뚫지만 게스의 목적은 엘레그라에게 걸려 있는 5백만 불의 현상금에 있다. 둘은 가까스로 위기를 모면하지만 게스가 뚫어준 바이오포트가 감염된 것을 모르고 엑시스텐즈에 접속하다 게임기까지 감염되고마는데...",https://images.justwatch.com/poster/131375174/s276/egsiseutenjeu.webp,
프라이데이 나잇 라이트,Friday Night Lights,(2004),,"[('wavve', ['₩1,200', 'HD']), ('Naver Store', ['₩1,200', 'HD'])]","['77%', '7.2 (61k)']","['드라마 , 스포츠 , 액션']",['1시간 58분'],['Peter Berg'],"['Billy Bob Thornton', 'Lucas Black', 'Garrett Hedlund', 'Derek Luke', 'Jay Hernandez', 'Lee Thompson Young', 'Tim McGraw', 'Stephen Bishop', 'Grover Coulson', 'Connie Britton', 'Connie Cooper', 'Kasey Stevens', 'Ryanne Duzich', 'Morgan Farris', 'Katherine Willis', 'Ken Farmer', 'Amber Heard', 'Brad Leland', 'Jeff Gibbs']","1988년 미국 텍사스 퍼미안 고등학교 미식축구부에서 실제 있었던 이야기를 다룬, 다큐멘터리 스타일로 제작된 스포츠 드라마. H.G. 비신저(H.G. Bissinger)의 책(1990년 발행)이 원작이며, 영화 개봉 이후 동명의 TV 시리즈(2006년~)가 제작되기도 했다.",https://images.justwatch.com/poster/49102050/s276/friday-night-lights.webp,"[('wavve', ['₩4,000', 'HD']), ('Naver Store', ['₩5,000', 'HD'])]"
폴리와 함께,Along Came Polly,(2004),"[('Netflix', ['정액제', 'HD'])]","[('Naver Store', ['₩1,200', 'HD'])]","['67%', '6.0 (132k)']","['코미디 , 로맨스']",['1시간 30분'],['John Hamburg'],"['Ben Stiller', 'Jennifer Aniston', 'Philip Seymour Hoffman', 'Debra Messing', 'Alec Baldwin', 'Hank Azaria', 'Bryan Brown', 'Jsu Garcia', 'Michele Lee', 'Bob Dishy', 'Missi Pyle', 'Judah Friedlander', 'Kevin Hart', 'Masi Oka', 'Kym Whitley', 'Amy Hohn', 'Nathan Dean', 'Cheryl Hines', 'Caroline Aaron', 'Christina Kirk', 'Todd Stashwick', 'Robb Skyler', 'Edward Conna', 'Bruce Nozick', 'Mark Adair-Rios', 'Michael Shamberg', 'Nick Jameson', 'Richard Willgrubs', 'Ronald Hunter', 'David Baron', 'James DuMont', 'Nicholas Benevento', 'Jeff Ross', 'Mitch Silpa', 'Money Mark', 'Theodore Shapiro', 'Claudia Tenorio Gonzales', 'Carmit Bachar', 'Marco De La Cruz', 'Alison Faulk', 'Tomasina Parrott', 'Gustavo Vargas', 'Allen Walls', 'Rudy Zalez', 'Paul Blazeak', 'Richard Barron', 'George Balmaseda', 'Leslie Drayton', 'Jose Espinosa', 'Walter Miranda', 'Alfredo Ortiz', 'Phillip Ranelin', 'Michael Wong', 'Adrienne Ash', 'Christine Barger', 'Toni Blair', 'Eugenia Care', 'Mari Endo', 'Mike Fujimoto', 'Gustavo Hernandez', 'Monique Jongs', 'Anjulie Marriott', 'Jeffrey Sherrard', 'Anthony King', 'Vernon Neilly', 'Stuart Silverstein']",매사에 꼬치꼬치 따지고 분석하길 좋아하는 보험회사 손해 사정사 루벤 페퍼 (벤 스틸러)는 결혼 후 신혼 여행지에서 자신의 부인이 프랑스인 스쿠버 강사와 바람을 피는 장면을 목격하게 된다. 충격을 받은 루벤 페퍼는 이 일로 인해 가뜩이나 소심했던 성격이 더욱 더 매사에 꼼꼼하고 조심하는 소심남으로 변모한다. 상심해서 집에 돌아온 그는 우연히 들른 한 파티장에서 웨이트리스로 일하는 중학교 동창 폴리 (제니퍼 애니스톤)를 만난다. 학창시절엔 공부 잘하고 똑똑했던 폴리였지만 성인이 된 그녀는 허리에 커다란 문신을 새기고 살사 춤을 즐기며 자유로운 삶을 쫓는 히피같은 여자로 변해있었다. 자기와는 전혀 어울리지 않는 폴리에게 뜻밖의 호감을 갖게된 루벤은 그녀와의 데이트를 감행한다. 평소 안전 지상주의로 살아온 그로서는 상당한 모험을 감행 하는 것이었다. 그러한 모험은 현실로 나타나 폴리와의 데이트는 과민성 대장 증후군을 앓고 있는 그에게 설사병을 안겨주는 등 여러 가지 부작용을 낳게 되고 루벤의 주위 사람들도 어울리지않는 두 사람의 만남에 걱정을 하게 된다. 설상가상으로 프랑스인 스쿠버 강사와 눈이 맞아 신혼 여행지에 눌러 앉았던 루벤의 전 부인 리사 마저 재결합을 원한다며 돌아오게 되는데..,https://images.justwatch.com/poster/56910942/s276/along-came-polly.webp,"[('Naver Store', ['₩5,000', 'HD'])]"
콜드 마운틴,Cold Mountain,(2003),"[('Netflix', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('Naver Store', ['₩1,600', 'HD'])]","['77%', '7.2 (144k)']","['로맨스 , 드라마 , 역사 , 전쟁 , Made in Europe']",['2시간 34분'],['Anthony Minghella'],"['Jude Law', 'Nicole Kidman', 'Renée Zellweger', 'Eileen Atkins', 'Brendan Gleeson', 'Philip Seymour Hoffman', 'Natalie Portman', 'Giovanni Ribisi', 'Donald Sutherland', 'Ray Winstone', 'Kathy Baker', 'James Gammon', 'Charlie Hunnam', 'Jack White', 'Ethan Suplee', 'Jena Malone', 'Melora Walters', 'Lucas Black', 'Taryn Manning', 'Tom Aldredge', 'James Rebhorn', 'Emily Deschanel', 'Robin Mullins', 'Ben Allison', 'Trey Howell', 'Alex Hassell', 'Jay Tavare', 'William Boyer', 'Christopher Fennell', 'Erik Smith', 'Cillian Murphy', 'Richard Brake', 'Seán Gleeson', ""Rasool J'Han"", 'Hank Stone', 'Mark Jeffrey Miller', 'Afemo Omilami', 'Chet Dixon', 'Jamie Lee', 'Jen Apgar', 'Katherine Durio', 'Martin Pemberton', 'Leonard Woodcock', 'William Roberts', 'Dean Whitworth', 'Kristen Nicole LaPrade', 'Max Minghella']","남군 병사인 인만은 전투 중에 중상을 입고 병원에 입원해있던 도중에 탈영을 감행한다. 그가 목숨을 걸고서라도 탈영을 감행해야만 했던 이유는 무엇일까! 그가 돌아가려는 고향인 콜드 마운틴에 그가 사랑하는 연인인 아이다가 기다리고 있기 때문이다. 생사조차 알 길이 없는 인만이 부디 살아있기를, 그리하여 그가 반드시 자신의 품에 돌아올 수 있기만을 손꼽아 기다리는 아이다도 또한 무수한 위협과 유혹 앞에 속수무책으로 노출되어있다. 그런 아이다 앞에 떠돌이 산골 처녀인 루비가 나타나게 되는데...!",https://images.justwatch.com/poster/16493188/s276/koldeu-mauntin.webp,"[('Naver Store', ['₩5,500', 'HD'])]"
스웹트 어웨이,Swept Away,(2002),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,500', 'HD'])]","['49%', '3.6 (16k)']","['코미디 , 로맨스 , Made in Europe']",['1시간 29분'],['Guy Ritchie'],"['Madonna', 'Adriano Giannini', 'Bruce Greenwood', 'Jeanne Tripplehorn', 'Elizabeth Banks', 'Michael Beattie', 'David Thornton', 'Yorgo Voyagis', 'Ricardo Perna', 'George Antoni', 'Beatrice Luzzi', 'Lorenzo Ciompi', 'Patrizio Rispo', 'Francis Pardeilhan', 'Rosa Pianeta', 'Andrea Ragatzu', 'Anna Cachia']","천방지축 아줌마 엠버. 돈 많고, 능력 좋은 남편도 있지만, 모든 것이 불만스럽다. 남편 무시하기가 취미인 이 아줌마, 끝내는 여름 휴가를 가서도 불평 불만이다. 지중해 크루즈 여행이 된 여름휴가. 모든 사람을 하인 다루듯 하더니만 끝내는 선원인 주세페와는 세상에 둘도 없는 앙숙이 되어버린다.엠버는 고집을 부려 동굴탐사를 하겠다고 하고, 선원의 막내인 주세페는 하는 수 없이 그녀를 데리고 작은 고무보트를 내려 동굴이 있는 섬으로 향한다.하지만 천벌인지, 배가 난파되어 무인도에 덜렁 남겨진 엠버와 주세페. 호화로운 생활을 하던 엠버와는 달리 주세페는 금새 새로운 생활에 적응을 하게 되고, 아무것도 할 줄 아는게 없는 엠버는 주세페의 뒤를 졸졸 쫓아 다녀야 하는 상황이 되어버렸는데… 역전된 둘의 입장. 주세페, 마음 속으로 팡파레를 울린다.아무도 없는 무인도에 떨궈진 남과 여 사이에 흐르는 아리송한 분위기가...",https://images.justwatch.com/poster/205386852/s276/swept-away.webp,
식스 데이 세븐 나잇,Six Days Seven Nights,(1998),"[('Disney Plus', ['정액제', 'HD'])]",,"['66%', '5.8 (75k)']","['코미디 , 로맨스 , 액션']",['1시간 38분'],['Ivan Reitman'],"['Harrison Ford', 'Anne Heche', 'David Schwimmer', 'Jacqueline Obradors', 'Temuera Morrison', 'Allison Janney', 'Cliff Curtis', 'Danny Trejo', 'Kerry Rossall', 'Douglas Weston', 'Ben Bode', 'Derek Basco', 'Amy Sedaris', 'Priscilla Inga Taylor', 'Long Nguyen', 'John Koyama', 'Jen Sung', 'Jake Feagai', 'Michael Chapman', 'E. Kalani Flores', 'Ping Wu', 'Greg Gorman', 'Hoyt Richards', 'Odile Corso', 'Cynthia Langbridge', 'Jody Kono', 'Michael Lushing', 'Pua Kaholokula', 'Roy Dinson Jr.', 'Don Nahaku', 'Reri Tava Jobe', 'Natalie Goss', 'Christian Martson', 'James Edward Sclafani', 'Jason S. Nichols', 'Taj Mahal', 'Fred Lunt', 'Carlos Andrade', 'Kester Smith', 'Pat Cockett', 'Wayne Jacintho', 'Michael Barretto', 'Rudy Costa', 'Pancho Graham', 'Mervyn Lilo', 'Gordon Lilo', 'Afa Thompson', 'Javan Kaiama', 'Nicole Maldonado', 'Iele', 'Aldo Paro', 'Eric Laufiso', 'Wayne Aqino', 'Vise Vitale', 'Lloyd Chandler', 'Elliot M. Kaplan', 'Stephen Conteh', 'John Kirsch', 'Jewel McDonald', 'Niko Rusakov', 'Theresa San-Nicholas', 'Steve Stafford']","화물 수송용 경비행기 조종사인 퀸(해리슨 포드)과 뉴욕의 잡지사 ""대즐""의 부편집장인 로빈(앤 헤이치)은 퀸의 비행기를 타고 6박 7일의 여행을 떠난다. 갑자기 잡지의 표지 사진을 받기 위해 타히티로 가야했던 로빈이 또한번 퀸의 도움을 받는다. 타히티로 가던 중 악천후로 비행기가 마카티와 타히티 중간 지점의 무인도에 불시착한다. 게다가 해적과 만나 죽을 고비를 넘기고, 퀸은 2차 대전 당시 추락한 일본군 비행기 잔해를 발견하고 연료통을 분리해 자신의 경비행기에 부착해 탈출을 시도하는데...",https://images.justwatch.com/poster/241570949/s276/six-days-seven-nights.webp,"[('Naver Store', ['₩5,500', 'HD'])]"
비트,,(1997),"[('wavve', ['정액제', 'HD'])]","[('wavve', ['₩1,000', 'HD'])]","['66%', '6.9']","['드라마 , 액션 , 범죄']",['1시간 56분'],['Kim Sung-soo'],"['Jung Woo-sung', 'Im Chang-jung', 'Yu Oh-seong', 'Ko So-young', 'Kim Bu-seon', 'Sa Hyeon-jin', 'Lee Du-il', 'Jang Dong-jik', 'Lee In-Ok', 'Lee Moon-sik', 'Scorpion']","타고난 파이터이며 아웃사이더인 민, 폭력 조직에서 성공하기를 꿈꾸는 태수, 미래에 대한 소박한 꿈을 버리지 않는 환규는 무차별적 싸움과 혼돈속에서 10대를 보낸다. 어느날 환규를 따라 나간 노예팅에서 민은 로미를 만나 운명적 사랑을 느끼고 이날 이후 민은 기꺼이 로미의 노예가 된다. 민과 환규는 방황하던 마음을 잡고 분식집을 개업하여 열심히 살아보려고 애쓰고 감옥에서 나온 태수는 전갈 조직의 중간 보스로 자리를 잡는데...",https://images.justwatch.com/poster/242914264/s276/biteu.webp,
13 고스트,Thir13en Ghosts,(2001),"[('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,300', 'HD']), ('Naver Store', ['₩1,300', 'HD'])]","['67%', '5.6 (85k)']","['스릴러 , 판타지 , 공포']",['1시간 31분'],['Steve Beck'],"['Tony Shalhoub', 'Embeth Davidtz', 'Matthew Lillard', 'Shannon Elizabeth', 'Rah Digga', 'Alec Roberts', 'JR Bourne', 'F. Murray Abraham', 'Matthew Harrison', 'Charles Andre', 'Laura Mennell', 'Kathryn Anderson', 'Craig Olejnik', 'Shawna Loyer', 'Xantha Radley', 'C. Ernst Harth', 'John DeSantis', 'Mikhael Speidel']","어둠이 깊게 드리운 거대한 폐차장, 사이러스 일행은 12번째 가장 강력한 힘을 지닌 악령 저그넛을 유인하고 있다. 죽기 전 아홉을 헤치우고 죽은 후 악령으로 부근을 떠돌며 사십여명을 헤친 저그넛을 부르기 위해 몇십톤의 피가 주위에 뿌려지게 되고.. 얼마 후 영매자 레프킨은 강한 살기를 느끼게 된다. 그리고 순식간에 그곳을 지키던 요원들은 보이지 않는 존재에 의해 사지가 절단되며 하나씩 죽어가는데... 자신을 미끼로 봉인 장치에 저그넛을 유인하는 레프킨은 봉인에 성공하지만 이미 거대한 폐차장은 검붉은 피와 비명으로 넘쳐난다. 삼촌 사이러스의 부고를 전해들은 아서는 유산을 남겼다는 말에 의아해 하지만 화재로 아내와 재산을 잃은 처지라 반가움이 더한다. 일행이 행복에 빠져있는 순간, 전기공사 인부를 가장해 저택에 침입한 영매자 레프킨은 아서에게 이곳에 악령이 있으니 모두 피해야 한다고 외치고, 그사이에 변호사는 유유히 사라진다. 지하로 성큼성큼 들어서는 변호사는 정체를 알수 없는 투명한 안경을 꺼내어 쓴다. 그러자 각각의 봉인 장치에 의해 갇힌 끔찍한 모습의 분노한 영혼들이 보이기 시작한다. 태연하게 그들 사이를 지나 자신이 찾아 헤맨 돈가방을 집어드는 순간, 가방의 무게에 의해 고정되어있던 저택의 제어장치는 서서히 움직이기 시작하는데... 그 순간 저택의 모든 출입구는 모양을 바꾸며 흔적도 없이 사라져 버린다. 갇혀버린 아서 일행에게는 알 수 없는 두려움이 엄습하고... 이때 분노한 영혼들은 하나씩 봉인에서 풀리며 끔찍한 죽음이 닥쳐오게 되는데.",https://images.justwatch.com/poster/17799708/s276/thir13en-ghosts.webp,"[('Naver Store', ['₩5,000', 'HD']), ('wavve', ['₩5,500', 'HD'])]"
헬보이,Hellboy,(2004),"[('wavve', ['정액제', 'HD']), ('Watcha', ['정액제', 'HD'])]","[('wavve', ['₩1,300', 'HD']), ('Naver Store', ['₩1,300', 'HD'])]","['75%', '6.8 (316k)']","['판타지 , 액션 , 공포 , SF']",['2시간 2분'],['Guillermo del Toro'],"['Ron Perlman', 'John Hurt', 'Selma Blair', 'Rupert Evans', 'Jeffrey Tambor', 'Doug Jones', 'Karel Roden', 'Brian Steele', 'Ladislav Beran', 'Biddy Hodson', 'Corey Johnson', 'Brian Caspe', 'James Babson', 'Ellen Savaria', 'Kevin Trainor', 'Stephen Fisher', 'Garth Cooper', 'Angus MacInnes', 'Jim Howick', 'Rory Copus', 'Santiago Segura', 'Mark Taylor', 'David Hyde Pierce', 'Daniel Aarsman', 'Bettina Ask', 'Alvaro Navarro', 'Emilio Navarro', 'Tara Hugo', 'Richard Haas', 'Andrea Miltner', 'Andrea Stuart', 'Millie Wilkie', 'Bob Sherman', 'Winter Ave Zoli', 'Guillermo del Toro']","1944년, 2차세계대전에서 수세에 몰린 나치는 러시아의 흑마술사 라스푸틴을 고용, 지옥의 악마를 불러와 전세를 역전시킬 음모를 꾸민다. 라스푸틴의 염력으로 혼돈의 지옥신 자하드가 깨어나고 지옥의 문이 열리려 할 때, 미리 정보를 입수한 연합군의 공격으로 간신히 저지한다. 간발의 차이로 지옥에서 지구로 불려온 헬보이는 B.P.R.D.(Bureau of Paranormal Research & Defence)를 설립한 브룸교수에게 인도되어 텔레파시 예지력을 지닌 양서인간 아베 사피엔, 불을 자유자재로 다루는 '파이로-키네시스' 리즈와 함께 악에 맞서는 전사로 성장한다.",https://images.justwatch.com/poster/183500241/s276/hellboy.webp,"[('Naver Store', ['₩5,000', 'HD']), ('wavve', ['₩5,500', 'HD'])]"
